run_id,use_det,use_seg,use_pose,batch,threshold_det,threshold_seg,threshold_pose,timeout_ms,priority_det,priority_seg,priority_pose,det_latency_ms,seg_latency_ms,pose_latency_ms,cpu_percent,mem_percent,voluntary_ctx_switches,nonvoluntary_ctx_switches,npu_percent,switches_per_s,idle_time_pct,run_time_s,avg_fps_det,avg_latency_det,max_latency_det,activation_det,avg_fps_seg,avg_latency_seg,max_latency_seg,activation_seg,avg_fps_pose,avg_latency_pose,max_latency_pose,activation_pose,total_time_det_s,total_time_seg_s,total_time_pose_s
1,1,1,1,63,1,1,1,0,0,0,0,9395.48,9796.55,9510.35,12.0901,43.4933,15424,343,98.6885,0.6370,0.0050,48.4446,10.7030,1337.6440,1934.3430,1.4590,10.7460,1903.9910,3808.0740,1.0980,10.3210,1506.0220,2868.5520,1.5250,47.4136,48.3495,48.4406
2,1,1,1,63,1,1,1,0,0,0,0,9268.87,9657.88,9311.44,11.7755,43.6556,15375,290,97.7798,0.6490,0.0020,47.6462,10.9100,1320.1960,1860.5320,1.5490,10.9530,1885.3030,3600.5870,0.8040,11.0400,1494.7850,2914.4330,1.7440,46.708,47.6451,45.8459
3,1,1,1,63,1,1,1,0,0,0,0,9436.32,9766.7,9282.29,11.9205,43.5865,15422,446,99.1294,0.6320,0.0020,48.1889,10.6160,1328.8160,1881.1050,1.5910,10.8690,1872.5570,3721.5460,1.2150,11.1220,1515.2570,2645.9870,1.2610,47.366,48.1879,46.4962
1,1,1,1,63,1,1,1,0,0,0,15,9651.71,9954.12,3986.79,12.144,43.5952,15262,291,97.9951,0.6910,0.0020,48.7452,2.7220,1862.9670,2155.2440,1.8550,1.1230,2132.5530,2800.2170,0.9750,29.0730,1458.8660,3162.5790,0.5600,47.7862,48.7437,18.2382
2,1,1,1,63,1,1,1,0,0,0,15,9583.49,9899.57,3988.98,12.4111,43.6282,15262,208,99.3496,0.6310,0.0010,48.3994,2.7330,1723.3010,2011.8040,1.6700,2.4800,2641.7740,3760.6350,1.3350,28.2930,1456.2920,2729.8560,0.2620,47.4436,48.3984,18.0461
3,1,1,1,63,1,1,1,0,0,0,15,9556.41,9857.61,3955.51,12.646,43.679,15206,256,99.2162,0.6320,0.0080,48.1349,2.7370,1716.2160,2026.0990,1.3450,2.6530,2717.9990,3880.3700,1.3600,28.3360,1458.0180,2697.9260,0.7950,47.1799,48.1334,17.7036
1,1,1,1,63,1,1,1,0,0,0,31,9536.15,9845.46,3936.31,12.2405,43.7994,15260,408,98.6227,0.6400,0.0020,48.1103,2.7740,1747.1120,2048.3820,1.7360,2.4750,2623.7050,3721.2190,1.0380,28.7190,1453.8850,2814.4890,0.3810,47.156,48.1091,17.7263
2,1,1,1,63,1,1,1,0,0,0,31,9550.86,9867.66,3933.55,12.6312,43.589,15205,235,99.2445,0.6320,0.0140,48.1571,2.7370,1739.1560,2037.9780,1.5420,2.6530,2771.6910,4007.9770,1.2440,28.3400,1456.5500,2651.0150,0.9370,47.2017,48.156,17.7499
3,1,1,1,63,1,1,1,0,0,0,31,9691.76,10000.7,3976.88,12.5643,43.717,15247,309,99.0352,0.6760,0.0020,48.8538,2.6610,1857.3250,2162.1630,1.9630,1.0980,2269.9730,3207.2030,0.6630,28.4310,1458.2890,2904.3820,1.1150,47.9205,48.8528,18.181
1,1,1,1,63,1,1,1,0,0,15,0,9570.72,4726.99,9501.32,12.5637,43.6904,15313,219,98.6540,0.6010,0.0010,47.8593,2.7030,2111.5140,2434.8010,1.7280,28.8720,1734.6830,3175.1900,0.8690,0.1290,79.6060,96.8690,0.8990,47.0954,21.3777,47.8585
2,1,1,1,63,1,1,1,0,0,15,0,9680.41,4835.86,9557.32,12.5651,43.6475,15297,481,99.2977,0.5890,0.0020,48.2857,2.6490,2132.0480,2465.2250,1.0810,28.2970,1769.7970,3283.8950,1.0070,0.3780,193.7910,209.5060,0.8610,47.6326,21.9358,48.2847
3,1,1,1,63,1,1,1,0,0,15,0,9477.89,4650.05,9442.25,12.4284,43.6743,15359,330,99.0847,0.6010,0.0020,47.465,2.7030,2010.2380,2331.4620,1.7680,28.8760,1724.8150,3459.0500,0.9680,0.0430,743.1850,743.1850,1.7720,46.6459,20.948,47.4637
1,1,1,1,63,1,1,1,0,0,15,15,9933.34,7654.06,7247.42,12.6766,43.6952,15168,335,99.0821,0.5920,0.0020,48.4963,NaN,NaN,NaN,NaN,15.6410,1899.0000,3682.4730,1.3360,15.5980,1579.1040,3212.7690,1.3410,48.4952,35.3042,34.3788
2,1,1,1,63,1,1,1,0,0,15,15,9900.41,7526.93,7405.59,12.8782,43.7821,15196,253,99.1650,0.5910,0.0140,48.3488,NaN,NaN,NaN,NaN,14.9380,1721.6580,3359.3990,1.7220,15.9930,1742.0510,3743.4990,1.7280,48.3465,35.1573,35.016
3,1,1,1,63,1,1,1,0,0,15,15,9969.31,7618.2,7472.46,13.4457,43.7012,15229,307,99.1577,0.5920,0.0020,48.6896,NaN,NaN,NaN,NaN,14.3320,1779.5740,3703.6150,1.8380,16.0230,1853.6330,4604.7170,1.4010,48.6888,35.4937,35.0273
1,1,1,1,63,1,1,1,0,0,15,31,10073.1,7880.94,4032.31,12.8871,43.6806,15223,320,99.5681,0.5880,0.0040,49.2284,NaN,NaN,NaN,NaN,3.7800,2736.4140,3816.1890,1.9600,28.2640,1471.0930,2750.7880,0.4200,49.2272,36.0356,18.3897
