run_id,use_det,use_seg,use_pose,batch,threshold_det,threshold_seg,threshold_pose,timeout_ms,priority_det,priority_seg,priority_pose,det_latency_ms,seg_latency_ms,pose_latency_ms,cpu_percent,mem_percent,voluntary_ctx_switches,nonvoluntary_ctx_switches,npu_percent,switches_per_s,idle_time_pct,run_time_s,avg_fps_det,avg_latency_det,max_latency_det,activation_det,avg_fps_seg,avg_latency_seg,max_latency_seg,activation_seg,avg_fps_pose,avg_latency_pose,max_latency_pose,activation_pose,total_time_det_s,total_time_seg_s,total_time_pose_s
1,1,1,1,10,1,1,1,0,0,0,0,1765.1,1677.68,1645.21,13.1786,26.0207,15697,296,96.1557,3.4960,0.0050,47.3547,11.2440,202.9160,435.7840,1.0690,11.5220,285.1900,753.5080,1.0650,11.5220,264.0270,754.5400,0.9920,47.3539,47.2279,47.2941
2,1,1,1,10,1,1,1,0,0,0,0,1744.6,1675,1641.26,13.233,25.9344,15739,256,95.8279,3.5570,0.0020,47.0601,11.5910,201.5890,425.3310,1.1760,11.5910,287.2300,730.8580,1.0270,11.4710,260.3310,727.2540,1.0770,46.9199,47.0054,47.0586
3,1,1,1,10,1,1,1,0,0,0,0,1745.99,1670.59,1621.6,13.3169,26.1867,15738,231,97.4220,3.5610,0.0130,46.8656,11.7370,206.2760,441.3590,1.1010,11.5340,278.7520,681.9820,1.1020,11.7370,259.2320,745.9070,1.1080,46.7987,46.8642,46.7227
1,1,1,1,10,1,1,1,0,0,0,15,1790.83,1710.07,640.283,13.6625,26.1804,15776,288,96.7281,3.6470,0.0010,47.8119,4.3610,314.1930,476.1680,1.2630,4.3610,438.4980,739.8600,0.8890,26.6790,196.2080,399.9930,0.4420,47.8092,47.7338,15.0453
2,1,1,1,10,1,1,1,0,0,0,15,1776.87,1697.94,629.273,13.6786,26.3017,15761,297,97.8622,3.6960,0.0020,47.4307,4.7400,305.1510,465.8290,1.0290,4.4190,445.8480,743.7970,0.9850,27.0340,194.2560,378.9300,0.5670,47.3424,47.4276,14.7483
3,1,1,1,10,1,1,1,0,0,0,15,1783.12,1706.23,635.501,13.6227,26.2333,15765,280,96.4896,3.6530,0.0020,47.6972,4.4470,297.2510,465.2660,1.0650,4.4080,443.6210,717.7020,0.9670,26.7240,194.3400,376.2740,0.4200,47.6225,47.6963,14.9345
1,1,1,1,10,1,1,1,0,0,0,31,1785.68,1706.79,637.024,13.5806,26.1923,15822,291,96.5132,3.6510,0.0020,47.7394,4.7220,299.4680,460.3130,0.9880,4.3650,440.9330,735.6520,1.0230,26.7070,194.8960,444.6040,0.5970,47.6508,47.7382,15.0053
2,1,1,1,10,1,1,1,0,0,0,31,1787.68,1708.06,633.047,13.7659,26.1437,15763,325,96.5274,3.6110,0.0110,47.7405,4.4840,310.5910,477.1000,1.2470,4.3650,448.7600,718.0200,1.1030,26.7060,195.0730,405.3420,1.2740,47.6538,47.7389,14.9083
3,1,1,1,10,1,1,1,0,0,0,31,1782.62,1703.3,635.998,13.8646,26.1664,15786,276,96.3934,3.6560,0.0020,47.6344,4.7680,304.5620,488.0630,0.9720,4.3710,440.6570,726.4550,1.0800,26.7430,196.3290,421.2650,0.5620,47.5482,47.6301,14.9091
1,1,1,1,10,1,1,1,0,0,15,0,1738.14,819.331,1609.84,13.3535,26.143,15677,247,96.8457,3.2900,0.0020,46.6527,2.7750,309.8280,446.8110,1.0650,26.6770,252.6310,550.3140,0.8580,2.5370,405.0140,652.3650,1.1510,46.5834,19.0726,46.6518
