run_id,use_det,use_seg,use_pose,batch,threshold_det,threshold_seg,threshold_pose,timeout_ms,priority_det,priority_seg,priority_pose,det_latency_ms,seg_latency_ms,pose_latency_ms,cpu_percent,mem_percent,voluntary_ctx_switches,nonvoluntary_ctx_switches,npu_percent,switches_per_s,idle_time_pct,run_time_s,avg_fps_det,avg_latency_det,max_latency_det,activation_det,avg_fps_seg,avg_latency_seg,max_latency_seg,activation_seg,avg_fps_pose,avg_latency_pose,max_latency_pose,activation_pose,total_time_det_s,total_time_seg_s,total_time_pose_s
1,1,0,0,10,1,1,1,0,0,0,0,563.613,NaN,NaN,13.0354,23.0358,1449,137,95.8191,5.5380,0.0020,12.465,54.0200,158.9430,196.2130,0.5440,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.4643,NaN,NaN
2,1,0,0,10,1,1,1,0,0,0,0,563.255,NaN,NaN,13.1151,23.0503,1410,149,92.6169,5.5460,0.0020,12.4471,54.0960,159.1680,199.3190,0.5400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.4465,NaN,NaN
3,1,0,0,10,1,1,1,0,0,0,0,563.405,NaN,NaN,13.0596,23.0696,1410,156,95.7291,5.5440,0.0020,12.453,54.0700,159.2330,196.9090,0.5440,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.4523,NaN,NaN
1,1,0,0,10,1,1,1,0,15,0,0,565.582,NaN,NaN,13.3251,23.0355,1455,152,91.9633,5.5160,0.0020,12.5147,53.8060,159.3040,200.3290,0.5400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.514,NaN,NaN
2,1,0,0,10,1,1,1,0,15,0,0,563.191,NaN,NaN,13.204,23.0343,1435,151,95.5036,5.5460,0.0020,12.4467,54.0970,159.0650,193.5280,0.5450,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.4461,NaN,NaN
3,1,0,0,10,1,1,1,0,15,0,0,566.994,NaN,NaN,13.3415,22.9964,1450,153,92.0425,5.4990,0.0020,12.5534,53.6380,159.7180,199.4040,0.5420,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.5528,NaN,NaN
1,1,0,0,10,1,1,1,0,31,0,0,569.61,NaN,NaN,13.5069,23.07,1440,161,95.3133,5.4730,0.0020,12.6129,53.3850,160.1430,202.0450,0.5460,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.6122,NaN,NaN
2,1,0,0,10,1,1,1,0,31,0,0,564.766,NaN,NaN,13.2691,23.0117,1415,156,91.7850,5.5270,0.0020,12.4925,53.9040,159.4020,197.1120,0.5480,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.4918,NaN,NaN
3,1,0,0,10,1,1,1,0,31,0,0,563.402,NaN,NaN,13.1563,23.2208,1425,142,92.5000,5.5390,0.0020,12.4627,54.0280,159.2320,195.8720,0.5440,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.4621,NaN,NaN
1,0,1,0,10,1,1,1,0,0,0,0,NaN,819.002,NaN,16.4043,23.7742,7694,15,97.2700,3.6470,0.0020,18.9216,NaN,NaN,NaN,NaN,35.5750,255.8660,600.9570,0.8500,NaN,NaN,NaN,NaN,NaN,18.9209,NaN
2,0,1,0,10,1,1,1,0,0,0,0,NaN,802.311,NaN,15.8614,23.5434,7669,8,96.7872,3.7150,0.0020,18.5788,NaN,NaN,NaN,NaN,36.2310,247.2110,495.0840,0.8340,NaN,NaN,NaN,NaN,NaN,18.5781,NaN
3,0,1,0,10,1,1,1,0,0,0,0,NaN,804.987,NaN,16.3591,23.76,7678,13,97.2094,3.7060,0.0030,18.6216,NaN,NaN,NaN,NaN,36.1470,247.7890,479.9030,0.8760,NaN,NaN,NaN,NaN,NaN,18.6208,NaN
1,0,1,0,10,1,1,1,0,0,15,0,NaN,796.998,NaN,15.7536,23.6026,7672,10,96.8765,3.6870,0.0020,18.4504,NaN,NaN,NaN,NaN,36.4870,245.4440,458.8330,0.8030,NaN,NaN,NaN,NaN,NaN,18.4497,NaN
2,0,1,0,10,1,1,1,0,0,15,0,NaN,798.964,NaN,15.7953,23.5518,7652,8,96.9671,3.7280,0.0020,18.5097,NaN,NaN,NaN,NaN,36.3660,245.5830,477.4060,0.8310,NaN,NaN,NaN,NaN,NaN,18.5089,NaN
3,0,1,0,10,1,1,1,0,0,15,0,NaN,809.152,NaN,16.3081,23.6368,7670,17,97.3039,3.6870,0.0020,18.7164,NaN,NaN,NaN,NaN,35.9650,250.2710,542.9770,0.8430,NaN,NaN,NaN,NaN,NaN,18.7157,NaN
1,0,1,0,10,1,1,1,0,0,31,0,NaN,795.13,NaN,15.6647,23.5266,7690,17,94.5006,3.7500,0.0020,18.402,NaN,NaN,NaN,NaN,36.5790,244.6510,463.1960,0.8510,NaN,NaN,NaN,NaN,NaN,18.4014,NaN
2,0,1,0,10,1,1,1,0,0,31,0,NaN,796.661,NaN,15.7814,23.564,7669,16,97.0235,3.7400,0.0020,18.4529,NaN,NaN,NaN,NaN,36.4780,245.3150,474.1060,0.8530,NaN,NaN,NaN,NaN,NaN,18.4522,NaN
3,0,1,0,10,1,1,1,0,0,31,0,NaN,800.44,NaN,16.0138,23.5993,7686,19,96.8900,3.7270,0.0020,18.5196,NaN,NaN,NaN,NaN,36.3470,247.4540,509.8370,0.8270,NaN,NaN,NaN,NaN,NaN,18.5189,NaN
1,0,0,1,10,1,1,1,0,0,0,0,NaN,NaN,617.504,16.8352,23.18,6970,13,92.9636,4.7730,0.0020,14.4602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.5500,189.8040,363.5910,0.5330,NaN,NaN,14.4595
2,0,0,1,10,1,1,1,0,0,0,0,NaN,NaN,610.199,16.6038,23.2951,6949,6,95.9377,4.8330,0.0030,14.2789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.1420,188.4190,353.8090,0.5390,NaN,NaN,14.2781
3,0,0,1,10,1,1,1,0,0,0,0,NaN,NaN,611.792,16.5381,23.1734,6982,8,96.0477,4.8230,0.0020,14.3094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.0410,189.2060,361.1280,0.5410,NaN,NaN,14.3088
1,0,0,1,10,1,1,1,0,0,0,15,NaN,NaN,623.66,17.3469,23.3663,6943,12,96.5007,4.7270,0.0030,14.6004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.1040,192.0260,388.5450,0.5490,NaN,NaN,14.5997
2,0,0,1,10,1,1,1,0,0,0,15,NaN,NaN,619.035,17.1424,23.3773,6961,7,96.5015,4.7650,0.0030,14.4837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.4750,190.5470,360.9000,0.5540,NaN,NaN,14.483
3,0,0,1,10,1,1,1,0,0,0,15,NaN,NaN,613.565,17.0251,23.1974,6956,8,96.3038,4.8170,0.0030,14.3269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.9840,189.8130,358.2610,0.5500,NaN,NaN,14.3262
1,0,0,1,10,1,1,1,0,0,0,31,NaN,NaN,612.174,16.8549,23.454,6958,7,97.0862,4.8210,0.0030,14.3147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.0240,189.2430,359.1690,0.5560,NaN,NaN,14.314
2,0,0,1,10,1,1,1,0,0,0,31,NaN,NaN,620.604,17.4505,23.398,6955,14,96.8454,4.7530,0.0030,14.5206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.3580,191.0890,368.3200,0.5510,NaN,NaN,14.5199
