run_id,use_det,use_seg,use_pose,batch,threshold_det,threshold_seg,threshold_pose,timeout_ms,priority_det,priority_seg,priority_pose,det_latency_ms,seg_latency_ms,pose_latency_ms,cpu_percent,mem_percent,voluntary_ctx_switches,nonvoluntary_ctx_switches,npu_percent,switches_per_s,idle_time_pct,run_time_s,avg_fps_det,avg_latency_det,max_latency_det,activation_det,avg_fps_seg,avg_latency_seg,max_latency_seg,activation_seg,avg_fps_pose,avg_latency_pose,max_latency_pose,activation_pose,total_time_det_s,total_time_seg_s,total_time_pose_s
1,1,1,0,1,1,1,1,0,0,0,0,1024.82,858.236,NaN,4.33112,23.1859,10697,44,96.5868,21.3470,0.0030,61.456,10.6540,32.3430,32.7460,0.5830,10.6540,41.0770,42.9640,0.6230,NaN,NaN,NaN,NaN,61.4552,61.4147,NaN
2,1,1,0,1,1,1,1,0,0,0,0,1024.87,858.249,NaN,4.31006,23.2474,10723,33,96.6938,21.3180,0.0020,61.4601,10.6590,32.3110,32.8500,0.5800,10.6590,41.0340,43.9400,0.6230,NaN,NaN,NaN,NaN,61.4592,61.4184,NaN
3,1,1,0,1,1,1,1,0,0,0,0,1025.49,857.691,NaN,4.28625,23.1596,10743,40,96.7002,21.2700,0.0020,61.4538,10.6160,32.2960,32.9220,0.5850,10.6940,41.2260,87.4770,0.6260,NaN,NaN,NaN,NaN,61.453,61.3758,NaN
1,1,1,0,1,1,1,1,0,0,15,0,966.934,482.169,NaN,4.73078,23.2132,10788,23,99.3219,0.0390,0.0020,57.7492,NaN,NaN,NaN,NaN,20.3530,378.0920,382.9560,0.4480,NaN,NaN,NaN,NaN,57.7483,33.0561,NaN
2,1,1,0,1,1,1,1,0,0,15,0,966.901,482.137,NaN,4.69056,23.0253,10803,23,99.3072,0.0390,0.0020,57.748,NaN,NaN,NaN,NaN,20.3530,378.1150,383.1060,0.3930,NaN,NaN,NaN,NaN,57.7471,33.0551,NaN
3,1,1,0,1,1,1,1,0,0,15,0,966.939,481.984,NaN,4.55273,23.2358,10710,20,99.2812,0.0390,0.0020,57.7472,NaN,NaN,NaN,NaN,20.3650,378.1520,383.0210,0.3830,NaN,NaN,NaN,NaN,57.7463,33.0539,NaN
1,1,1,0,1,1,1,1,0,0,31,0,967.058,482.307,NaN,4.48989,23.104,10796,32,98.6756,0.0790,0.0020,57.7483,0.0400,32.1650,32.1650,0.4040,20.3270,376.2190,383.0070,0.6140,NaN,NaN,NaN,NaN,57.7475,33.088,NaN
2,1,1,0,1,1,1,1,0,0,31,0,966.893,482.133,NaN,4.57051,23.03,10790,23,99.3395,0.0390,0.0020,57.7463,NaN,NaN,NaN,NaN,20.3560,378.0650,382.8600,0.5130,NaN,NaN,NaN,NaN,57.7455,33.0532,NaN
3,1,1,0,1,1,1,1,0,0,31,0,967.164,481.975,NaN,4.58707,23.2962,10809,41,99.3872,0.0390,0.0030,57.7477,NaN,NaN,NaN,NaN,20.3570,378.0430,382.8380,0.7710,NaN,NaN,NaN,NaN,57.7469,33.0544,NaN
1,1,1,0,1,1,1,1,0,15,0,0,428.091,810.08,NaN,3.91268,23.2483,10748,33,99.3698,0.1170,0.0070,57.7522,26.2540,284.7580,288.0940,0.6340,0.7410,217.5930,379.9340,1.2730,NaN,NaN,NaN,NaN,24.7485,57.7514,NaN
2,1,1,0,1,1,1,1,0,15,0,0,428.271,810.067,NaN,3.88259,23.2217,10752,29,99.3093,0.1170,0.0020,57.7523,26.3040,284.7110,287.9330,0.6370,0.7040,208.7100,379.2400,0.5370,NaN,NaN,NaN,NaN,24.7487,57.7515,NaN
3,1,1,0,1,1,1,1,0,15,0,0,427.317,810.068,NaN,3.86104,23.2023,10749,27,99.3861,0.0780,0.0010,57.7515,26.2560,285.8520,287.9400,0.2830,0.7410,235.8370,380.0300,0.7150,NaN,NaN,NaN,NaN,24.6967,57.7499,NaN
1,1,1,0,1,1,1,1,0,15,15,0,1024.65,857.993,NaN,4.3402,23.2018,10674,46,96.6048,21.3230,0.0020,61.4399,10.6420,32.3310,32.9970,0.5890,10.6810,41.0080,43.1000,0.6230,NaN,NaN,NaN,NaN,61.439,61.3981,NaN
2,1,1,0,1,1,1,1,0,15,15,0,1025.91,859.189,NaN,4.31297,23.1856,10724,32,96.7855,21.2840,0.0020,61.5222,10.6030,32.3380,32.8390,0.5810,10.6420,41.0460,43.0410,0.6200,NaN,NaN,NaN,NaN,61.5214,61.4808,NaN
3,1,1,0,1,1,1,1,0,15,15,0,1025.71,859.022,NaN,4.29919,23.1027,10751,30,96.5877,21.3010,0.0020,61.5151,10.6310,32.3090,32.8990,0.5860,10.6310,41.0780,43.0770,0.6260,NaN,NaN,NaN,NaN,61.5143,61.4738,NaN
1,1,1,0,1,1,1,1,0,15,31,0,966.911,481.8,NaN,4.51372,23.2168,10809,14,99.3063,0.0390,0.0020,57.7411,NaN,NaN,NaN,NaN,20.3580,378.1730,382.9400,0.3820,NaN,NaN,NaN,NaN,57.7403,33.0488,NaN
2,1,1,0,1,1,1,1,0,15,31,0,966.929,482.159,NaN,4.6709,23.0605,10771,18,99.3070,0.0390,0.0010,57.747,NaN,NaN,NaN,NaN,20.3570,378.0820,382.9860,0.3070,NaN,NaN,NaN,NaN,57.7462,33.054,NaN
3,1,1,0,1,1,1,1,0,15,31,0,966.775,482.075,NaN,4.72486,23.0934,10799,25,99.2533,0.0390,0.0030,57.7458,NaN,NaN,NaN,NaN,20.3560,378.1360,385.0570,0.8720,NaN,NaN,NaN,NaN,57.745,33.0523,NaN
1,1,1,0,1,1,1,1,0,31,0,0,428.999,810.048,NaN,3.76234,23.0614,10752,29,99.2696,0.1170,0.0020,57.7497,26.3140,284.7150,288.3580,0.6250,0.7040,192.6650,379.3000,0.5860,NaN,NaN,NaN,NaN,24.7962,57.7489,NaN
2,1,1,0,1,1,1,1,0,31,0,0,429.122,809.998,NaN,3.82973,23.1496,10752,24,99.2868,0.1170,0.0020,57.7479,26.3030,284.7060,287.9520,0.6430,0.7030,192.4130,379.3470,0.5530,NaN,NaN,NaN,NaN,24.7953,57.747,NaN
3,1,1,0,1,1,1,1,0,31,0,0,428.328,810.057,NaN,3.78407,23.1207,10749,34,99.2719,0.1170,0.0010,57.7498,26.3090,284.6990,287.9070,0.6840,0.7040,208.9460,379.8720,0.4990,NaN,NaN,NaN,NaN,24.7475,57.749,NaN
1,1,1,0,1,1,1,1,0,31,15,0,429.645,810.046,NaN,3.80135,23.0602,10751,25,99.0200,0.1180,0.0020,57.7494,26.4590,284.7560,287.9940,0.6770,0.5900,145.3200,282.6460,0.5710,NaN,NaN,NaN,NaN,24.8418,57.7486,NaN
2,1,1,0,1,1,1,1,0,31,15,0,428.23,810.055,NaN,3.75706,23.0637,10749,18,99.3470,0.1170,0.0020,57.7513,26.3030,284.7050,287.9510,0.6450,0.7040,208.7870,379.7050,0.5500,NaN,NaN,NaN,NaN,24.7483,57.7502,NaN
3,1,1,0,1,1,1,1,0,31,15,0,428.928,810.029,NaN,3.83367,22.9499,10754,26,99.2625,0.1170,0.0020,57.7492,26.3150,284.7580,288.5260,0.6480,0.7040,192.6190,379.2600,0.5800,NaN,NaN,NaN,NaN,24.7956,57.7484,NaN
1,1,1,0,1,1,1,1,0,31,31,0,1025.62,858.987,NaN,4.37396,23.1563,10749,29,96.6220,21.3030,0.0020,61.5099,10.6320,32.3220,33.1080,0.5800,10.6320,41.0720,42.9450,0.6230,NaN,NaN,NaN,NaN,61.5091,61.4682,NaN
2,1,1,0,1,1,1,1,0,31,31,0,1025,858.44,NaN,4.36834,23.088,10744,23,96.5412,21.3340,0.0030,61.4722,10.6470,32.3230,33.0100,0.5850,10.6470,41.0130,43.6860,0.6240,NaN,NaN,NaN,NaN,61.4713,61.4308,NaN
3,1,1,0,1,1,1,1,0,31,31,0,1026.64,859.763,NaN,4.32498,23.0511,10751,32,96.6458,21.2240,0.0020,61.5652,10.6120,32.3020,32.7260,0.5830,10.6120,41.0880,43.3180,0.6200,NaN,NaN,NaN,NaN,61.5643,61.5238,NaN
1,1,0,1,1,1,1,1,0,0,0,0,901.205,NaN,743.364,5.33652,22.8855,9987,25,95.7187,24.0080,0.0020,53.8138,11.9650,32.3920,33.1500,0.5860,NaN,NaN,NaN,NaN,12.0040,30.8000,31.9210,0.5980,53.813,NaN,53.7722
2,1,0,1,1,1,1,1,0,0,0,0,901.383,NaN,743.541,5.39742,22.8737,10078,32,95.7253,23.9980,0.0020,53.8304,11.9800,32.3890,33.3300,0.5900,NaN,NaN,NaN,NaN,11.9800,30.7820,32.2850,0.6050,53.8297,NaN,53.7884
