run_id,use_det,use_seg,use_pose,batch,threshold_det,threshold_seg,threshold_pose,timeout_ms,priority_det,priority_seg,priority_pose,det_latency_ms,seg_latency_ms,pose_latency_ms,cpu_percent,mem_percent,voluntary_ctx_switches,nonvoluntary_ctx_switches,npu_percent,switches_per_s,idle_time_pct,run_time_s,avg_fps_det,avg_latency_det,max_latency_det,activation_det,avg_fps_seg,avg_latency_seg,max_latency_seg,activation_seg,avg_fps_pose,avg_latency_pose,max_latency_pose,activation_pose,total_time_det_s,total_time_seg_s,total_time_pose_s
1,1,1,0,63,1,1,1,0,0,0,0,7073.83,7350.37,NaN,14.019,37.0463,8836,191,96.5797,0.6250,0.0020,34.3434,17.1260,1277.9360,1936.7750,1.2320,16.7510,1730.2980,3140.7390,1.2420,NaN,NaN,NaN,NaN,34.3425,34.1247,NaN
2,1,1,0,63,1,1,1,0,0,0,0,7063.68,7366.7,NaN,14.1639,37.0228,8957,137,96.7350,0.6240,0.0020,34.2519,17.3910,1308.9890,2079.8480,1.2220,16.4340,1763.5610,3363.8000,1.4340,NaN,NaN,NaN,NaN,34.251,34.1665,NaN
3,1,1,0,63,1,1,1,0,0,0,0,7131.38,7426.4,NaN,14.4615,36.9868,8925,179,98.2400,0.6510,0.0020,34.578,16.5970,1282.9890,1941.5950,1.4020,16.8820,1764.8270,3158.3900,1.1500,NaN,NaN,NaN,NaN,34.5771,34.3003,NaN
1,1,1,0,63,1,1,1,0,0,15,0,7572.16,4621.83,NaN,15.5338,36.8931,8638,207,98.4846,0.5700,0.0020,35.3107,3.9510,1798.3320,2200.9500,3.0850,27.4100,1704.3240,3184.1380,0.7870,NaN,NaN,NaN,NaN,35.3098,20.7836,NaN
2,1,1,0,63,1,1,1,0,0,15,0,7407.88,4613.26,NaN,15.2878,37.0465,8589,157,99.4791,0.5930,0.0060,34.6447,2.9630,1785.2790,2190.0540,1.7380,28.4850,1703.8760,3143.7570,1.0800,NaN,NaN,NaN,NaN,34.6439,20.6982,NaN
3,1,1,0,63,1,1,1,0,0,15,0,7579.93,4658.86,NaN,15.4711,36.9762,8619,207,98.6249,0.5700,0.0020,35.3213,3.5810,1883.5280,2334.0660,1.1220,27.3850,1719.5390,3109.9990,0.2650,NaN,NaN,NaN,NaN,35.3206,20.9491,NaN
1,1,1,0,63,1,1,1,0,0,31,0,7561.93,4752.87,NaN,16.055,37.1094,8563,301,98.5894,0.5700,0.0020,35.3835,2.6860,2250.1270,2671.1900,1.0890,27.3850,1791.0890,3491.7890,0.8670,NaN,NaN,NaN,NaN,35.3825,21.6569,NaN
2,1,1,0,63,1,1,1,0,0,31,0,7583.47,4673.87,NaN,15.6651,36.9803,8523,271,98.5034,0.5700,0.0020,35.3071,3.3800,1993.9440,2437.8370,1.8400,27.4080,1733.4450,3146.7330,0.2790,NaN,NaN,NaN,NaN,35.3064,21.0461,NaN
3,1,1,0,63,1,1,1,0,0,31,0,7576.06,4666.03,NaN,15.552,37.1711,8654,207,98.6123,0.5700,0.0070,35.3303,3.4180,1894.5740,2338.8380,1.2920,27.3840,1722.3590,3156.4400,1.1730,NaN,NaN,NaN,NaN,35.3296,21.1251,NaN
1,1,1,0,63,1,1,1,0,15,0,0,3365.6,7408.36,NaN,13.5091,37.0563,8764,163,98.3575,0.7330,0.0020,33.1665,27.4220,1162.2690,1538.6970,1.0910,10.0240,2137.9190,3171.7210,0.7380,NaN,NaN,NaN,NaN,14.4413,33.1656,NaN
