run_id,use_det,use_seg,use_pose,batch,threshold_det,threshold_seg,threshold_pose,timeout_ms,priority_det,priority_seg,priority_pose,det_latency_ms,seg_latency_ms,pose_latency_ms,cpu_percent,mem_percent,voluntary_ctx_switches,nonvoluntary_ctx_switches,npu_percent,switches_per_s,idle_time_pct,run_time_s,avg_fps_det,avg_latency_det,max_latency_det,activation_det,avg_fps_seg,avg_latency_seg,max_latency_seg,activation_seg,avg_fps_pose,avg_latency_pose,max_latency_pose,activation_pose,total_time_det_s,total_time_seg_s,total_time_pose_s
1,1,1,0,1,1,1,1,0,0,0,0,1024.6,859.146,NaN,4.31042,23.608,10690,19,96.8710,21.3370,0.0010,61.4864,10.6690,32.3090,32.8400,0.5840,10.6300,41.1260,44.0170,0.6130,NaN,NaN,NaN,NaN,61.4366,61.4832,NaN
2,1,1,0,1,1,1,1,0,0,0,0,1026.67,859.713,NaN,4.28452,23.7088,10741,30,96.8487,21.2630,0.0030,61.5584,10.5930,32.3110,33.2170,0.5810,10.6310,41.0620,42.9310,0.6190,NaN,NaN,NaN,NaN,61.5576,61.5171,NaN
3,1,1,0,1,1,1,1,0,0,0,0,1025.34,858.648,NaN,4.29299,23.7397,10750,30,96.2554,21.3110,0.0020,61.4837,10.6160,32.3080,32.7750,0.5830,10.6560,41.0210,43.0820,0.6180,NaN,NaN,NaN,NaN,61.4828,61.4421,NaN
1,1,1,0,1,1,1,1,0,0,15,0,966.898,482.31,NaN,4.60752,23.6769,10830,14,99.5788,0.0390,0.0070,57.7454,NaN,NaN,NaN,NaN,20.3560,377.9610,382.8780,1.6280,NaN,NaN,NaN,NaN,57.7445,33.0529,NaN
2,1,1,0,1,1,1,1,0,0,15,0,966.867,482.078,NaN,4.65654,23.724,10819,44,99.4926,0.0390,0.0020,57.7425,NaN,NaN,NaN,NaN,20.3570,378.0650,382.8120,0.3560,NaN,NaN,NaN,NaN,57.7416,33.0502,NaN
3,1,1,0,1,1,1,1,0,0,15,0,966.803,482.128,NaN,4.72235,23.6441,10776,36,99.5037,0.0390,0.0010,57.7422,NaN,NaN,NaN,NaN,20.3560,378.1720,382.8250,0.3090,NaN,NaN,NaN,NaN,57.7389,33.0496,NaN
1,1,1,0,1,1,1,1,0,0,31,0,966.859,482.233,NaN,4.60123,23.5172,10825,26,99.4774,0.0390,0.0010,57.7496,NaN,NaN,NaN,NaN,20.3540,378.0900,382.9300,0.3420,NaN,NaN,NaN,NaN,57.7487,33.0536,NaN
2,1,1,0,1,1,1,1,0,0,31,0,966.938,482.304,NaN,4.63255,23.5611,10767,29,99.5000,0.0390,0.0010,57.7481,NaN,NaN,NaN,NaN,20.3550,377.9070,382.8990,0.2540,NaN,NaN,NaN,NaN,57.7473,33.0538,NaN
3,1,1,0,1,1,1,1,0,0,31,0,966.929,482.156,NaN,4.50807,23.6101,10787,27,98.7623,0.0400,0.0020,57.7432,NaN,NaN,NaN,NaN,20.3650,377.9830,382.9570,0.3930,NaN,NaN,NaN,NaN,57.7424,33.0516,NaN
1,1,1,0,1,1,1,1,0,15,0,0,428.227,810.147,NaN,3.83111,23.6547,10750,28,99.5709,0.1170,0.0010,57.751,26.1530,284.7050,287.8990,0.6260,0.8160,232.9920,379.9740,0.4740,NaN,NaN,NaN,NaN,24.7484,57.7501,NaN
