run_id,use_det,use_seg,use_pose,batch,threshold_det,threshold_seg,threshold_pose,timeout_ms,priority_det,priority_seg,priority_pose,det_latency_ms,seg_latency_ms,pose_latency_ms,cpu_percent,mem_percent,voluntary_ctx_switches,nonvoluntary_ctx_switches,npu_percent,switches_per_s,idle_time_pct,run_time_s,avg_fps_det,avg_latency_det,max_latency_det,activation_det,avg_fps_seg,avg_latency_seg,max_latency_seg,activation_seg,avg_fps_pose,avg_latency_pose,max_latency_pose,activation_pose,total_time_det_s,total_time_seg_s,total_time_pose_s
1,1,0,0,1,1,1,1,0,0,0,0,427.463,NaN,NaN,6.65419,23.1003,3355,18,98.7387,0.0410,0.0010,24.6958,27.2570,285.8820,288.0030,0.2060,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6949,NaN,NaN
2,1,0,0,1,1,1,1,0,0,0,0,427.406,NaN,NaN,6.73737,23.0492,3355,20,98.6658,0.0410,0.0010,24.6954,27.2580,285.8910,288.0580,0.2060,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6947,NaN,NaN
3,1,0,0,1,1,1,1,0,0,0,0,427.445,NaN,NaN,6.67913,23.0844,3354,28,97.3733,0.0400,0.0010,24.6967,27.2560,285.7960,289.3570,0.1890,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6959,NaN,NaN
1,1,0,0,1,1,1,1,0,15,0,0,427.524,NaN,NaN,6.40333,23.1099,3352,13,99.0546,0.0410,0.0010,24.6955,27.2580,285.7670,287.9810,0.1890,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6948,NaN,NaN
2,1,0,0,1,1,1,1,0,15,0,0,427.432,NaN,NaN,6.42011,23.1881,3355,20,99.1296,0.0410,0.0010,24.697,27.2570,285.8650,287.9140,0.2120,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6962,NaN,NaN
3,1,0,0,1,1,1,1,0,15,0,0,427.566,NaN,NaN,6.51632,23.1067,3349,21,99.3974,0.0410,0.0010,24.6961,27.2570,285.7880,287.9660,0.1910,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6954,NaN,NaN
1,1,0,0,1,1,1,1,0,31,0,0,427.296,NaN,NaN,6.47908,23.0535,3348,30,99.0158,0.0410,0.0010,24.696,27.2570,285.8620,287.9730,0.2050,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6952,NaN,NaN
2,1,0,0,1,1,1,1,0,31,0,0,427.347,NaN,NaN,6.50119,23.1243,3345,35,99.1142,0.0400,0.0010,24.6971,27.2560,285.8570,288.0110,0.2090,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6964,NaN,NaN
3,1,0,0,1,1,1,1,0,31,0,0,427.576,NaN,NaN,6.58701,23.2096,3355,22,99.2287,0.0410,0.0010,24.6942,27.2590,285.8200,288.0680,0.1930,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6935,NaN,NaN
1,0,1,0,1,1,1,1,0,0,0,0,NaN,482.181,NaN,5.09515,23.1241,7462,2,99.4844,0.0390,0.0020,33.0537,NaN,NaN,NaN,NaN,20.3660,377.2070,383.0570,0.4220,NaN,NaN,NaN,NaN,NaN,33.0529,NaN
2,0,1,0,1,1,1,1,0,0,0,0,NaN,482.008,NaN,4.83921,23.113,7452,8,98.8450,0.0390,0.0020,33.0544,NaN,NaN,NaN,NaN,20.3540,376.8970,382.8210,0.4020,NaN,NaN,NaN,NaN,NaN,33.0537,NaN
3,0,1,0,1,1,1,1,0,0,0,0,NaN,481.935,NaN,4.77893,23.2702,7443,4,98.2606,0.0390,0.0010,33.053,NaN,NaN,NaN,NaN,20.3670,376.3290,383.0240,0.3470,NaN,NaN,NaN,NaN,NaN,33.0523,NaN
1,0,1,0,1,1,1,1,0,0,15,0,NaN,482.082,NaN,4.92542,23.1795,7461,4,99.3916,0.0390,0.0010,33.0533,NaN,NaN,NaN,NaN,20.3540,377.3470,382.9890,0.3560,NaN,NaN,NaN,NaN,NaN,33.0526,NaN
2,0,1,0,1,1,1,1,0,0,15,0,NaN,482.044,NaN,5.03921,23.2945,7452,5,99.4884,0.0390,0.0010,33.0525,NaN,NaN,NaN,NaN,20.3650,377.3210,383.5600,0.2960,NaN,NaN,NaN,NaN,NaN,33.0518,NaN
3,0,1,0,1,1,1,1,0,0,15,0,NaN,482.092,NaN,4.98057,23.0786,7468,6,99.5938,0.0390,0.0010,33.054,NaN,NaN,NaN,NaN,20.3540,377.7550,382.9070,0.3240,NaN,NaN,NaN,NaN,NaN,33.0533,NaN
1,0,1,0,1,1,1,1,0,0,31,0,NaN,482.166,NaN,4.95765,23.1444,7470,1,99.7334,0.0390,0.0010,33.0523,NaN,NaN,NaN,NaN,20.3550,377.2460,382.9430,0.3350,NaN,NaN,NaN,NaN,NaN,33.0516,NaN
2,0,1,0,1,1,1,1,0,0,31,0,NaN,482.232,NaN,5.00893,23.1184,7472,5,99.4747,0.0390,0.0010,33.0536,NaN,NaN,NaN,NaN,20.3540,377.1860,383.0530,0.3300,NaN,NaN,NaN,NaN,NaN,33.0529,NaN
