run_id,use_det,use_seg,use_pose,batch_det,batch_seg,batch_pose,threshold_det,threshold_seg,threshold_pose,timeout_ms,priority_det,priority_seg,priority_pose,det_latency_ms,seg_latency_ms,pose_latency_ms,cpu_percent,mem_percent,voluntary_ctx_switches,nonvoluntary_ctx_switches,npu_percent,switches_per_s,idle_time_pct,run_time_s,avg_fps_det,avg_latency_det,max_latency_det,activation_det,avg_fps_seg,avg_latency_seg,max_latency_seg,activation_seg,avg_fps_pose,avg_latency_pose,max_latency_pose,activation_pose,total_time_det_s,total_time_seg_s,total_time_pose_s,avg_preprocess_ms,postprocess_ms_det,postprocess_ms_seg,postprocess_ms_pose,total_time_ms_det,total_time_ms_seg,total_time_ms_pose
2,1,1,0,1,48,1,1,1,1,0,15,15,15,508.56,8205.74,NaN,52.9505,36.6955,8309,11579,88.6964,8.3820,0.0010,36.718,5.9480,17.6570,57.4880,0.8320,17.9610,3774.3040,5490.1130,1.1110,NaN,NaN,NaN,NaN,30.5815,36.5392,NaN,5.33709,0.0180341,43.3519,NaN,513.915,8254.43,NaN
3,1,1,0,1,48,1,1,1,1,0,15,15,15,509.51,8231.44,NaN,52.7667,36.7347,8351,11769,87.8791,7.9670,0.0010,36.9879,6.3510,17.9650,57.4740,0.7810,17.5890,3730.3900,5397.3040,0.9500,NaN,NaN,NaN,NaN,30.4551,36.8072,NaN,5.21336,0.0290516,43.2921,NaN,514.753,8279.95,NaN
1,1,1,0,1,63,1,1,1,1,0,15,15,15,519.775,10177.9,NaN,54.1153,38.608,8279,12281,89.2700,7.3260,0.0010,36.2669,5.3490,20.2730,69.7670,0.8370,18.2180,5156.6170,7256.8270,1.1170,NaN,NaN,NaN,NaN,30.9424,36.0916,NaN,5.2342,0.0297823,43.3639,NaN,525.039,10226.5,NaN
2,1,1,0,1,63,1,1,1,1,0,15,15,15,523.238,10341.3,NaN,53.7774,38.3346,8238,11875,90.9706,7.0100,0.0010,36.7587,5.1510,25.3260,134.5190,0.8290,17.9310,5022.0150,7141.8420,1.3180,NaN,NaN,NaN,NaN,31.2249,36.5815,NaN,5.23407,0.021743,43.2988,NaN,528.493,10389.8,NaN
3,1,1,0,1,63,1,1,1,1,0,15,15,15,501.827,10307.2,NaN,54.3324,38.5079,8165,12014,91.0203,6.9380,0.0010,36.4625,5.3870,21.9450,117.1990,0.7860,18.0610,5183.3660,7241.8780,1.2140,NaN,NaN,NaN,NaN,29.9181,36.2849,NaN,5.26629,0.0207784,43.5087,NaN,507.114,10356,NaN
1,1,1,0,16,1,1,1,1,1,0,15,15,15,431.883,976.552,NaN,44.9136,32.6616,8734,9809,69.0543,3.3190,0.0010,44.3512,25.6710,91.3530,265.2930,0.7960,10.9470,421.1500,920.3740,0.8930,NaN,NaN,NaN,NaN,7.82419,44.1766,NaN,5.32047,0.0171054,41.8631,NaN,437.22,1023.74,NaN
2,1,1,0,16,1,1,1,1,1,0,15,15,15,429.775,984.117,NaN,45.169,32.8667,8739,9960,68.6932,3.3200,0.0020,44.674,25.6830,92.6320,260.0490,0.8540,10.8380,433.5560,927.5270,0.8290,NaN,NaN,NaN,NaN,7.77736,44.4939,NaN,5.27548,0.0179764,41.9967,NaN,435.068,1031.39,NaN
3,1,1,0,16,1,1,1,1,1,0,15,15,15,419.274,973.112,NaN,44.9714,33.0249,8686,9969,69.3268,3.2780,0.0010,44.4914,25.6520,91.7420,255.1000,0.7530,10.8250,429.2340,864.5460,0.9490,NaN,NaN,NaN,NaN,7.58084,44.3036,NaN,5.2939,0.0247424,41.6806,NaN,424.593,1020.09,NaN
1,1,1,0,16,16,1,1,1,1,0,15,15,15,1521.44,3134.06,NaN,47.5539,34.1188,8437,9705,71.5649,2.4130,0.0010,41.8376,19.1910,236.9460,880.1430,1.4270,13.1390,837.3560,1767.6710,1.0650,NaN,NaN,NaN,NaN,27.0711,41.6602,NaN,5.30753,0.0169952,42.2338,NaN,1526.77,3181.6,NaN
2,1,1,0,16,16,1,1,1,1,0,15,15,15,1519.5,3131.72,NaN,47.6873,34.0261,8466,10333,72.0461,2.4490,0.0140,41.8036,19.0590,260.5400,955.1590,1.1790,13.1650,838.1180,1768.3150,1.3940,NaN,NaN,NaN,NaN,27.0803,41.6242,NaN,5.27249,0.0219382,42.4078,NaN,1524.8,3179.4,NaN
3,1,1,0,16,16,1,1,1,1,0,15,15,15,1527.69,3117.92,NaN,47.5958,34.2189,8488,8987,71.7900,2.4460,0.0010,41.7521,19.5680,261.3460,968.2610,1.0940,13.0710,831.3510,1786.1950,1.1510,NaN,NaN,NaN,NaN,27.0321,41.5757,NaN,5.25078,0.0271232,42.1545,NaN,1532.97,3165.33,NaN
1,1,1,0,16,32,1,1,1,1,0,15,15,15,1536.63,5698.17,NaN,50.1854,35.9547,8236,10292,77.0929,1.9230,0.0010,39.6367,14.8420,246.0010,998.1320,1.0850,15.0730,1908.4070,3355.1250,1.4480,NaN,NaN,NaN,NaN,27.6705,39.4602,NaN,5.29612,0.0226191,42.6372,NaN,1541.95,5746.1,NaN
2,1,1,0,16,32,1,1,1,1,0,15,15,15,1548.57,5787.69,NaN,50.2586,35.4919,8294,11179,75.8297,1.8810,0.0010,39.8282,14.7440,293.9230,1095.4800,1.1830,15.0130,1989.9770,3386.0560,1.1980,NaN,NaN,NaN,NaN,27.4819,39.6509,NaN,5.20775,0.0231143,42.8117,NaN,1553.8,5835.71,NaN
3,1,1,0,16,32,1,1,1,1,0,15,15,15,1544.59,5748.95,NaN,50.2186,36.1253,8230,11278,76.8639,1.8800,0.0010,40.0448,14.7310,293.3960,1156.7110,1.4840,14.6930,1917.9000,3272.7530,1.2440,NaN,NaN,NaN,NaN,27.5652,39.8596,NaN,5.19382,0.0225879,42.6943,NaN,1549.81,5796.84,NaN
1,1,1,0,16,48,1,1,1,1,0,15,15,15,1557.93,8106.95,NaN,51.5667,37.8319,8106,13263,82.8426,1.5470,0.0020,38.7742,11.9150,294.0310,1507.6550,1.5160,15.9770,3169.6100,5054.5870,1.1560,NaN,NaN,NaN,NaN,28.1373,38.5926,NaN,5.2478,0.020765,43.1125,NaN,1563.2,8155.31,NaN
2,1,1,0,16,48,1,1,1,1,0,15,15,15,1525.82,8237.48,NaN,51.5051,37.6545,8090,11902,82.1703,1.5880,0.0010,39.1405,12.3920,278.0820,1308.7290,1.3360,15.7220,3188.5150,5250.3180,1.2220,NaN,NaN,NaN,NaN,27.6718,38.9654,NaN,5.3041,0.0274152,42.9354,NaN,1531.15,8285.72,NaN
3,1,1,0,16,48,1,1,1,1,0,15,15,15,1544.04,8217.97,NaN,50.949,37.979,8087,11434,82.3549,1.5850,0.0060,39.1277,12.3670,307.8100,1418.5230,1.3850,15.7300,3144.0390,5068.0840,1.4760,NaN,NaN,NaN,NaN,27.7694,38.9511,NaN,5.23287,0.0226873,42.749,NaN,1549.3,8265.95,NaN
1,1,1,0,16,63,1,1,1,1,0,15,15,15,1534.67,10091.3,NaN,52.2425,39.271,7937,10540,86.0588,1.3210,0.0010,38.1887,10.5720,252.8580,1138.7130,1.4630,16.4020,4259.6220,6957.5370,1.2900,NaN,NaN,NaN,NaN,28.1826,38.0081,NaN,5.2425,0.0185369,42.848,NaN,1539.93,10139.4,NaN
2,1,1,0,16,63,1,1,1,1,0,15,15,15,1542.34,10183.1,NaN,51.6277,39.4035,7943,11019,86.5042,1.3590,0.0010,38.4609,10.5650,296.1950,1569.8700,1.7340,16.2750,4219.4800,6859.1610,1.1430,NaN,NaN,NaN,NaN,27.9278,38.2815,NaN,5.23251,0.025851,42.9641,NaN,1547.6,10231.3,NaN
3,1,1,0,16,63,1,1,1,1,0,15,15,15,1554.49,9972.59,NaN,52.3351,39.5906,7934,10506,86.5536,1.3180,0.0250,37.9259,10.1970,273.9960,1484.7510,1.5550,16.5940,4380.5930,7046.7040,2.0090,NaN,NaN,NaN,NaN,28.4049,37.7423,NaN,5.19431,0.0190107,42.9148,NaN,1559.7,10020.7,NaN
1,1,1,0,32,1,1,1,1,1,0,15,15,15,604.427,983.687,NaN,45.1299,33.9181,8671,9105,69.6830,1.6830,0.0010,44.2483,25.7440,148.6250,387.2160,0.8710,10.9780,461.8480,832.5020,1.1460,NaN,NaN,NaN,NaN,6.15172,44.07,NaN,5.30532,0.0166066,41.6274,NaN,609.749,1030.62,NaN
2,1,1,0,32,1,1,1,1,1,0,15,15,15,616.121,988.097,NaN,44.9822,33.5469,8681,9448,69.3380,1.7220,0.0140,44.3935,25.7460,149.1950,410.4780,0.7960,11.0560,460.6100,828.4660,0.9330,NaN,NaN,NaN,NaN,6.10638,44.2174,NaN,5.2815,0.0172901,41.823,NaN,621.42,1035.2,NaN
3,1,1,0,32,1,1,1,1,1,0,15,15,15,595.369,986.963,NaN,45.4097,33.9247,8635,10720,69.3220,1.7230,0.0010,44.3761,25.7700,147.0120,414.3580,0.9760,11.0660,464.9560,887.2280,0.8510,NaN,NaN,NaN,NaN,6.07166,44.2034,NaN,5.33041,0.0167358,41.9486,NaN,600.716,1034.24,NaN
1,1,1,0,32,16,1,1,1,1,0,15,15,15,2698.94,3300.52,NaN,45.5606,34.9812,8773,11368,68.2789,1.6130,0.0130,44.6592,24.5780,430.7130,1187.7270,1.2460,10.9450,753.4320,1621.2780,1.2010,NaN,NaN,NaN,NaN,26.3295,44.476,NaN,5.22677,0.0214778,42.1337,NaN,2704.19,3347.88,NaN
2,1,1,0,32,16,1,1,1,1,0,15,15,15,2790.52,3289.08,NaN,45.3951,34.8651,8817,9565,68.2068,1.5720,0.0040,44.9294,24.4640,426.8000,981.7850,1.4130,10.5450,695.6420,1676.7330,1.3620,NaN,NaN,NaN,NaN,26.4414,44.7506,NaN,5.22692,0.018633,41.8822,NaN,2795.76,3336.19,NaN
3,1,1,0,32,16,1,1,1,1,0,15,15,15,2673.85,3258.34,NaN,45.1712,35.3926,8813,9090,68.0439,1.5760,0.0020,44.3956,24.7170,392.0570,1000.7090,1.4590,10.9170,731.9450,1662.9070,0.9660,NaN,NaN,NaN,NaN,26.2587,44.2182,NaN,5.29883,0.0225904,41.7197,NaN,2679.17,3305.35,NaN
1,1,1,0,32,32,1,1,1,1,0,15,15,15,2880.93,5925.65,NaN,47.961,36.7599,8414,10154,75.4059,1.1560,0.0150,41.887,18.5000,486.5370,1738.2880,1.9990,13.2200,1718.9640,3167.2010,0.9460,NaN,NaN,NaN,NaN,26.8365,41.6987,NaN,5.22138,0.0210295,42.2839,NaN,2886.17,5973.16,NaN
2,1,1,0,32,32,1,1,1,1,0,15,15,15,2909.52,5788.56,NaN,48.5112,37.2132,8440,9841,75.6923,1.1570,0.0040,41.2668,17.5810,531.6460,1519.9840,1.9400,13.5710,1735.4500,3173.1880,1.0960,NaN,NaN,NaN,NaN,27.1779,41.0821,NaN,5.19822,0.0179677,42.3006,NaN,2914.74,5836.06,NaN
3,1,1,0,32,32,1,1,1,1,0,15,15,15,2894.25,5784.94,NaN,48.4014,37.0018,8288,9383,75.7867,1.1560,0.0010,41.2741,17.6020,495.9260,1436.4170,1.6500,13.4810,1719.3730,3224.2170,1.4250,NaN,NaN,NaN,NaN,27.0955,41.0936,NaN,5.2054,0.0236929,42.2562,NaN,2899.48,5832.4,NaN
1,1,1,0,32,48,1,1,1,1,0,15,15,15,2910.66,8165.47,NaN,49.3034,38.7592,8186,11306,81.1514,0.9700,0.0010,40.1947,14.9040,577.6570,1944.8900,1.6490,14.4770,2865.0870,4822.5510,1.7280,NaN,NaN,NaN,NaN,27.4423,40.0149,NaN,5.30581,0.0238939,42.5314,NaN,2915.99,8213.31,NaN
2,1,1,0,32,48,1,1,1,1,0,15,15,15,2894.36,8238.4,NaN,49.8389,38.8625,8185,11856,80.6972,0.9320,0.0020,40.2735,14.9090,639.0780,2158.9190,1.8930,14.4040,2909.0160,4955.4740,1.1950,NaN,NaN,NaN,NaN,27.2102,40.0894,NaN,5.25802,0.0233232,42.7458,NaN,2899.64,8286.4,NaN
3,1,1,0,32,48,1,1,1,1,0,15,15,15,2912.25,8074.67,NaN,50.6468,38.4614,8064,11189,80.5992,0.8940,0.0020,40.0111,13.7590,641.0030,2237.0140,2.0880,14.8870,2692.4390,4716.3410,1.0320,NaN,NaN,NaN,NaN,27.549,39.8322,NaN,5.28655,0.0222886,42.8099,NaN,2917.56,8122.77,NaN
1,1,1,0,32,63,1,1,1,1,0,15,15,15,2929.83,9882.29,NaN,52.3379,40.2583,7966,11785,84.5188,0.7430,0.0070,38.8116,11.2560,641.9470,2635.2830,1.9290,15.9460,3860.2290,6722.6470,1.5880,NaN,NaN,NaN,NaN,27.9139,38.6344,NaN,5.31423,0.020079,43.0952,NaN,2935.17,9930.7,NaN
2,1,1,0,32,63,1,1,1,1,0,15,15,15,2867.39,10184.2,NaN,51.0756,40.5491,8052,12225,83.7847,0.7820,0.0010,39.3027,12.5060,535.5590,1449.8150,2.7910,15.3200,3946.5860,6990.3710,1.7340,NaN,NaN,NaN,NaN,27.4181,39.1164,NaN,5.36524,0.0226354,43.0106,NaN,2872.78,10232.5,NaN
3,1,1,0,32,63,1,1,1,1,0,15,15,15,2864.54,10127,NaN,51.0253,40.275,8032,10753,84.3694,0.7790,0.0030,39.3539,12.4680,477.2320,1519.1280,1.6940,15.4290,3828.9000,6843.8590,1.2750,NaN,NaN,NaN,NaN,27.5963,39.1703,NaN,5.19594,0.0205611,42.7973,NaN,2869.76,10175,NaN
1,1,1,0,48,1,1,1,1,1,0,15,15,15,797.907,984.873,NaN,44.9166,34.4694,8634,8989,69.1991,1.1500,0.0070,44.388,25.8030,193.1820,579.8460,0.9110,10.9650,462.6020,941.0370,0.9400,NaN,NaN,NaN,NaN,5.83529,44.2095,NaN,5.24442,0.0170605,41.5059,NaN,803.169,1031.62,NaN
2,1,1,0,48,1,1,1,1,1,0,15,15,15,766.248,987.046,NaN,44.6852,34.4932,8703,9951,69.5659,1.1510,0.0040,44.3449,25.8300,189.4370,603.7260,1.0200,10.9770,473.4880,889.1260,0.9390,NaN,NaN,NaN,NaN,5.77792,44.1489,NaN,5.27601,0.0220372,41.5694,NaN,771.546,1033.89,NaN
3,1,1,0,48,1,1,1,1,1,0,15,15,15,838.098,992.741,NaN,44.8746,34.7555,8688,8558,69.7441,1.1860,0.0010,44.6113,25.7530,208.7610,599.8960,0.9230,10.8290,463.3980,877.4960,0.7590,NaN,NaN,NaN,NaN,6.1436,44.4278,NaN,5.20458,0.0174842,41.6061,NaN,843.32,1039.55,NaN
1,1,1,0,48,16,1,1,1,1,0,15,15,15,2939.51,3350.1,NaN,44.4376,36.3066,8757,9108,67.8043,1.2720,0.0090,45.3089,25.9420,514.1170,1233.3330,1.9630,10.0610,726.9800,1717.0100,1.1920,NaN,NaN,NaN,NaN,22.3972,45.1333,NaN,5.27852,0.0242436,41.6377,NaN,2944.81,3397.01,NaN
2,1,1,0,48,16,1,1,1,1,0,15,15,15,2888.48,3344.07,NaN,45.023,36.0609,8860,8879,68.4480,1.2730,0.0050,45.2886,25.9670,526.0810,1293.9760,1.6220,10.1860,736.5690,1635.1220,1.0530,NaN,NaN,NaN,NaN,21.6129,45.1106,NaN,5.30327,0.0174,41.6562,NaN,2893.8,3391.03,NaN
3,1,1,0,48,16,1,1,1,1,0,15,15,15,2861.93,3357.03,NaN,44.6837,36.1887,8892,9404,69.1630,1.2720,0.0010,45.3784,25.9340,530.6190,1376.6240,1.1930,10.1350,767.2550,1732.9070,1.1600,NaN,NaN,NaN,NaN,21.5394,45.2005,NaN,5.27574,0.0165595,41.7759,NaN,2867.23,3404.09,NaN
1,1,1,0,48,32,1,1,1,1,0,15,15,15,4101.25,6131.77,NaN,46.5476,37.8028,8624,11036,72.5956,0.8920,0.0010,43.724,20.4770,674.3470,1539.8560,2.2040,11.6350,1586.7040,3342.7320,1.1310,NaN,NaN,NaN,NaN,26.5479,43.5469,NaN,5.34769,0.0164554,42.0596,NaN,4106.61,6179.17,NaN
2,1,1,0,48,32,1,1,1,1,0,15,15,15,4116.75,6019.21,NaN,46.0211,37.8772,8537,9032,74.7638,0.8910,0.0070,42.9965,20.4540,658.3230,1540.0480,2.4270,12.1250,1587.7090,3243.1570,1.1990,NaN,NaN,NaN,NaN,26.613,42.8223,NaN,5.25073,0.0225821,41.8661,NaN,4122.02,6066.33,NaN
3,1,1,0,48,32,1,1,1,1,0,15,15,15,4134.46,5980.18,NaN,46.3415,37.7572,8471,9811,74.6540,0.9290,0.0010,43.0004,20.4820,651.6320,1605.9790,1.9900,12.0800,1525.9440,3278.8890,1.0440,NaN,NaN,NaN,NaN,26.7107,42.826,NaN,5.23169,0.0174025,41.8153,NaN,4139.71,6027.23,NaN
1,1,1,0,48,48,1,1,1,1,0,15,15,15,4192.44,8228.73,NaN,48.758,39.7238,8293,9917,79.4173,0.7370,0.0060,41.2592,16.7660,804.6910,2491.9100,1.7360,13.5060,2414.0000,4524.6160,1.9750,NaN,NaN,NaN,NaN,26.9816,41.0743,NaN,5.1772,0.0293386,42.3998,NaN,4197.65,8276.3,NaN
2,1,1,0,48,48,1,1,1,1,0,15,15,15,4161.24,8273.84,NaN,48.2069,39.6276,8296,11259,78.6527,0.7400,0.0130,41.343,16.8270,834.8300,2375.5640,1.7860,13.3600,2533.8070,4747.9900,2.3900,NaN,NaN,NaN,NaN,26.8322,41.1632,NaN,5.29436,0.0196756,42.2464,NaN,4166.55,8321.38,NaN
3,1,1,0,48,48,1,1,1,1,0,15,15,15,4164.95,8204.71,NaN,48.3819,39.8787,8271,9315,78.6146,0.7410,0.0020,41.2073,16.8500,822.8550,2076.0650,2.9210,13.4570,2491.5420,4544.9340,1.2430,NaN,NaN,NaN,NaN,26.7785,41.0254,NaN,5.28616,0.0199542,42.0049,NaN,4170.26,8252,NaN
1,1,1,0,48,63,1,1,1,1,0,15,15,15,4249.49,9966.7,NaN,50.7068,41.3429,8034,11314,82.1103,0.6260,0.0010,39.8347,13.1860,848.5590,3031.6150,2.3730,14.9470,3534.3240,6596.0390,0.6490,NaN,NaN,NaN,NaN,27.6025,39.6563,NaN,5.23101,0.0186599,42.9125,NaN,4254.74,10014.8,NaN
2,1,1,0,48,63,1,1,1,1,0,15,15,15,4237.29,10004.6,NaN,50.6326,41.1034,8064,11630,82.7526,0.5860,0.0020,39.8986,13.1750,791.3600,3048.8800,1.6520,14.8560,3556.5330,6565.8770,1.4820,NaN,NaN,NaN,NaN,27.5527,39.7204,NaN,5.23267,0.0330156,42.7521,NaN,4242.55,10052.6,NaN
3,1,1,0,48,63,1,1,1,1,0,15,15,15,4246.45,10058.3,NaN,50.4037,41.3696,8112,12037,82.5580,0.6260,0.0150,39.9614,13.2180,832.3410,3152.9570,1.7970,14.8220,3580.2220,6613.1500,3.1920,NaN,NaN,NaN,NaN,27.542,39.7861,NaN,5.22202,0.0215874,42.9828,NaN,4251.7,10106.6,NaN
1,1,1,0,63,1,1,1,1,1,0,15,15,15,941.903,991.348,NaN,45.0691,35.475,8724,9300,69.5455,0.8840,0.0050,44.493,25.8720,247.8230,644.8800,1.2370,10.8410,477.7420,888.6350,0.9620,NaN,NaN,NaN,NaN,5.76291,44.3159,NaN,5.1969,0.0201846,41.6404,NaN,947.12,1038.19,NaN
2,1,1,0,63,1,1,1,1,1,0,15,15,15,958.053,998.207,NaN,44.459,35.4138,8773,8609,69.6877,0.8450,0.0010,44.6956,25.8490,251.6720,678.4510,0.7600,10.6010,488.7360,921.8460,0.9270,NaN,NaN,NaN,NaN,6.07096,44.5111,NaN,5.21413,0.0161641,41.3396,NaN,963.283,1044.76,NaN
3,1,1,0,63,1,1,1,1,1,0,15,15,15,926.977,997.362,NaN,44.9188,35.6887,8723,9403,69.6325,0.8460,0.0040,44.583,25.8850,235.8570,652.2790,0.8920,10.8080,479.7390,905.2800,0.8990,NaN,NaN,NaN,NaN,5.83258,44.4073,NaN,5.23894,0.0201095,41.6427,NaN,932.236,1044.24,NaN
1,1,1,0,63,16,1,1,1,1,0,15,15,15,2792.39,3308.79,NaN,44.2391,36.8384,8879,8394,68.8943,1.1200,0.0110,45.1905,25.9880,491.7000,1351.6860,1.7390,10.1940,657.6050,1400.0500,1.5700,NaN,NaN,NaN,NaN,16.8295,45.0137,NaN,5.23833,0.0174054,41.6007,NaN,2797.65,3355.62,NaN
2,1,1,0,63,16,1,1,1,1,0,15,15,15,2792.73,3308.94,NaN,44.0076,36.9881,8903,9230,68.7064,1.1190,0.0010,45.2685,25.9780,507.3300,1318.5080,2.3500,10.0750,642.0980,1392.9900,2.0220,NaN,NaN,NaN,NaN,16.8337,45.0936,NaN,5.25614,0.0194819,41.5017,NaN,2798.01,3355.7,NaN
3,1,1,0,63,16,1,1,1,1,0,15,15,15,2824.37,3324.71,NaN,44.5168,36.992,8826,8750,68.8768,1.1200,0.0020,45.2607,25.9930,504.5590,1349.8290,2.0970,10.1580,694.1780,1607.9030,1.3350,NaN,NaN,NaN,NaN,16.8028,45.0823,NaN,5.22609,0.0166212,41.4787,NaN,2829.62,3371.41,NaN
1,1,1,0,63,32,1,1,1,1,0,15,15,15,5116.26,6029.42,NaN,45.608,39.0109,8478,9846,73.4380,0.7760,0.0050,44.0464,22.0260,803.1920,1907.5450,2.4520,11.1680,1381.1110,2822.8700,0.9030,NaN,NaN,NaN,NaN,26.3085,43.8681,NaN,5.24088,0.0187499,41.8123,NaN,5121.52,6076.48,NaN
2,1,1,0,63,32,1,1,1,1,0,15,15,15,5085.91,6041.86,NaN,46.0264,38.504,8710,8930,71.5493,0.7750,0.0050,44.0657,22.0890,770.0020,1846.4840,1.6070,11.2380,1401.9370,2757.2430,1.2100,NaN,NaN,NaN,NaN,26.27,43.8731,NaN,5.20803,0.0200174,41.7639,NaN,5091.14,6088.83,NaN
3,1,1,0,63,32,1,1,1,1,0,15,15,15,5085.73,6029.37,NaN,45.8218,38.7699,8701,9847,71.3679,0.7370,0.0050,44.1328,22.2740,775.3710,1951.4890,1.4000,11.1760,1364.2850,2874.2830,1.5800,NaN,NaN,NaN,NaN,26.2329,43.9545,NaN,5.20831,0.0329746,41.4573,NaN,5090.97,6076.03,NaN
1,1,1,0,63,48,1,1,1,1,0,15,15,15,5374.99,8333.1,NaN,47.2348,40.6013,8449,10585,77.5158,0.5860,0.0050,42.1507,18.3320,976.2780,3071.5090,2.0960,12.8990,2431.2460,4761.7470,1.3260,NaN,NaN,NaN,NaN,26.8493,41.9748,NaN,5.22923,0.0242196,42.333,NaN,5380.24,8380.67,NaN
2,1,1,0,63,48,1,1,1,1,0,15,15,15,5320.16,8223.19,NaN,47.7018,40.5782,8419,9315,77.6797,0.6240,0.0020,42.0556,18.0970,945.6780,2484.9320,1.8260,12.9490,2234.5740,4439.7710,1.2520,NaN,NaN,NaN,NaN,26.8375,41.8764,NaN,5.25224,0.0214096,41.8819,NaN,5325.43,8270.33,NaN
3,1,1,0,63,48,1,1,1,1,0,15,15,15,5347.35,8244.73,NaN,47.1172,40.2812,8436,8709,77.0871,0.6260,0.0020,42.0513,18.1450,962.1600,2949.3120,2.2830,12.9050,2295.4460,4515.4850,1.9740,NaN,NaN,NaN,NaN,26.7709,41.8709,NaN,5.32841,0.0167993,41.9323,NaN,5352.69,8291.99,NaN
