run_id,use_det,use_seg,use_pose,batch_det,batch_seg,batch_pose,threshold_det,threshold_seg,threshold_pose,timeout_ms,priority_det,priority_seg,priority_pose,det_latency_ms,seg_latency_ms,pose_latency_ms,cpu_percent,mem_percent,voluntary_ctx_switches,nonvoluntary_ctx_switches,npu_percent,switches_per_s,idle_time_pct,run_time_s,avg_fps_det,avg_latency_det,max_latency_det,activation_det,avg_fps_seg,avg_latency_seg,max_latency_seg,activation_seg,avg_fps_pose,avg_latency_pose,max_latency_pose,activation_pose,total_time_det_s,total_time_seg_s,total_time_pose_s,avg_preprocess_ms,postprocess_ms_det,postprocess_ms_seg,postprocess_ms_pose,total_time_ms_det,total_time_ms_seg,total_time_ms_pose
1,1,0,0,1,1,1,1,1,1,0,15,15,15,98.9955,NaN,NaN,50.5269,31.8234,1334,1329,88.3340,0.2190,0.0050,4.57939,147.4040,45.7280,119.7210,0.1950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.57869,NaN,NaN,5.22986,0.0172349,NaN,NaN,104.243,NaN,NaN
2,1,0,0,1,1,1,1,1,1,0,15,15,15,92.6121,NaN,NaN,51.475,31.2416,1363,1165,78.3900,0.2380,0.0060,4.22362,159.8490,43.0180,104.2450,0.2280,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.22298,NaN,NaN,5.3123,0.0167634,NaN,NaN,97.9411,NaN,NaN
3,1,0,0,1,1,1,1,1,1,0,15,15,15,93.3765,NaN,NaN,51.8385,31.6891,1304,1415,80.3833,0.2360,0.0060,4.24573,158.9100,43.7140,113.4980,0.2280,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.245,NaN,NaN,5.24528,0.0164151,NaN,NaN,98.6382,NaN,NaN
1,1,0,0,16,1,1,1,1,1,0,15,15,15,324.793,NaN,NaN,51.2629,31.938,1388,1130,82.9325,0.2250,0.0040,4.44607,151.7390,194.7360,416.5320,0.1840,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.44531,NaN,NaN,5.27713,0.0169803,NaN,NaN,330.087,NaN,NaN
2,1,0,0,16,1,1,1,1,1,0,15,15,15,327.534,NaN,NaN,50.8812,32.3328,1446,987,83.5200,0.2220,0.0110,4.51804,149.2350,196.0230,450.7230,0.4470,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.51754,NaN,NaN,5.2323,0.016438,NaN,NaN,332.782,NaN,NaN
3,1,0,0,16,1,1,1,1,1,0,15,15,15,317.102,NaN,NaN,51.2373,32.2529,1447,1207,84.1150,0.2210,0.0040,4.53856,148.4950,190.8910,432.3910,0.1850,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5379,NaN,NaN,5.21525,0.0164862,NaN,NaN,322.334,NaN,NaN
1,1,0,0,32,1,1,1,1,1,0,15,15,15,550.447,NaN,NaN,51.0682,34.1636,1478,1169,79.9575,0.2030,0.0040,4.94872,136.3540,405.3860,847.8520,0.1780,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.94825,NaN,NaN,5.33876,0.0193578,NaN,NaN,555.805,NaN,NaN
2,1,0,0,32,1,1,1,1,1,0,15,15,15,562.825,NaN,NaN,50,33.687,1548,1195,81.7325,0.1990,0.0150,5.02351,134.2280,413.0750,877.4160,0.7390,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.02282,NaN,NaN,5.23369,0.0162921,NaN,NaN,568.075,NaN,NaN
3,1,0,0,32,1,1,1,1,1,0,15,15,15,557.464,NaN,NaN,51.7857,33.8922,1438,1238,81.7450,0.2150,0.0040,4.65874,144.7370,383.2370,848.6200,0.1810,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.65786,NaN,NaN,5.20905,0.0180486,NaN,NaN,562.692,NaN,NaN
1,1,0,0,48,1,1,1,1,1,0,15,15,15,756.498,NaN,NaN,50.1796,34.4938,1486,1296,79.2400,0.2000,0.0040,5.0123,134.4840,495.1500,1168.7930,0.1860,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.01135,NaN,NaN,5.23208,0.0188913,NaN,NaN,761.749,NaN,NaN
2,1,0,0,48,1,1,1,1,1,0,15,15,15,789.42,NaN,NaN,49.8315,34.5713,1544,1126,82.0240,0.1910,0.0040,5.25215,128.4370,596.3300,1252.9290,0.1800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.25166,NaN,NaN,5.35097,0.0156134,NaN,NaN,794.787,NaN,NaN
3,1,0,0,48,1,1,1,1,1,0,15,15,15,715.103,NaN,NaN,51.1423,35.3715,1420,1387,79.5850,0.2040,0.0040,4.90609,137.4070,570.0140,1162.0260,0.1810,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.90546,NaN,NaN,5.2271,0.0161655,NaN,NaN,720.346,NaN,NaN
1,1,0,0,63,1,1,1,1,1,0,15,15,15,836.148,NaN,NaN,50.7146,35.4512,1433,1516,81.0720,0.1930,0.0050,5.19127,129.8950,693.3990,1548.4840,0.2420,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.19057,NaN,NaN,5.31086,0.0204291,NaN,NaN,841.479,NaN,NaN
2,1,0,0,63,1,1,1,1,1,0,15,15,15,804.361,NaN,NaN,50.6566,36.0902,1439,1277,82.5320,0.1980,0.0040,5.06376,133.2520,685.3470,1501.6860,0.1750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0633,NaN,NaN,5.22009,0.01724,NaN,NaN,809.598,NaN,NaN
3,1,0,0,63,1,1,1,1,1,0,15,15,15,829.351,NaN,NaN,50.1222,35.8009,1503,1210,82.2580,0.1920,0.0040,5.23306,128.9590,657.2620,1603.6370,0.1980,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.23235,NaN,NaN,5.21878,0.0175146,NaN,NaN,834.588,NaN,NaN
1,0,1,0,1,1,1,1,1,1,0,15,15,15,NaN,867.973,NaN,47.2152,31.8872,7207,9116,53.6984,0.0380,0.0010,33.0296,NaN,NaN,NaN,NaN,19.9340,386.8580,843.5340,0.2990,NaN,NaN,NaN,NaN,NaN,32.846,NaN,5.28873,NaN,41.3842,NaN,NaN,914.646,NaN
2,0,1,0,1,1,1,1,1,1,0,15,15,15,NaN,872.934,NaN,48.288,31.6336,7175,8882,54.5985,0.0380,0.0020,33.3016,NaN,NaN,NaN,NaN,19.6770,390.9570,860.3670,0.4260,NaN,NaN,NaN,NaN,NaN,33.1216,NaN,5.34272,NaN,41.5199,NaN,NaN,919.797,NaN
3,0,1,0,1,1,1,1,1,1,0,15,15,15,NaN,870.349,NaN,44.9444,31.4206,7226,6933,49.1516,0.0380,0.0020,32.6872,NaN,NaN,NaN,NaN,20.2390,382.1730,847.7540,0.3690,NaN,NaN,NaN,NaN,NaN,32.5071,NaN,5.29822,NaN,41.1184,NaN,NaN,916.766,NaN
1,0,1,0,1,16,1,1,1,1,0,15,15,15,NaN,2928.76,NaN,46.7873,32.8817,7145,7900,56.6159,13.4270,0.0010,32.8955,NaN,NaN,NaN,NaN,20.0830,1383.0830,2022.9840,0.4350,NaN,NaN,NaN,NaN,NaN,32.7127,NaN,5.24269,NaN,41.2517,NaN,NaN,2975.25,NaN
2,0,1,0,1,16,1,1,1,1,0,15,15,15,NaN,2966.87,NaN,46.7737,33.2646,7123,7909,55.1372,14.0090,0.0170,32.8518,NaN,NaN,NaN,NaN,20.0230,1429.3850,2014.8500,0.6540,NaN,NaN,NaN,NaN,NaN,32.6744,NaN,5.18692,NaN,41.3643,NaN,NaN,3013.42,NaN
3,0,1,0,1,16,1,1,1,1,0,15,15,15,NaN,2956.38,NaN,47.0638,32.9412,7134,8039,55.6831,13.8430,0.0020,32.8071,NaN,NaN,NaN,NaN,20.0580,1433.2590,2027.8240,0.4950,NaN,NaN,NaN,NaN,NaN,32.6305,NaN,5.26202,NaN,41.4017,NaN,NaN,3003.05,NaN
1,0,1,0,1,32,1,1,1,1,0,15,15,15,NaN,5541.23,NaN,47.6996,34.9752,7019,7674,60.2506,12.2750,0.0020,33.02,NaN,NaN,NaN,NaN,19.8710,2797.0380,3730.0890,0.6490,NaN,NaN,NaN,NaN,NaN,32.8347,NaN,5.32317,NaN,41.3666,NaN,NaN,5587.92,NaN
2,0,1,0,1,32,1,1,1,1,0,15,15,15,NaN,5561.83,NaN,47.4343,34.6929,7087,8549,61.2465,11.8290,0.0020,33.1413,NaN,NaN,NaN,NaN,19.7780,2793.8890,3701.7370,0.5270,NaN,NaN,NaN,NaN,NaN,32.966,NaN,5.30802,NaN,41.3043,NaN,NaN,5608.44,NaN
3,0,1,0,1,32,1,1,1,1,0,15,15,15,NaN,5610.42,NaN,47.8408,34.9826,7020,9189,60.3648,12.2930,0.0010,33.0958,NaN,NaN,NaN,NaN,19.7980,2844.5870,3715.9810,0.5940,NaN,NaN,NaN,NaN,NaN,32.9124,NaN,5.21217,NaN,41.5397,NaN,NaN,5657.17,NaN
1,0,1,0,1,48,1,1,1,1,0,15,15,15,NaN,7962.5,NaN,49.3424,36.996,7000,7859,66.3972,10.8050,0.0130,33.2205,NaN,NaN,NaN,NaN,19.7570,4157.6040,5321.8210,0.5730,NaN,NaN,NaN,NaN,NaN,33.0447,NaN,5.28493,NaN,41.5571,NaN,NaN,8009.34,NaN
2,0,1,0,1,48,1,1,1,1,0,15,15,15,NaN,7993.02,NaN,48.815,36.6348,7105,9863,67.7893,10.6360,0.0010,33.2937,NaN,NaN,NaN,NaN,19.6910,4158.6770,5338.5050,0.4470,NaN,NaN,NaN,NaN,NaN,33.1133,NaN,5.25133,NaN,41.6351,NaN,NaN,8039.9,NaN
3,0,1,0,1,48,1,1,1,1,0,15,15,15,NaN,8010.53,NaN,48.6213,36.7486,7085,9692,67.6059,11.0770,0.0020,33.3511,NaN,NaN,NaN,NaN,19.6460,4168.2380,5406.9970,0.4390,NaN,NaN,NaN,NaN,NaN,33.174,NaN,5.31746,NaN,41.5782,NaN,NaN,8057.43,NaN
1,0,1,0,1,63,1,1,1,1,0,15,15,15,NaN,10105.8,NaN,48.6819,38.4513,6983,8254,70.7682,10.0850,0.0010,33.2748,NaN,NaN,NaN,NaN,19.6680,5308.8320,7009.8610,0.4550,NaN,NaN,NaN,NaN,NaN,33.0959,NaN,5.22421,NaN,41.4717,NaN,NaN,10152.5,NaN
2,0,1,0,1,63,1,1,1,1,0,15,15,15,NaN,10057,NaN,49.2008,38.5641,7012,8102,71.9321,9.7470,0.0010,33.2186,NaN,NaN,NaN,NaN,19.7260,5290.0940,6931.5930,0.5400,NaN,NaN,NaN,NaN,NaN,33.043,NaN,5.23872,NaN,41.514,NaN,NaN,10103.8,NaN
3,0,1,0,1,63,1,1,1,1,0,15,15,15,NaN,10150.1,NaN,48.6141,38.055,7011,8837,70.4404,10.1320,0.0020,33.3655,NaN,NaN,NaN,NaN,19.7970,5335.2720,7033.0200,0.4520,NaN,NaN,NaN,NaN,NaN,33.1888,NaN,5.26772,NaN,41.5772,NaN,NaN,10196.9,NaN
1,0,0,1,1,1,1,1,1,1,0,15,15,15,NaN,NaN,227.372,39.97,31.1385,6700,947,94.7627,0.0850,0.0030,11.8382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.9190,117.5900,400.9280,0.3640,NaN,NaN,11.8374,5.21145,NaN,NaN,0.185327,NaN,NaN,232.769
2,0,0,1,1,1,1,1,1,1,0,15,15,15,NaN,NaN,222.74,39.4504,31.2282,6661,944,94.5236,0.0870,0.0030,11.5186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.5090,117.4300,411.0860,0.2730,NaN,NaN,11.518,5.24972,NaN,NaN,0.183727,NaN,NaN,228.174
3,0,0,1,1,1,1,1,1,1,0,15,15,15,NaN,NaN,216.683,39.7096,31.5762,6714,1030,94.2830,0.0890,0.0020,11.2335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59.9890,114.2170,383.1090,0.2510,NaN,NaN,11.2329,5.20544,NaN,NaN,0.183683,NaN,NaN,222.072
1,0,0,1,1,1,16,1,1,1,0,15,15,15,NaN,NaN,900.25,38.9008,31.8529,6484,862,94.1750,0.0770,0.0020,13.0687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.5780,543.8690,1699.0360,0.2850,NaN,NaN,13.0681,5.27552,NaN,NaN,0.190266,NaN,NaN,905.716
2,0,0,1,1,1,16,1,1,1,0,15,15,15,NaN,NaN,833.544,40.1114,32.2593,6473,846,94.3200,0.0820,0.0030,12.2001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.2100,509.7370,1695.7730,0.2890,NaN,NaN,12.1996,5.25079,NaN,NaN,0.187131,NaN,NaN,838.982
3,0,0,1,1,1,16,1,1,1,0,15,15,15,NaN,NaN,846.811,39.6605,31.9574,6502,858,93.9575,0.0810,0.0090,12.3293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.6520,516.8860,1500.1310,1.0160,NaN,NaN,12.3287,5.30881,NaN,NaN,0.179496,NaN,NaN,852.3
1,0,0,1,1,1,32,1,1,1,0,15,15,15,NaN,NaN,1526.06,39.2098,33.3241,6404,891,93.9462,0.0730,0.0030,13.6477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49.3240,1114.9260,2983.1140,0.3220,NaN,NaN,13.6471,5.26205,NaN,NaN,0.180532,NaN,NaN,1531.5
2,0,0,1,1,1,32,1,1,1,0,15,15,15,NaN,NaN,1479.82,39.1246,33.2345,6485,879,94.0246,0.0750,0.0020,13.2915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.6670,1035.8430,3040.6100,0.2520,NaN,NaN,13.2908,5.21897,NaN,NaN,0.178848,NaN,NaN,1485.22
3,0,0,1,1,1,32,1,1,1,0,15,15,15,NaN,NaN,1485.34,40.3715,33.2186,6474,998,93.8192,0.0750,0.0020,13.3687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.4200,1087.1890,3068.6390,0.2550,NaN,NaN,13.3681,5.26983,NaN,NaN,0.182155,NaN,NaN,1490.79
1,0,0,1,1,1,48,1,1,1,0,15,15,15,NaN,NaN,2006.93,39.128,34.2728,6479,833,93.0554,0.0720,0.0140,13.8223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.7370,1573.5580,4367.7550,1.9280,NaN,NaN,13.8214,5.26875,NaN,NaN,0.178693,NaN,NaN,2012.38
2,0,0,1,1,1,48,1,1,1,0,15,15,15,NaN,NaN,2039.74,39.5157,34.0767,6409,948,93.5879,0.0710,0.0030,14.1978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.4470,1667.1670,4552.3840,0.3620,NaN,NaN,14.1967,5.22354,NaN,NaN,0.18481,NaN,NaN,2045.15
3,0,0,1,1,1,48,1,1,1,0,15,15,15,NaN,NaN,2097.71,40.2616,34.1634,6448,748,93.5729,0.0690,0.0020,14.4821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.5460,1556.9700,4430.5630,0.2880,NaN,NaN,14.4815,5.25741,NaN,NaN,0.171303,NaN,NaN,2103.14
1,0,0,1,1,1,63,1,1,1,0,15,15,15,NaN,NaN,2516.71,39.0031,35.1726,6374,740,93.0157,0.0690,0.0020,14.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.1410,1816.8380,5102.1090,0.3070,NaN,NaN,14.6014,5.23002,NaN,NaN,0.175857,NaN,NaN,2522.11
2,0,0,1,1,1,63,1,1,1,0,15,15,15,NaN,NaN,2399.94,38.6835,35.2871,6343,907,99.6908,0.0710,0.0170,14.1538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.5630,1389.9190,3512.3970,2.3570,NaN,NaN,14.1532,5.31101,NaN,NaN,0.178986,NaN,NaN,2405.43
3,0,0,1,1,1,63,1,1,1,0,15,15,15,NaN,NaN,2480.06,39.1388,35.3027,6352,782,92.8886,0.0700,0.0020,14.3874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.8240,1858.6300,5124.8890,0.2960,NaN,NaN,14.3868,5.23023,NaN,NaN,0.174113,NaN,NaN,2485.46
