# epoch_wall_clock_ns=1788139367272407055
model,frame_idx,phase,begin_us,end_us,dur_ms,enqueue_ms,ok
det,0,prep,1274960.283,1289980.367,15.020,,1
det,0,infer,1289988.386,1336442.915,46.455,0.801,1
det,1,prep,1336568.404,1340263.838,3.695,,1
det,1,infer,1340265.838,1364892.704,24.627,0.139,1
det,2,prep,1364996.987,1372809.434,7.812,,1
det,2,infer,1372810.527,1396119.935,23.309,0.143,1
det,3,prep,1396229.088,1398733.924,2.505,,1
det,3,infer,1398735.590,1438070.394,39.335,0.110,1
det,4,prep,1438082.136,1442282.986,4.201,,1
det,4,infer,1442286.782,1467636.038,25.349,0.134,1
det,5,prep,1467720.727,1472014.749,4.294,,1
det,5,infer,1472016.934,1497675.465,25.659,0.138,1
det,6,prep,1497759.173,1501180.982,3.422,,1
det,6,infer,1501183.705,1527064.359,25.881,0.133,1
det,7,prep,1527074.989,1530805.907,3.731,,1
det,7,infer,1530808.296,1557374.819,26.567,0.138,1
det,8,prep,1557462.175,1560990.027,3.528,,1
det,8,infer,1560992.509,1585098.866,24.106,0.135,1
det,9,prep,1585109.014,1590431.386,5.322,,1
det,9,infer,1590433.571,1614858.797,24.425,0.136,1
det,10,prep,1614950.746,1618924.381,3.974,,1
det,10,infer,1618927.344,1646825.548,27.898,0.137,1
det,11,prep,1646915.201,1651492.330,4.577,,1
det,11,infer,1651494.459,1676868.902,25.374,0.135,1
det,12,prep,1676953.962,1683164.361,6.210,,1
det,12,infer,1683167.195,1707032.447,23.865,0.131,1
det,13,prep,1707116.655,1712027.542,4.911,,1
det,13,infer,1712029.746,1738203.008,26.173,0.132,1
det,14,prep,1738277.067,1742455.045,4.178,,1
det,14,infer,1742457.749,1769825.518,27.368,0.131,1
det,15,prep,1769909.671,1775861.631,5.952,,1
det,15,infer,1775864.187,1800182.518,24.318,0.141,1
det,16,prep,1800282.912,1804251.046,3.968,,1
det,16,infer,1804254.120,1834266.602,30.012,0.140,1
det,17,prep,1834353.810,1839001.887,4.648,,1
det,17,infer,1839004.073,1863642.198,24.638,0.136,1
det,18,prep,1863738.981,1871177.168,7.438,,1
det,18,infer,1871179.723,1894934.599,23.755,0.141,1
det,19,prep,1895025.511,1898708.316,3.683,,1
det,19,infer,1898710.668,1928932.475,30.222,0.136,1
det,20,prep,1929013.646,1931770.402,2.757,,1
det,20,infer,1931772.643,1959995.123,28.222,0.133,1
det,21,prep,1960007.253,1964900.658,4.893,,1
det,21,infer,1964903.362,1991577.520,26.674,0.133,1
det,22,prep,1991660.006,1997885.555,6.226,,1
det,22,infer,1997887.462,2022461.103,24.574,0.135,1
det,23,prep,2022539.052,2025600.805,3.062,,1
det,23,infer,2025602.768,2054475.597,28.873,0.127,1
det,24,prep,2054481.912,2058288.390,3.806,,1
det,24,infer,2058293.075,2083104.395,24.811,0.124,1
det,25,prep,2083182.918,2088417.211,5.234,,1
det,25,infer,2088419.674,2112155.549,23.736,0.136,1
det,26,prep,2112238.386,2116574.299,4.336,,1
det,26,infer,2116580.744,2145528.225,28.947,0.135,1
det,27,prep,2145617.322,2150405.444,4.788,,1
det,27,infer,2150407.500,2174997.752,24.590,0.134,1
det,28,prep,2175075.627,2179886.435,4.811,,1
det,28,infer,2179888.861,2206825.700,26.937,0.140,1
det,29,prep,2206915.519,2212300.561,5.385,,1
det,29,infer,2212302.746,2237394.044,25.091,0.141,1
det,30,prep,2237479.493,2243114.936,5.635,,1
det,30,infer,2243117.344,2268330.389,25.213,0.134,1
det,31,prep,2268417.875,2274295.294,5.877,,1
det,31,infer,2274296.924,2301254.856,26.958,0.130,1
det,32,prep,2301334.194,2304828.599,3.494,,1
det,32,infer,2304831.155,2332587.389,27.756,0.131,1
det,33,prep,2332668.208,2337166.259,4.498,,1
det,33,infer,2337168.037,2363615.850,26.448,0.128,1
det,34,prep,2363701.039,2367839.331,4.138,,1
det,34,infer,2367841.071,2411110.137,43.269,0.132,1
det,35,prep,2411123.397,2415900.555,4.777,,1
det,35,infer,2415902.648,2442349.257,26.447,0.138,1
det,36,prep,2442439.225,2448372.370,5.933,,1
det,36,infer,2448374.740,2473521.837,25.147,0.136,1
det,37,prep,2473607.082,2481901.480,8.294,,1
det,37,infer,2481903.221,2505105.494,23.202,0.132,1
det,38,prep,2505197.628,2509845.094,4.647,,1
det,38,infer,2509847.631,2540952.189,31.105,0.133,1
det,39,prep,2541035.156,2544601.658,3.567,,1
det,39,infer,2544604.417,2572845.639,28.241,0.136,1
det,40,prep,2572921.329,2576040.122,3.119,,1
det,40,infer,2576042.437,2601475.604,25.433,0.135,1
det,41,prep,2601487.920,2606748.640,5.261,,1
det,41,infer,2606751.196,2632767.542,26.016,0.135,1
det,42,prep,2632853.213,2637323.596,4.470,,1
det,42,infer,2637326.688,2661916.645,24.590,0.136,1
det,43,prep,2661993.778,2666668.727,4.675,,1
det,43,infer,2666671.802,2694132.279,27.460,0.131,1
det,44,prep,2694212.894,2700346.753,6.134,,1
det,44,infer,2700349.494,2725417.494,25.068,0.137,1
det,45,prep,2725500.573,2730894.985,5.394,,1
det,45,infer,2730898.171,2758518.212,27.620,0.133,1
det,46,prep,2758603.513,2763500.418,4.897,,1
det,46,infer,2763502.251,2790582.505,27.080,0.133,1
det,47,prep,2790669.454,2794887.768,4.218,,1
det,47,infer,2794889.897,2821201.333,26.311,0.137,1
det,48,prep,2821311.765,2825549.487,4.238,,1
det,48,infer,2825551.728,2850341.751,24.790,0.138,1
det,49,prep,2850438.107,2854844.079,4.406,,1
det,49,infer,2854846.691,2878771.816,23.925,0.133,1
det,50,prep,2878864.561,2883034.391,4.170,,1
det,50,infer,2883037.077,2912932.089,29.895,0.133,1
det,51,prep,2913014.038,2917743.230,4.729,,1
det,51,infer,2917746.397,2945113.370,27.367,0.135,1
det,52,prep,2945201.949,2949742.687,4.541,,1
det,52,infer,2949744.779,2976644.505,26.900,0.137,1
det,53,prep,2976727.232,2979370.463,2.643,,1
det,53,infer,2979372.574,3006146.219,26.774,0.128,1
det,54,prep,3006157.720,3010163.004,4.005,,1
det,54,infer,3010164.875,3035336.510,25.172,0.125,1
det,55,prep,3035427.329,3039400.112,3.973,,1
det,55,infer,3039402.982,3065993.822,26.591,0.136,1
det,56,prep,3066078.326,3070673.178,4.595,,1
det,56,infer,3070675.326,3094798.092,24.123,0.133,1
det,57,prep,3094891.541,3101586.670,6.695,,1
det,57,infer,3101588.707,3125862.054,24.273,0.138,1
det,58,prep,3125952.726,3129934.324,3.982,,1
det,58,infer,3129936.694,3160028.661,30.092,0.126,1
det,59,prep,3160039.903,3163521.900,3.482,,1
det,59,infer,3163523.585,3191856.831,28.333,0.125,1
det,60,prep,3191869.480,3195422.888,3.553,,1
det,60,infer,3195425.185,3220505.667,25.080,0.128,1
det,61,prep,3220518.964,3224939.233,4.420,,1
det,61,infer,3224941.585,3249352.180,24.411,0.130,1
det,62,prep,3249438.240,3253180.659,3.742,,1
det,62,infer,3253183.529,3278079.631,24.896,0.128,1
det,63,prep,3278091.891,3280627.876,2.536,,1
det,63,infer,3280630.469,3307608.384,26.978,0.126,1
det,64,prep,3307621.885,3313409.836,5.788,,1
det,64,infer,3313412.114,3337888.843,24.477,0.131,1
det,65,prep,3337974.292,3342342.613,4.368,,1
det,65,infer,3342345.484,3368119.447,25.774,0.138,1
det,66,prep,3368207.618,3373223.955,5.016,,1
det,66,infer,3373226.400,3397851.043,24.625,0.131,1
det,67,prep,3397938.474,3404861.819,6.923,,1
det,67,infer,3404864.374,3451102.374,46.238,0.138,1
det,68,prep,3451189.045,3456389.466,5.200,,1
det,68,infer,3456391.392,3479800.323,23.409,0.133,1
