# epoch_wall_clock_ns=1788137706440275468
model,frame_idx,phase,begin_us,end_us,dur_ms,enqueue_ms,ok
det,0,prep,299376.903,311520.893,12.144,,1
det,0,infer,311527.264,345227.121,33.700,0.250,1
det,1,prep,345311.419,349153.197,3.842,,1
det,1,infer,349156.030,367648.686,18.493,0.134,1
det,2,prep,367742.039,375305.241,7.563,,1
det,2,infer,375307.667,393420.522,18.113,0.145,1
det,3,prep,393494.467,394945.081,1.451,,1
det,3,infer,394947.470,413551.276,18.604,0.119,1
det,4,prep,413559.684,417570.575,4.011,,1
det,4,infer,417572.649,435947.026,18.374,0.130,1
det,5,prep,436011.860,440191.457,4.180,,1
det,5,infer,440193.698,482099.212,41.906,0.153,1
det,6,prep,482168.324,485547.502,3.379,,1
det,6,infer,485549.669,503997.769,18.448,0.132,1
det,7,prep,504008.584,507662.100,3.654,,1
det,7,infer,507664.341,526064.403,18.400,0.126,1
det,8,prep,526129.052,529560.157,3.431,,1
det,8,infer,529562.491,563978.525,34.416,0.128,1
det,9,prep,563992.766,569275.250,5.282,,1
det,9,infer,569277.528,588097.596,18.820,0.131,1
det,10,prep,588172.634,592069.801,3.897,,1
det,10,infer,592072.579,610230.137,18.158,0.134,1
det,11,prep,610290.842,614724.295,4.433,,1
det,11,infer,614726.535,633027.003,18.300,0.135,1
det,12,prep,633088.875,639154.444,6.066,,1
det,12,infer,639156.629,657517.727,18.361,0.133,1
det,13,prep,657584.024,662375.501,4.791,,1
det,13,infer,662377.945,680617.486,18.240,0.129,1
det,14,prep,680678.450,684675.489,3.997,,1
det,14,infer,684678.156,703008.365,18.330,0.130,1
det,15,prep,703070.385,708864.339,5.794,,1
det,15,infer,708866.339,727621.072,18.755,0.128,1
det,16,prep,727691.073,731668.371,3.977,,1
det,16,infer,731671.075,750103.878,18.433,0.133,1
det,17,prep,750168.324,754721.241,4.553,,1
det,17,infer,754723.482,773077.747,18.354,0.127,1
det,18,prep,773141.785,780556.262,7.414,,1
det,18,infer,780558.855,798935.972,18.377,0.129,1
det,19,prep,799001.084,802635.988,3.635,,1
det,19,infer,802638.562,820818.158,18.180,0.122,1
det,20,prep,820871.825,823513.271,2.641,,1
det,20,infer,823514.975,841816.554,18.302,0.119,1
det,21,prep,841825.924,846606.419,4.780,,1
det,21,infer,846608.697,865316.134,18.707,0.118,1
det,22,prep,865379.153,871516.649,6.137,,1
det,22,infer,871519.038,889936.878,18.418,0.125,1
det,23,prep,889993.934,893017.033,3.023,,1
det,23,infer,893019.052,911217.722,18.199,0.114,1
det,24,prep,911226.444,914865.867,3.639,,1
det,24,infer,914867.830,932957.017,18.089,0.121,1
det,25,prep,933018.055,938111.536,5.093,,1
det,25,infer,938113.740,956789.806,18.676,0.127,1
det,26,prep,956849.343,961081.645,4.232,,1
det,26,infer,961083.942,979444.281,18.360,0.126,1
det,27,prep,979508.282,984169.034,4.661,,1
det,27,infer,984175.219,1002799.895,18.625,0.142,1
det,28,prep,1002861.045,1007498.834,4.638,,1
det,28,infer,1007501.741,1025572.706,18.071,0.129,1
det,29,prep,1025633.503,1030934.302,5.301,,1
det,29,infer,1030936.190,1049833.852,18.898,0.130,1
det,30,prep,1049897.409,1055427.229,5.530,,1
det,30,infer,1055429.637,1074086.035,18.656,0.127,1
det,31,prep,1074151.351,1079590.059,5.439,,1
det,31,infer,1079594.374,1097866.230,18.272,0.125,1
det,32,prep,1097925.991,1101321.484,3.395,,1
det,32,infer,1101323.892,1119655.267,18.331,0.128,1
det,33,prep,1119716.213,1124077.146,4.361,,1
det,33,infer,1124080.127,1142358.502,18.278,0.130,1
det,34,prep,1142420.466,1146511.581,4.091,,1
det,34,infer,1146513.970,1164810.956,18.297,0.124,1
det,35,prep,1164821.438,1169476.264,4.655,,1
det,35,infer,1169478.468,1187882.326,18.404,0.125,1
det,36,prep,1187957.846,1193813.523,5.856,,1
det,36,infer,1193815.875,1212140.250,18.324,0.131,1
det,37,prep,1212200.751,1219962.085,7.761,,1
det,37,infer,1219964.826,1238359.166,18.394,0.132,1
det,38,prep,1238420.703,1243038.011,4.617,,1
det,38,infer,1243040.270,1261393.757,18.353,0.127,1
det,39,prep,1261456.425,1264933.771,3.477,,1
det,39,infer,1264936.364,1283390.112,18.454,0.133,1
det,40,prep,1283446.242,1286453.915,3.008,,1
det,40,infer,1286456.637,1304798.402,18.342,0.121,1
det,41,prep,1304809.884,1309988.051,5.178,,1
det,41,infer,1309990.347,1328559.301,18.569,0.120,1
det,42,prep,1328622.579,1332999.346,4.377,,1
det,42,infer,1333001.698,1351518.576,18.517,0.125,1
det,43,prep,1351575.022,1356377.239,4.802,,1
det,43,infer,1356379.924,1381594.455,25.215,0.128,1
det,44,prep,1381662.826,1387790.878,6.128,,1
det,44,infer,1387793.174,1406596.723,18.804,0.133,1
det,45,prep,1406663.520,1411956.430,5.293,,1
det,45,infer,1411958.912,1430038.062,18.079,0.133,1
det,46,prep,1430101.303,1434905.798,4.804,,1
det,46,infer,1434908.095,1453010.004,18.102,0.131,1
det,47,prep,1453071.190,1457186.120,4.115,,1
det,47,infer,1457188.527,1475447.532,18.259,0.130,1
det,48,prep,1475503.773,1479657.611,4.154,,1
det,48,infer,1479659.907,1524296.829,44.637,0.126,1
det,49,prep,1524373.108,1528740.412,4.367,,1
det,49,infer,1528742.949,1547297.754,18.555,0.131,1
det,50,prep,1547362.847,1551468.814,4.106,,1
det,50,infer,1551470.999,1569757.559,18.287,0.132,1
det,51,prep,1569827.912,1574475.701,4.648,,1
det,51,infer,1574478.016,1604028.738,29.551,0.140,1
det,52,prep,1604109.776,1608682.731,4.573,,1
det,52,infer,1608685.564,1627196.016,18.510,0.137,1
det,53,prep,1627272.869,1629893.888,2.621,,1
det,53,infer,1629896.092,1648228.301,18.332,0.115,1
det,54,prep,1648246.745,1652155.580,3.909,,1
det,54,infer,1652157.987,1670243.285,18.085,0.134,1
det,55,prep,1670310.267,1674180.415,3.870,,1
det,55,infer,1674182.804,1692103.673,17.921,0.129,1
det,56,prep,1692167.582,1696672.887,4.505,,1
det,56,infer,1696675.276,1714607.590,17.932,0.124,1
det,57,prep,1714680.554,1721292.835,6.612,,1
det,57,infer,1721295.316,1739301.798,18.006,0.133,1
det,58,prep,1739370.817,1743260.892,3.890,,1
det,58,infer,1743263.299,1761388.134,18.125,0.120,1
det,59,prep,1761399.153,1764794.480,3.395,,1
det,59,infer,1764796.424,1782636.996,17.841,0.114,1
det,60,prep,1782646.867,1786058.749,3.412,,1
det,60,infer,1786060.712,1804157.732,18.097,0.113,1
det,61,prep,1804166.491,1808461.535,4.295,,1
det,61,infer,1808463.183,1826639.482,18.176,0.118,1
det,62,prep,1826722.076,1830350.109,3.628,,1
det,62,infer,1830352.757,1848324.313,17.972,0.120,1
det,63,prep,1848335.442,1850781.070,2.446,,1
det,63,infer,1850782.478,1868811.515,18.029,0.108,1
det,64,prep,1868821.700,1874421.392,5.600,,1
det,64,infer,1874423.689,1892896.529,18.473,0.122,1
det,65,prep,1892965.511,1897207.795,4.242,,1
det,65,infer,1897209.720,1915320.352,18.111,0.131,1
det,66,prep,1915388.353,1920303.942,4.916,,1
det,66,infer,1920306.424,1938331.609,18.025,0.129,1
det,67,prep,1938403.369,1945219.042,6.816,,1
det,67,infer,1945221.579,1963403.248,18.182,0.127,1
det,68,prep,1963467.916,1968557.785,5.090,,1
det,68,infer,1968559.952,1986324.726,17.765,0.123,1
det,69,prep,1986336.226,1991808.102,5.472,,1
det,69,infer,1991810.694,2009573.413,17.763,0.119,1
det,70,prep,2009653.359,2012157.895,2.505,,1
det,70,infer,2012159.765,2029853.076,17.693,0.140,1
det,71,prep,2029862.798,2034841.610,4.979,,1
det,71,infer,2034843.203,2052513.124,17.670,0.115,1
det,72,prep,2052578.662,2056580.572,4.002,,1
det,72,infer,2056583.405,2074964.373,18.381,0.131,1
det,73,prep,2075026.560,2079558.032,4.531,,1
det,73,infer,2079560.069,2097474.124,17.914,0.127,1
det,74,prep,2097544.995,2101447.144,3.902,,1
det,74,infer,2101449.885,2119889.724,18.440,0.127,1
det,75,prep,2119949.947,2127653.262,7.703,,1
det,75,infer,2127655.836,2145563.668,17.908,0.129,1
det,76,prep,2145631.336,2151023.265,5.392,,1
det,76,infer,2151025.228,2169005.228,17.980,0.130,1
det,77,prep,2169064.192,2173473.237,4.409,,1
det,77,infer,2173475.792,2191435.792,17.960,0.133,1
det,78,prep,2191494.052,2195339.330,3.845,,1
det,78,infer,2195341.459,2213761.447,18.420,0.133,1
det,79,prep,2213841.781,2217924.155,4.082,,1
det,79,infer,2217926.266,2235797.709,17.871,0.133,1
det,80,prep,2235858.969,2240139.827,4.281,,1
det,80,infer,2240142.364,2257949.343,17.807,0.142,1
det,81,prep,2258004.769,2262875.525,4.871,,1
det,81,infer,2262877.358,2280864.765,17.987,0.128,1
det,82,prep,2280927.988,2284605.782,3.678,,1
det,82,infer,2284608.523,2302792.507,18.184,0.135,1
det,83,prep,2302867.341,2306267.057,3.400,,1
det,83,infer,2306269.094,2324315.317,18.046,0.121,1
det,84,prep,2324326.151,2329569.633,5.243,,1
det,84,infer,2329572.059,2347464.688,17.893,0.121,1
det,85,prep,2347527.800,2351333.040,3.805,,1
det,85,infer,2351335.317,2369287.280,17.952,0.129,1
det,86,prep,2369358.281,2375568.426,6.210,,1
det,86,infer,2375570.611,2394152.379,18.582,0.130,1
det,87,prep,2394228.880,2399768.608,5.540,,1
det,87,infer,2399770.608,2425354.124,25.584,0.129,1
det,88,prep,2425440.811,2430611.756,5.171,,1
det,88,infer,2430614.367,2449030.965,18.417,0.124,1
det,89,prep,2449123.263,2452387.014,3.264,,1
det,89,infer,2452389.717,2470510.793,18.121,0.124,1
det,90,prep,2470521.627,2473872.064,3.350,,1
det,90,infer,2473873.749,2491872.731,17.999,0.112,1
det,91,prep,2491883.009,2495373.577,3.491,,1
det,91,infer,2495375.892,2513395.115,18.019,0.114,1
det,92,prep,2513458.467,2518788.415,5.330,,1
det,92,infer,2518790.878,2537061.419,18.271,0.128,1
det,93,prep,2537144.864,2543194.044,6.049,,1
det,93,infer,2543197.137,2573588.852,30.392,0.131,1
det,94,prep,2573681.650,2577519.038,3.837,,1
det,94,infer,2577521.353,2596351.735,18.830,0.128,1
det,95,prep,2596415.050,2600819.429,4.404,,1
det,95,infer,2600822.392,2619182.600,18.360,0.130,1
det,96,prep,2619247.971,2623470.847,4.223,,1
det,96,infer,2623473.310,2649359.071,25.886,0.126,1
det,97,prep,2649444.535,2653666.911,4.222,,1
det,97,infer,2653669.688,2672438.384,18.769,0.132,1
det,98,prep,2672503.255,2677374.066,4.871,,1
det,98,infer,2677376.733,2695786.349,18.410,0.135,1
det,99,prep,2695871.943,2702915.007,7.043,,1
det,99,infer,2702917.915,2721519.053,18.601,0.132,1
det,100,prep,2721583.757,2726112.785,4.529,,1
det,100,infer,2726114.674,2744166.008,18.051,0.126,1
det,101,prep,2744245.565,2748870.501,4.625,,1
det,101,infer,2748873.316,2767336.508,18.463,0.131,1
det,102,prep,2767398.434,2774541.111,7.143,,1
det,102,infer,2774542.630,2792591.037,18.048,0.124,1
det,103,prep,2792666.724,2796650.022,3.983,,1
det,103,infer,2796651.799,2814561.575,17.910,0.133,1
