# epoch_wall_clock_ns=1788137687919404626
model,frame_idx,phase,begin_us,end_us,dur_ms,enqueue_ms,ok
det,0,prep,359485.237,371543.232,12.058,,1
det,0,infer,371549.103,404750.989,33.202,0.219,1
det,1,prep,404850.916,408580.546,3.730,,1
det,1,infer,408582.991,427327.179,18.744,0.140,1
det,2,prep,427415.680,435005.498,7.590,,1
det,2,infer,435008.146,453367.087,18.359,0.144,1
det,3,prep,453439.866,454878.314,1.438,,1
det,3,infer,454880.054,473551.371,18.671,0.112,1
det,4,prep,473561.279,477580.617,4.019,,1
det,4,infer,477583.450,495941.854,18.358,0.132,1
det,5,prep,496009.467,500222.585,4.213,,1
det,5,infer,500224.307,519002.052,18.778,0.128,1
det,6,prep,519059.571,522394.176,3.335,,1
det,6,infer,522397.251,540554.985,18.158,0.121,1
det,7,prep,540563.856,544168.521,3.605,,1
det,7,infer,544170.447,562401.220,18.231,0.119,1
det,8,prep,562466.591,565911.958,3.445,,1
det,8,infer,565914.347,584398.068,18.484,0.127,1
det,9,prep,584407.735,589652.776,5.245,,1
det,9,infer,589655.128,607838.660,18.184,0.126,1
det,10,prep,607909.420,611774.070,3.865,,1
det,10,infer,611776.385,629944.379,18.168,0.128,1
det,11,prep,630002.399,634419.946,4.418,,1
det,11,infer,634423.113,652606.663,18.184,0.134,1
det,12,prep,652672.035,658701.625,6.030,,1
det,12,infer,658704.217,677098.197,18.394,0.129,1
det,13,prep,677170.457,682012.678,4.842,,1
det,13,infer,682015.085,700219.691,18.205,0.131,1
det,14,prep,700276.803,704292.141,4.015,,1
det,14,infer,704294.030,722488.561,18.195,0.126,1
det,15,prep,722549.877,728354.575,5.805,,1
det,15,infer,728356.483,746865.186,18.509,0.123,1
det,16,prep,746936.113,750834.930,3.899,,1
det,16,infer,750836.597,769169.372,18.333,0.124,1
det,17,prep,769232.706,773790.663,4.558,,1
det,17,infer,773792.607,792432.516,18.640,0.127,1
det,18,prep,792492.369,799804.404,7.312,,1
det,18,infer,799807.275,818125.030,18.318,0.126,1
det,19,prep,818188.976,821765.529,3.577,,1
det,19,infer,821768.011,840100.045,18.332,0.121,1
det,20,prep,840158.546,842790.918,2.632,,1
det,20,infer,842793.622,861187.805,18.394,0.116,1
det,21,prep,861198.175,865992.414,4.794,,1
det,21,infer,865994.525,884652.971,18.658,0.119,1
det,22,prep,884718.787,890829.749,6.111,,1
det,22,infer,890831.693,909186.690,18.355,0.116,1
det,23,prep,909243.747,912230.236,2.986,,1
det,23,infer,912232.014,930256.895,18.025,0.113,1
det,24,prep,930266.580,933881.893,3.615,,1
det,24,infer,933884.245,952193.427,18.309,0.118,1
det,25,prep,952257.446,957352.874,5.095,,1
det,25,infer,957355.523,975954.968,18.599,0.130,1
det,26,prep,976024.895,980227.995,4.203,,1
det,26,infer,980230.606,998808.792,18.578,0.124,1
det,27,prep,998873.015,1003494.399,4.621,,1
det,27,infer,1003496.510,1021980.176,18.484,0.124,1
det,28,prep,1022039.769,1026643.393,4.604,,1
det,28,infer,1026646.190,1044908.574,18.262,0.123,1
det,29,prep,1044973.835,1050265.710,5.292,,1
det,29,infer,1050267.932,1069076.936,18.809,0.121,1
det,30,prep,1069147.993,1074650.223,5.502,,1
det,30,infer,1074652.872,1092942.627,18.290,0.128,1
det,31,prep,1093004.961,1098476.043,5.471,,1
det,31,infer,1098478.450,1116799.780,18.321,0.119,1
det,32,prep,1116857.891,1120215.016,3.357,,1
det,32,infer,1120218.016,1138634.791,18.417,0.143,1
det,33,prep,1138700.625,1143069.450,4.369,,1
det,33,infer,1143071.709,1161378.483,18.307,0.126,1
det,34,prep,1161442.076,1165532.508,4.090,,1
det,34,infer,1165534.378,1183512.073,17.978,0.118,1
det,35,prep,1183533.388,1188158.679,4.625,,1
det,35,infer,1188160.735,1206453.008,18.292,0.123,1
det,36,prep,1206528.417,1212359.430,5.831,,1
