# epoch_wall_clock_ns=1788137895756038078
model,frame_idx,phase,begin_us,end_us,dur_ms,enqueue_ms,ok
det,202,prep,7374429.632,7381322.848,6.893,,1
det,202,infer,7381325.274,7408581.062,27.256,0.161,1
det,203,prep,7408694.396,7414945.717,6.251,,1
det,203,infer,7414948.754,7439260.624,24.312,0.171,1
det,204,prep,7439353.625,7446091.877,6.738,,1
det,204,infer,7446094.747,7473278.442,27.184,0.166,1
det,205,prep,7473400.443,7480785.405,7.385,,1
det,205,infer,7480788.609,7507145.425,26.357,0.165,1
det,206,prep,7507246.092,7513625.359,6.379,,1
det,206,infer,7513628.155,7538220.528,24.592,0.174,1
det,207,prep,7538427.011,7544757.685,6.331,,1
det,207,infer,7544760.518,7594949.848,50.189,0.158,1
det,208,prep,7595061.812,7600796.350,5.735,,1
det,208,infer,7600799.053,7624569.270,23.770,0.172,1
det,209,prep,7624689.975,7632227.049,7.537,,1
det,209,infer,7632229.623,7655747.189,23.518,0.171,1
det,210,prep,7655863.246,7660582.755,4.720,,1
det,210,infer,7660585.089,7717306.297,56.721,0.167,1
det,211,prep,7717399.168,7722815.018,5.416,,1
det,211,infer,7722817.926,7745849.801,23.032,0.176,1
det,212,prep,7745969.414,7753814.176,7.845,,1
det,212,infer,7753817.250,7778590.421,24.773,0.177,1
det,213,prep,7778702.792,7785342.432,6.640,,1
det,213,infer,7785344.654,7808170.250,22.826,0.170,1
det,214,prep,7808266.899,7815089.689,6.823,,1
det,214,infer,7815092.448,7840444.884,25.352,0.170,1
det,215,prep,7840677.071,7847516.398,6.839,,1
det,215,infer,7847519.139,7872647.980,25.129,0.166,1
det,216,prep,7872769.240,7879296.916,6.528,,1
det,216,infer,7879299.268,7904195.032,24.896,0.166,1
det,217,prep,7904288.181,7911736.236,7.448,,1
det,217,infer,7911739.422,7938188.257,26.449,0.167,1
det,218,prep,7938293.091,7947281.106,8.988,,1
det,218,infer,7947283.939,7969821.514,22.538,0.169,1
det,219,prep,7969931.200,7976815.527,6.884,,1
det,219,infer,7976818.268,8001200.454,24.382,0.166,1
det,220,prep,8001282.417,8005753.499,4.471,,1
det,220,infer,8005756.202,8034279.373,28.523,0.172,1
det,221,prep,8034358.892,8042011.227,7.652,,1
det,221,infer,8042014.209,8068349.728,26.336,0.175,1
det,222,prep,8068436.025,8075554.855,7.119,,1
det,222,infer,8075557.984,8101942.578,26.385,0.167,1
det,223,prep,8102058.283,8110336.180,8.278,,1
det,223,infer,8110338.624,8134652.587,24.314,0.169,1
det,224,prep,8134773.273,8138671.219,3.898,,1
det,224,infer,8138674.201,8167182.297,28.508,0.151,1
det,225,prep,8167191.482,8172739.167,5.548,,1
det,225,infer,8172742.315,8200434.996,27.693,0.158,1
det,226,prep,8200555.534,8205997.477,5.442,,1
det,226,infer,8206000.366,8224442.066,18.442,0.177,1
det,227,prep,8224540.345,8230050.566,5.510,,1
det,227,infer,8230053.548,8252189.248,22.136,0.159,1
det,228,prep,8252297.749,8258012.416,5.715,,1
det,228,infer,8258014.416,8283601.224,25.587,0.161,1
det,229,prep,8283693.836,8293057.799,9.364,,1
det,229,infer,8293061.095,8318242.936,25.182,0.168,1
det,230,prep,8318360.011,8323695.509,5.335,,1
det,230,infer,8323698.601,8354332.348,30.634,0.153,1
det,231,prep,8354430.126,8361137.155,6.707,,1
det,231,infer,8361139.952,8388349.628,27.210,0.165,1
det,232,prep,8388440.351,8396019.036,7.579,,1
det,232,infer,8396021.685,8421374.453,25.353,0.169,1
det,233,prep,8421487.010,8427557.625,6.071,,1
det,233,infer,8427560.607,8453245.601,25.685,0.163,1
det,234,prep,8453366.732,8460991.085,7.624,,1
det,234,infer,8460993.640,8485812.292,24.819,0.167,1
det,235,prep,8485914.275,8491935.464,6.021,,1
det,235,infer,8491938.612,8518276.631,26.338,0.166,1
det,236,prep,8518483.003,8525349.349,6.866,,1
det,236,infer,8525352.182,8551170.844,25.819,0.167,1
det,237,prep,8551289.660,8557815.484,6.526,,1
det,237,infer,8557818.521,8582311.373,24.493,0.166,1
det,238,prep,8582403.634,8590792.401,8.389,,1
det,238,infer,8590794.605,8618503.508,27.709,0.164,1
det,239,prep,8618613.713,8625267.741,6.654,,1
det,239,infer,8625270.982,8660616.738,35.346,0.167,1
det,240,prep,8660732.073,8667486.991,6.755,,1
det,240,infer,8667489.806,8690339.698,22.850,0.169,1
det,241,prep,8690452.143,8695440.248,4.988,,1
det,241,infer,8695443.452,8718782.460,23.339,0.167,1
det,242,prep,8718891.257,8724926.743,6.035,,1
det,242,infer,8724929.391,8774977.755,50.048,0.167,1
det,243,prep,8775093.311,8779430.854,4.338,,1
det,243,infer,8779432.854,8802284.227,22.851,0.160,1
det,244,prep,8802298.709,8810984.554,8.686,,1
det,244,infer,8810987.036,8836109.061,25.122,0.166,1
det,245,prep,8836232.859,8844239.919,8.007,,1
det,245,infer,8844242.697,8867411.518,23.169,0.163,1
det,246,prep,8867524.500,8877487.358,9.963,,1
det,246,infer,8877489.839,8900272.546,22.783,0.168,1
det,247,prep,8900393.825,8906939.204,6.545,,1
det,247,infer,8906941.908,8929577.649,22.636,0.169,1
det,248,prep,8929661.317,8936985.445,7.324,,1
det,248,infer,8936988.945,8962986.219,25.997,0.172,1
det,249,prep,8963199.351,8969341.393,6.142,,1
det,249,infer,8969343.727,8995244.649,25.901,0.162,1
det,250,prep,8995324.742,9000877.593,5.553,,1
