# epoch_wall_clock_ns=1788137831546287877
model,frame_idx,phase,begin_us,end_us,dur_ms,enqueue_ms,ok
pose,0,prep,471147.479,483239.671,12.092,,1
pose,0,infer,483243.116,519110.411,35.867,0.211,1
pose,1,prep,519205.709,522889.435,3.684,,1
pose,1,infer,522893.176,542239.321,19.346,0.144,1
pose,2,prep,542328.137,549852.111,7.524,,1
pose,2,infer,549854.352,568630.620,18.776,0.152,1
pose,3,prep,568711.029,570167.730,1.457,,1
pose,3,infer,570169.360,589213.076,19.044,0.161,1
pose,4,prep,589224.039,593232.029,4.008,,1
pose,4,infer,593234.881,612236.318,19.001,0.142,1
pose,5,prep,612304.541,616492.496,4.188,,1
pose,5,infer,616494.904,635483.582,18.989,0.143,1
pose,6,prep,635551.731,638919.880,3.368,,1
pose,6,infer,638922.176,658081.653,19.159,0.136,1
pose,7,prep,658092.356,661651.100,3.559,,1
pose,7,infer,661653.323,680334.886,18.682,0.139,1
pose,8,prep,680396.387,683854.722,3.458,,1
pose,8,infer,683856.500,702773.900,18.917,0.137,1
pose,9,prep,702783.955,707963.144,5.179,,1
pose,9,infer,707965.533,726660.115,18.695,0.139,1
pose,10,prep,726735.727,730618.549,3.883,,1
pose,10,infer,730620.771,749443.651,18.823,0.146,1
pose,11,prep,749503.374,753936.905,4.434,,1
pose,11,infer,753939.350,773001.658,19.062,0.146,1
pose,12,prep,773078.863,779158.210,6.079,,1
pose,12,infer,779161.358,798172.499,19.011,0.149,1
pose,13,prep,798251.019,803073.907,4.823,,1
pose,13,infer,803076.277,821756.322,18.680,0.142,1
pose,14,prep,821818.582,825814.312,3.996,,1
pose,14,infer,825816.738,844687.971,18.871,0.148,1
pose,15,prep,844755.842,850640.464,5.885,,1
pose,15,infer,850643.316,869530.197,18.887,0.151,1
pose,16,prep,869599.790,873508.964,3.909,,1
pose,16,infer,873511.057,892523.920,19.013,0.146,1
pose,17,prep,892593.347,897079.805,4.486,,1
pose,17,infer,897082.157,916019.186,18.937,0.146,1
pose,18,prep,916087.372,923414.900,7.328,,1
pose,18,infer,923417.789,942458.264,19.040,0.147,1
pose,19,prep,942521.598,946122.287,3.601,,1
pose,19,infer,946124.898,978885.899,32.761,0.168,1
pose,20,prep,978968.214,981743.264,2.775,,1
pose,20,infer,981745.950,1001190.540,19.445,0.151,1
pose,21,prep,1001203.392,1006040.466,4.837,,1
pose,21,infer,1006043.021,1024766.270,18.723,0.140,1
pose,22,prep,1024845.253,1030946.507,6.101,,1
pose,22,infer,1030949.007,1050010.705,19.062,0.148,1
pose,23,prep,1050079.409,1053121.425,3.042,,1
pose,23,infer,1053123.536,1072092.918,18.969,0.139,1
pose,24,prep,1072102.955,1075735.996,3.633,,1
pose,24,infer,1075737.941,1094713.230,18.975,0.138,1
pose,25,prep,1094788.805,1099844.695,5.056,,1
pose,25,infer,1099847.195,1118629.630,18.782,0.147,1
pose,26,prep,1118694.150,1122878.623,4.184,,1
pose,26,infer,1122881.012,1141728.837,18.848,0.145,1
pose,27,prep,1141803.004,1146472.335,4.669,,1
pose,27,infer,1146479.390,1165316.826,18.837,0.148,1
pose,28,prep,1165383.605,1169941.286,4.558,,1
pose,28,infer,1169943.878,1188832.815,18.889,0.148,1
pose,29,prep,1188906.279,1194164.338,5.258,,1
pose,29,infer,1194166.931,1213223.684,19.057,0.167,1
pose,30,prep,1213295.166,1218820.803,5.526,,1
pose,30,infer,1218823.284,1237722.943,18.900,0.150,1
pose,31,prep,1237787.888,1243257.820,5.470,,1
pose,31,infer,1243260.431,1271185.711,27.925,0.146,1
pose,32,prep,1271263.712,1274700.751,3.437,,1
pose,32,infer,1274703.473,1293926.635,19.223,0.148,1
pose,33,prep,1294006.932,1298407.093,4.400,,1
pose,33,infer,1298409.575,1317670.312,19.261,0.150,1
pose,34,prep,1317738.127,1321872.359,4.134,,1
pose,34,infer,1321874.730,1340992.780,19.118,0.142,1
pose,35,prep,1341004.446,1345644.388,4.640,,1
pose,35,infer,1345646.758,1364791.734,19.145,0.148,1
pose,36,prep,1364896.976,1370792.321,5.895,,1
pose,36,infer,1370794.784,1389892.704,19.098,0.148,1
pose,37,prep,1389955.353,1397692.292,7.737,,1
pose,37,infer,1397694.774,1416861.602,19.167,0.146,1
pose,38,prep,1416924.677,1421507.322,4.583,,1
pose,38,infer,1421509.322,1440920.949,19.412,0.147,1
pose,39,prep,1440998.561,1444459.748,3.461,,1
pose,39,infer,1444461.971,1463202.701,18.741,0.143,1
pose,40,prep,1463263.998,1466317.922,3.054,,1
pose,40,infer,1466320.311,1485268.284,18.948,0.137,1
pose,41,prep,1485279.784,1490461.158,5.181,,1
pose,41,infer,1490463.047,1509594.522,19.131,0.135,1
pose,42,prep,1509671.708,1514034.832,4.363,,1
pose,42,infer,1514037.535,1533504.089,19.467,0.143,1
pose,43,prep,1533592.534,1538266.124,4.674,,1
pose,43,infer,1538269.143,1567845.403,29.576,0.148,1
pose,44,prep,1567926.941,1574059.048,6.132,,1
pose,44,infer,1574061.770,1593329.377,19.268,0.136,1
pose,45,prep,1593407.118,1598708.919,5.302,,1
pose,45,infer,1598711.049,1617650.448,18.939,0.148,1
pose,46,prep,1617713.004,1622524.947,4.812,,1
pose,46,infer,1622527.392,1641690.516,19.163,0.150,1
pose,47,prep,1641771.554,1645847.156,4.076,,1
pose,47,infer,1645849.804,1664867.686,19.018,0.146,1
pose,48,prep,1664932.575,1669036.511,4.104,,1
pose,48,infer,1669039.677,1687934.798,18.895,0.149,1
pose,49,prep,1688011.373,1692289.255,4.278,,1
pose,49,infer,1692291.848,1711244.692,18.953,0.140,1
pose,50,prep,1711315.933,1715391.590,4.076,,1
pose,50,infer,1715394.053,1734200.062,18.806,0.145,1
pose,51,prep,1734281.304,1738947.246,4.666,,1
pose,51,infer,1738949.968,1757763.588,18.814,0.157,1
pose,52,prep,1757838.126,1762321.714,4.484,,1
pose,52,infer,1762323.843,1781309.947,18.986,0.148,1
pose,53,prep,1781381.948,1783978.866,2.597,,1
pose,53,infer,1783980.829,1802816.172,18.835,0.134,1
pose,54,prep,1802827.024,1806752.068,3.925,,1
pose,54,infer,1806753.994,1825495.650,18.742,0.138,1
pose,55,prep,1825564.225,1829409.935,3.846,,1
pose,55,infer,1829413.046,1848062.868,18.650,0.141,1
pose,56,prep,1848123.351,1852580.771,4.457,,1
pose,56,infer,1852583.531,1871395.318,18.812,0.141,1
pose,57,prep,1871468.892,1878022.337,6.553,,1
pose,57,infer,1878025.263,1896617.769,18.593,0.149,1
pose,58,prep,1896700.807,1900615.944,3.915,,1
pose,58,infer,1900618.426,1918993.893,18.375,0.140,1
pose,59,prep,1919004.763,1922429.339,3.425,,1
pose,59,infer,1922431.080,1941028.846,18.598,0.126,1
pose,60,prep,1941037.920,1944504.255,3.466,,1
pose,60,infer,1944506.756,1963095.151,18.588,0.127,1
pose,61,prep,1963104.503,1967423.941,4.319,,1
pose,61,infer,1967426.589,1986007.632,18.581,0.138,1
pose,62,prep,1986094.281,1989672.711,3.578,,1
pose,62,infer,1989674.840,2025827.175,36.152,0.137,1
pose,63,prep,2025839.786,2028364.685,2.525,,1
pose,63,infer,2028366.315,2047370.363,19.004,0.131,1
pose,64,prep,2047381.437,2053124.076,5.743,,1
pose,64,infer,2053126.132,2071442.247,18.316,0.138,1
pose,65,prep,2071518.581,2075722.628,4.204,,1
pose,65,infer,2075725.351,2094355.135,18.630,0.144,1
pose,66,prep,2094424.784,2099332.673,4.908,,1
pose,66,infer,2099335.044,2117864.123,18.529,0.141,1
pose,67,prep,2117929.143,2124723.997,6.795,,1
pose,67,infer,2124726.238,2143251.540,18.525,0.145,1
pose,68,prep,2143311.856,2148420.747,5.109,,1
pose,68,infer,2148422.951,2166981.901,18.559,0.140,1
pose,69,prep,2166991.716,2172470.482,5.479,,1
pose,69,infer,2172472.519,2191028.043,18.556,0.131,1
pose,70,prep,2191106.026,2193633.740,2.528,,1
pose,70,infer,2193635.666,2212045.818,18.410,0.134,1
pose,71,prep,2212055.392,2217037.338,4.982,,1
pose,71,infer,2217038.856,2235619.918,18.581,0.129,1
pose,72,prep,2235689.530,2239653.019,3.963,,1
pose,72,infer,2239654.723,2258328.268,18.674,0.138,1
pose,73,prep,2258399.879,2262962.172,4.562,,1
pose,73,infer,2262964.727,2281431.177,18.466,0.144,1
pose,74,prep,2281494.252,2285247.794,3.754,,1
pose,74,infer,2285249.887,2320455.007,35.205,0.136,1
pose,75,prep,2320541.175,2328332.763,7.792,,1
pose,75,infer,2328335.763,2347348.793,19.013,0.149,1
pose,76,prep,2347432.683,2352822.651,5.390,,1
pose,76,infer,2352825.836,2371027.579,18.202,0.145,1
pose,77,prep,2371113.210,2375501.685,4.388,,1
pose,77,infer,2375504.056,2393933.672,18.430,0.138,1
pose,78,prep,2393997.839,2397836.586,3.839,,1
pose,78,infer,2397838.660,2416346.925,18.508,0.145,1
pose,79,prep,2416417.241,2420432.860,4.016,,1
pose,79,infer,2420434.934,2438831.161,18.396,0.143,1
pose,80,prep,2438906.328,2443201.562,4.295,,1
