# epoch_wall_clock_ns=1788139391965607827
model,frame_idx,phase,begin_us,end_us,dur_ms,enqueue_ms,ok
det,0,prep,1272778.911,1293812.885,21.034,,1
det,0,infer,1293827.459,1326937.844,33.110,0.481,1
det,1,prep,1327085.297,1332163.859,5.079,,1
det,1,infer,1332166.693,1354533.959,22.367,0.173,1
det,2,prep,1354668.169,1365217.463,10.549,,1
det,2,infer,1365220.371,1387469.408,22.249,0.179,1
det,3,prep,1387588.211,1393233.470,5.645,,1
det,3,infer,1393236.692,1415692.778,22.456,0.183,1
det,4,prep,1415706.149,1421487.545,5.781,,1
det,4,infer,1421490.304,1446411.982,24.922,0.164,1
det,5,prep,1446626.641,1452274.900,5.648,,1
det,5,infer,1452278.030,1481643.867,29.366,0.165,1
det,6,prep,1481740.687,1486164.567,4.424,,1
det,6,infer,1486166.826,1511936.159,25.769,0.188,1
det,7,prep,1511951.049,1516818.193,4.867,,1
det,7,infer,1516820.842,1544449.735,27.629,0.206,1
det,8,prep,1544545.018,1549090.257,4.545,,1
det,8,infer,1549094.146,1575902.348,26.808,0.163,1
det,9,prep,1575916.293,1582854.250,6.938,,1
det,9,infer,1582857.009,1608087.351,25.230,0.196,1
det,10,prep,1608299.622,1613492.431,5.193,,1
det,10,infer,1613495.264,1640520.219,27.025,0.148,1
det,11,prep,1640616.076,1646539.998,5.924,,1
det,11,infer,1646543.183,1675257.689,28.715,0.285,1
det,12,prep,1675356.435,1683497.270,8.141,,1
det,12,infer,1683499.492,1708978.328,25.479,0.163,1
det,13,prep,1709180.172,1716073.960,6.894,,1
det,13,infer,1716075.738,1741212.686,25.137,0.161,1
det,14,prep,1741402.807,1747172.073,5.769,,1
det,14,infer,1747188.388,1775226.415,28.038,0.172,1
det,15,prep,1775316.419,1783146.867,7.830,,1
det,15,infer,1783149.682,1809741.299,26.592,0.167,1
det,16,prep,1809852.601,1814981.296,5.129,,1
det,16,infer,1814984.222,1840947.492,25.963,0.330,1
det,17,prep,1841053.868,1847017.625,5.964,,1
det,17,infer,1847020.292,1873058.472,26.038,0.173,1
det,18,prep,1873176.497,1883847.872,10.671,,1
det,18,infer,1883850.649,1909698.839,25.848,0.177,1
det,19,prep,1909797.214,1914504.498,4.707,,1
det,19,infer,1914506.776,1941769.984,27.263,0.157,1
det,20,prep,1941844.710,1944605.818,2.761,,1
det,20,infer,1944608.040,1973361.604,28.754,0.128,1
det,21,prep,1973368.049,1978337.680,4.970,,1
det,21,infer,1978339.569,2002882.375,24.543,0.130,1
det,22,prep,2002966.398,2009355.473,6.389,,1
det,22,infer,2009358.048,2035492.048,26.134,0.131,1
det,23,prep,2035573.404,2038645.751,3.072,,1
det,23,infer,2038647.843,2066391.169,27.743,0.131,1
det,24,prep,2066405.059,2070214.036,3.809,,1
det,24,infer,2070215.814,2095461.212,25.245,0.132,1
det,25,prep,2095546.328,2100715.488,5.169,,1
det,25,infer,2100718.229,2125078.266,24.360,0.137,1
det,26,prep,2125181.827,2129554.297,4.372,,1
det,26,infer,2129560.853,2158712.789,29.152,0.134,1
det,27,prep,2158795.997,2163537.339,4.741,,1
det,27,infer,2163539.654,2188788.571,25.249,0.133,1
det,28,prep,2188872.927,2193617.843,4.745,,1
det,28,infer,2193620.102,2218858.500,25.238,0.135,1
det,29,prep,2218946.338,2224384.179,5.438,,1
det,29,infer,2224387.253,2253693.123,29.306,0.143,1
det,30,prep,2253779.369,2259464.500,5.685,,1
det,30,infer,2259467.278,2282974.252,23.507,0.138,1
det,31,prep,2283057.293,2288653.698,5.596,,1
det,31,infer,2288655.994,2315471.623,26.816,0.162,1
det,32,prep,2315552.331,2319065.423,3.513,,1
det,32,infer,2319068.256,2379811.813,60.744,0.136,1
det,33,prep,2379895.428,2384295.196,4.400,,1
det,33,infer,2384297.437,2409605.431,25.308,0.145,1
det,34,prep,2409693.769,2413919.621,4.226,,1
det,34,infer,2413922.028,2438399.368,24.477,0.136,1
det,35,prep,2438411.646,2443226.676,4.815,,1
det,35,infer,2443229.158,2472110.432,28.881,0.141,1
det,36,prep,2472206.974,2478124.488,5.918,,1
det,36,infer,2478127.155,2503191.655,25.064,0.208,1
det,37,prep,2503272.937,2511197.131,7.924,,1
det,37,infer,2511198.890,2535641.746,24.443,0.136,1
det,38,prep,2535714.102,2540557.263,4.843,,1
det,38,infer,2540559.652,2571666.839,31.107,0.130,1
det,39,prep,2571744.844,2575303.697,3.559,,1
det,39,infer,2575305.493,2602772.193,27.467,0.133,1
det,40,prep,2602848.068,2605938.600,3.091,,1
det,40,infer,2605940.860,2632528.106,26.587,0.131,1
det,41,prep,2632541.533,2637866.405,5.325,,1
det,41,infer,2637868.868,2663275.811,25.407,0.128,1
det,42,prep,2663358.223,2667820.957,4.463,,1
det,42,infer,2667823.735,2692721.745,24.898,0.134,1
det,43,prep,2692799.527,2697485.291,4.686,,1
det,43,infer,2697487.569,2725665.899,28.178,0.137,1
det,44,prep,2725759.385,2731960.692,6.201,,1
det,44,infer,2731963.692,2757316.374,25.353,0.132,1
det,45,prep,2757415.731,2762765.141,5.349,,1
det,45,infer,2762767.327,2790049.646,27.282,0.147,1
det,46,prep,2790154.911,2795035.834,4.881,,1
det,46,infer,2795038.482,2820576.118,25.538,0.148,1
det,47,prep,2820689.124,2826664.697,5.976,,1
det,47,infer,2826666.512,2867538.637,40.872,0.109,1
det,48,prep,2867634.549,2871897.699,4.263,,1
det,48,infer,2871900.607,2900561.943,28.661,0.148,1
det,49,prep,2900663.912,2905034.993,4.371,,1
det,49,infer,2905037.623,2930787.121,25.749,0.144,1
det,50,prep,2930891.164,2935007.695,4.117,,1
det,50,infer,2935010.306,2961872.770,26.862,0.144,1
det,51,prep,2961969.979,2966695.894,4.726,,1
det,51,infer,2966698.912,2992318.756,25.620,0.147,1
det,52,prep,2992412.539,2996976.964,4.564,,1
det,52,infer,2996979.482,3024097.997,27.119,0.145,1
det,53,prep,3024193.169,3026816.677,2.624,,1
det,53,infer,3026819.455,3057195.752,30.376,0.130,1
det,54,prep,3057206.382,3061266.817,4.060,,1
det,54,infer,3061269.447,3088868.043,27.599,0.137,1
det,55,prep,3088976.123,3092880.754,3.905,,1
det,55,infer,3092883.031,3118573.935,25.691,0.168,1
det,56,prep,3118665.458,3123247.291,4.582,,1
det,56,infer,3123249.791,3148020.461,24.771,0.140,1
det,57,prep,3148112.188,3154780.445,6.668,,1
det,57,infer,3154782.908,3177529.286,22.746,0.145,1
det,58,prep,3177625.754,3181588.462,3.963,,1
det,58,infer,3181590.851,3211076.602,29.486,0.133,1
det,59,prep,3211089.861,3214575.470,3.486,,1
det,59,infer,3214577.730,3240117.736,25.540,0.130,1
