run_id,use_det,use_seg,use_pose,batch,threshold,timeout_ms,priority_det,priority_seg,priority_pose,det_latency_ms,seg_latency_ms,pose_latency_ms,cpu_percent,mem_percent,voluntary_ctx_switches,nonvoluntary_ctx_switches,npu_percent
2,1,1,1,1,1,0,15,31,31,131.592811,86.007357,85.811651,12.721,13.0893,2296,455,87.2185
3,1,1,1,1,1,0,15,31,31,131.518017,86.265573,85.203312,12.5925,13.1245,2291,418,87.0662
1,1,1,1,1,1,0,31,0,0,78.273392,127.202325,127.289424,13.6169,13.1214,2293,397,93.2492
2,1,1,1,1,1,0,31,0,0,78.224521,127.425899,126.649917,13.5634,13.3616,2287,394,93.3050
3,1,1,1,1,1,0,31,0,0,78.169900,127.113123,127.139387,13.5584,13.2116,2290,452,93.2842
1,1,1,1,1,1,0,31,0,15,71.905828,130.551956,71.447158,13.0887,13.1954,2292,416,88.7092
2,1,1,1,1,1,0,31,0,15,72.112953,130.724042,72.588935,12.598,13.1343,2283,459,88.7969
3,1,1,1,1,1,0,31,0,15,71.994547,130.774176,71.574619,12.8037,13.09,2295,412,88.7285
1,1,1,1,1,1,0,31,0,31,72.048359,130.756688,72.461379,12.7256,13.0231,2290,423,88.7915
2,1,1,1,1,1,0,31,0,31,71.940270,130.945945,71.627494,13.2714,13.4175,2291,450,88.6554
3,1,1,1,1,1,0,31,0,31,72.032146,130.509177,72.494013,12.6164,13.1861,2290,407,88.6562
1,1,1,1,1,1,0,31,15,0,84.037685,85.164630,128.323290,12.9678,13.4037,2288,415,89.2615
2,1,1,1,1,1,0,31,15,0,84.010653,85.160427,128.287286,12.7987,13.1034,2294,461,89.2731
3,1,1,1,1,1,0,31,15,0,84.144584,85.085690,128.350154,12.7711,13.0739,2296,371,89.2615
1,1,1,1,1,1,0,31,15,15,78.275983,127.067578,127.135641,13.1854,13.2044,2293,418,93.3258
2,1,1,1,1,1,0,31,15,15,78.289875,127.020512,127.125004,13.3942,13.2627,2296,388,93.2992
3,1,1,1,1,1,0,31,15,15,78.239602,127.524756,126.597362,13.0979,13.2667,2292,458,93.2858
1,1,1,1,1,1,0,31,15,31,71.852832,130.888297,71.588955,12.6161,13.2336,2297,428,88.7138
2,1,1,1,1,1,0,31,15,31,72.066429,130.848499,71.630390,12.459,13.1721,2290,418,88.6923
3,1,1,1,1,1,0,31,15,31,71.882789,130.656026,71.514881,12.6437,13.1111,2293,452,88.7323
1,1,1,1,1,1,0,31,31,0,83.979340,85.010795,128.213432,12.9211,13.2972,2291,421,89.1408
2,1,1,1,1,1,0,31,31,0,84.148539,84.234574,128.246927,12.801,13.1754,2296,429,89.1708
3,1,1,1,1,1,0,31,31,0,84.032318,85.103821,128.335939,12.7987,13.3035,2293,429,89.2554
1,1,1,1,1,1,0,31,31,15,84.298533,84.407462,128.267784,12.8698,13.0477,2296,411,89.1369
2,1,1,1,1,1,0,31,31,15,83.963753,85.158780,128.154713,12.6993,12.9517,2291,404,89.1269
3,1,1,1,1,1,0,31,31,15,84.397591,85.109969,128.102365,12.8415,12.896,2297,397,89.2115
1,1,1,1,1,1,0,31,31,31,126.369696,127.501913,126.111371,13.4404,12.9023,2296,455,93.1292
2,1,1,1,1,1,0,31,31,31,126.883969,126.711297,126.636918,13.5286,13.0213,2294,397,93.1650
3,1,1,1,1,1,0,31,31,31,126.176344,127.306537,125.876486,13.4766,13.0215,2293,431,93.0100
