model_count,batch,model,own_pri,max_other_pri,advantage,latency,total_time,fps,hrtt_lat,npu
2.0,10.0,det,31.0,31.0,0.0,1299.63,33.5852,18.393,187.13,94.2109
2.0,10.0,seg,31.0,31.0,0.0,1275.48,33.6513,18.074,267.107,94.2109
2.0,10.0,det,0.0,0.0,0.0,1251.27,31.8962,19.271,193.376,94.9171
2.0,10.0,pose,0.0,0.0,0.0,1189.48,31.9305,19.074,232.892,94.9171
2.0,10.0,det,0.0,0.0,0.0,1240.1,31.5558,19.565,193.557,93.8374
2.0,10.0,pose,0.0,0.0,0.0,1177.49,31.6056,19.245,233.601,93.8374
2.0,10.0,det,0.0,0.0,0.0,1234.79,31.4301,19.646,192.717,96.2703
2.0,10.0,pose,0.0,0.0,0.0,1173.33,31.4797,19.445,230.116,96.2703
2.0,10.0,det,0.0,15.0,-15.0,1291.03,32.2822,11.392,240.646,95.5619
2.0,10.0,pose,15.0,0.0,15.0,626.084,14.6932,26.436,192.35,95.5619
2.0,10.0,det,0.0,15.0,-15.0,1286.61,32.17,11.153,240.167,95.0348
2.0,10.0,pose,15.0,0.0,15.0,623.998,14.6224,26.617,192.452,95.0348
2.0,10.0,det,0.0,15.0,-15.0,1290.68,32.2601,11.354,240.89,95.1532
2.0,10.0,pose,15.0,0.0,15.0,623.532,14.6066,26.532,192.44,95.1532
2.0,10.0,det,0.0,31.0,-31.0,1290.47,32.251,11.408,241.564,95.2594
2.0,10.0,pose,31.0,0.0,31.0,625.83,14.668,26.474,193.407,95.2594
2.0,10.0,det,0.0,31.0,-31.0,1298.16,32.5015,10.026,256.281,97.2245
2.0,10.0,pose,31.0,0.0,31.0,641.618,14.9978,26.99,200.918,97.2245
2.0,10.0,det,0.0,31.0,-31.0,1312.42,32.8064,10.013,259.413,95.6488
2.0,10.0,pose,31.0,0.0,31.0,639.035,15.0272,26.53,197.06,95.6488
2.0,10.0,det,15.0,0.0,15.0,568.305,12.576,26.53,159.675,96.215
2.0,10.0,pose,0.0,15.0,-15.0,1186.39,30.4371,14.586,318.553,96.215
2.0,10.0,det,15.0,0.0,15.0,565.566,12.5076,26.486,159.287,96.385
2.0,10.0,pose,0.0,15.0,-15.0,1187.24,30.4598,14.719,313.485,96.385
2.0,10.0,det,15.0,0.0,15.0,564.689,12.4862,26.493,159.078,96.298
2.0,10.0,pose,0.0,15.0,-15.0,1208.16,30.6904,14.132,349.434,96.298
2.0,10.0,det,15.0,15.0,0.0,1248.38,31.8183,19.248,193.273,95.1181
2.0,10.0,pose,15.0,15.0,0.0,1189.02,31.8684,19.13,234.057,95.1181
2.0,10.0,det,15.0,15.0,0.0,1248.48,31.7331,19.396,193.087,94.8352
2.0,10.0,pose,15.0,15.0,0.0,1184.6,31.6579,19.396,235.737,94.8352
2.0,10.0,det,15.0,15.0,0.0,1263.0,32.1065,18.916,196.365,94.639
2.0,10.0,pose,15.0,15.0,0.0,1195.15,32.0462,19.034,237.054,94.639
2.0,10.0,det,15.0,31.0,-16.0,1292.26,32.2781,11.304,241.863,95.5184
2.0,10.0,pose,31.0,15.0,16.0,626.335,14.6879,26.506,193.773,95.5184
2.0,10.0,det,15.0,31.0,-16.0,1289.96,32.311,11.094,237.054,95.3706
2.0,10.0,pose,31.0,15.0,16.0,635.003,14.8787,26.476,194.254,95.3706
2.0,10.0,det,15.0,31.0,-16.0,1288.85,32.2392,11.42,240.012,95.2613
2.0,10.0,pose,31.0,15.0,16.0,626.317,14.6948,26.503,192.979,95.2613
2.0,10.0,det,31.0,0.0,31.0,564.533,12.4813,26.492,158.798,96.342
2.0,10.0,pose,0.0,31.0,-31.0,1187.05,30.3123,14.919,322.332,96.342
2.0,10.0,det,31.0,0.0,31.0,565.876,12.5093,26.99,159.231,98.0676
2.0,10.0,pose,0.0,31.0,-31.0,1179.16,30.1571,14.598,321.944,98.0676
2.0,10.0,det,31.0,0.0,31.0,564.805,12.4969,27.009,159.262,98.1014
2.0,10.0,pose,0.0,31.0,-31.0,1177.45,30.1573,14.447,323.959,98.1014
2.0,10.0,det,31.0,15.0,16.0,564.863,12.4915,26.53,159.148,96.3577
2.0,10.0,pose,15.0,31.0,-16.0,1190.63,30.4314,14.704,321.47,96.3577
2.0,10.0,det,31.0,15.0,16.0,566.342,12.5289,26.95,159.36,98.1652
2.0,10.0,pose,15.0,31.0,-16.0,1170.97,30.0369,14.817,315.291,98.1652
2.0,10.0,det,31.0,15.0,16.0,565.588,12.5063,26.459,159.308,96.509
2.0,10.0,pose,15.0,31.0,-16.0,1195.06,30.5004,14.625,329.821,96.509
2.0,10.0,det,31.0,31.0,0.0,1249.69,31.7963,19.304,193.904,95.0739
2.0,10.0,pose,31.0,31.0,0.0,1188.74,31.845,19.265,237.509,95.0739
2.0,10.0,det,31.0,31.0,0.0,1245.16,31.6785,19.394,192.275,94.4832
2.0,10.0,pose,31.0,31.0,0.0,1183.44,31.7131,19.394,235.082,94.4832
2.0,10.0,det,31.0,31.0,0.0,1243.49,31.677,19.389,190.32,94.62
2.0,10.0,pose,31.0,31.0,0.0,1181.6,31.7255,19.35,233.655,94.62
2.0,10.0,seg,0.0,0.0,0.0,1357.25,35.5896,16.29,306.93,95.974
2.0,10.0,pose,0.0,0.0,0.0,1310.48,35.5384,16.25,266.975,95.974
2.0,10.0,seg,0.0,0.0,0.0,1334.85,35.151,16.531,294.067,97.5312
2.0,10.0,pose,0.0,0.0,0.0,1286.05,35.0803,16.571,251.636,97.5312
2.0,10.0,seg,0.0,0.0,0.0,1356.94,35.6304,16.146,304.588,96.3774
2.0,10.0,pose,0.0,0.0,0.0,1311.61,35.56,16.342,266.068,96.3774
2.0,10.0,seg,0.0,15.0,-15.0,1368.57,34.9731,8.447,484.116,98.5638
2.0,10.0,pose,15.0,0.0,15.0,623.628,14.592,26.942,192.655,98.5638
2.0,10.0,seg,0.0,15.0,-15.0,1393.9,35.4671,8.208,516.326,97.1243
2.0,10.0,pose,15.0,0.0,15.0,627.16,14.6986,26.432,194.76,97.1243
2.0,10.0,seg,0.0,15.0,-15.0,1389.0,35.4585,8.359,490.053,97.2066
2.0,10.0,pose,15.0,0.0,15.0,631.526,14.8143,26.41,193.991,97.2066
2.0,10.0,seg,0.0,31.0,-31.0,1393.61,35.4423,8.146,518.348,96.8731
2.0,10.0,pose,31.0,0.0,31.0,633.263,14.785,26.484,197.374,96.8731
2.0,10.0,seg,0.0,31.0,-31.0,1403.89,35.6564,7.687,547.991,96.422
2.0,10.0,pose,31.0,0.0,31.0,636.879,14.9283,26.668,197.593,96.422
2.0,10.0,seg,0.0,31.0,-31.0,1387.05,35.3338,8.489,492.949,96.8668
2.0,10.0,pose,31.0,0.0,31.0,628.535,14.7286,26.45,192.857,96.8668
2.0,10.0,seg,15.0,0.0,15.0,796.594,18.4407,26.523,246.551,96.9715
2.0,10.0,pose,0.0,15.0,-15.0,1281.51,34.3717,5.675,477.952,96.9715
2.0,10.0,seg,15.0,0.0,15.0,801.848,18.6236,26.565,246.112,97.0356
2.0,10.0,pose,0.0,15.0,-15.0,1280.43,34.3831,5.605,483.799,97.0356
2.0,10.0,seg,15.0,0.0,15.0,801.918,18.6046,26.547,246.591,96.9529
2.0,10.0,pose,0.0,15.0,-15.0,1282.33,34.3926,5.601,489.06,96.9529
2.0,10.0,seg,15.0,15.0,0.0,1347.44,35.3626,16.314,298.002,96.0423
2.0,10.0,pose,15.0,15.0,0.0,1299.91,35.3113,16.59,263.834,96.0423
2.0,10.0,seg,15.0,15.0,0.0,1348.59,35.4309,16.247,301.454,95.8826
2.0,10.0,pose,15.0,15.0,0.0,1304.4,35.3602,16.524,266.607,95.8826
2.0,10.0,seg,15.0,15.0,0.0,1348.91,35.5107,16.217,295.538,96.2723
2.0,10.0,pose,15.0,15.0,0.0,1302.01,35.4401,16.531,261.13,96.2723
2.0,10.0,seg,15.0,31.0,-16.0,1380.71,35.2142,8.462,485.816,96.5806
2.0,10.0,pose,31.0,15.0,16.0,627.023,14.6832,26.612,192.665,96.5806
2.0,10.0,seg,15.0,31.0,-16.0,1392.67,35.5463,7.934,509.4,96.7231
2.0,10.0,pose,31.0,15.0,16.0,628.108,14.7352,26.567,194.148,96.7231
2.0,10.0,seg,15.0,31.0,-16.0,1388.72,35.2273,8.682,505.645,96.9162
2.0,10.0,pose,31.0,15.0,16.0,623.241,14.5769,26.44,192.621,96.9162
2.0,10.0,seg,31.0,0.0,31.0,802.631,18.6319,27.123,246.376,98.2506
2.0,10.0,pose,0.0,31.0,-31.0,1263.75,34.0588,5.279,481.833,98.2506
2.0,10.0,seg,31.0,0.0,31.0,802.16,18.5996,27.086,246.638,98.3906
2.0,10.0,pose,0.0,31.0,-31.0,1263.71,34.0681,5.272,483.226,98.3906
2.0,10.0,seg,31.0,0.0,31.0,816.923,19.016,26.462,251.391,97.0788
2.0,10.0,pose,0.0,31.0,-31.0,1292.2,34.8035,4.876,517.946,97.0788
2.0,10.0,seg,31.0,15.0,16.0,811.436,18.865,26.581,250.468,96.9115
2.0,10.0,pose,15.0,31.0,-16.0,1285.75,34.547,5.056,524.635,96.9115
2.0,10.0,seg,31.0,15.0,16.0,809.356,18.7946,26.411,248.543,97.36
2.0,10.0,pose,15.0,31.0,-16.0,1289.7,34.6988,5.141,504.865,97.36
2.0,10.0,seg,31.0,15.0,16.0,803.674,18.5789,26.448,250.188,97.2897
2.0,10.0,pose,15.0,31.0,-16.0,1287.61,34.5144,5.541,501.146,97.2897
2.0,10.0,seg,31.0,31.0,0.0,1356.32,35.5779,16.281,303.253,96.3137
2.0,10.0,pose,31.0,31.0,0.0,1316.1,35.6314,16.163,270.838,96.3137
2.0,10.0,seg,31.0,31.0,0.0,1348.8,35.4117,16.359,302.635,95.4383
2.0,10.0,pose,31.0,31.0,0.0,1301.17,35.3413,16.438,260.14,95.4383
2.0,10.0,seg,31.0,31.0,0.0,1362.15,35.8359,15.973,299.5,96.2646
2.0,10.0,pose,31.0,31.0,0.0,1311.55,35.7651,16.13,262.865,96.2646
2.0,50.0,det,0.0,0.0,0.0,5813.09,34.1881,17.239,1038.556,98.8715
2.0,50.0,seg,0.0,0.0,0.0,6015.71,34.6819,16.675,1399.134,98.8715
2.0,50.0,det,0.0,0.0,0.0,5729.16,33.8345,17.854,1043.65,98.3818
2.0,50.0,seg,0.0,0.0,0.0,5957.07,34.3306,16.547,1394.233,98.3818
2.0,50.0,det,0.0,0.0,0.0,5756.9,33.9168,17.777,1058.803,98.4826
2.0,50.0,seg,0.0,0.0,0.0,5979.16,34.4142,16.513,1411.819,98.4826
2.0,50.0,det,0.0,15.0,-15.0,6081.16,35.335,4.132,1456.378,97.3971
2.0,50.0,seg,15.0,0.0,15.0,3789.44,20.4808,27.809,1354.266,97.3971
2.0,50.0,det,0.0,15.0,-15.0,6081.86,35.3297,4.136,1446.811,98.9718
2.0,50.0,seg,15.0,0.0,15.0,3801.95,20.5097,27.286,1376.2,98.9718
2.0,50.0,det,0.0,15.0,-15.0,6065.28,35.2401,4.152,1448.828,98.9588
2.0,50.0,seg,15.0,0.0,15.0,3782.41,20.3878,27.395,1362.737,98.9588
2.0,50.0,det,0.0,31.0,-31.0,6069.89,35.2707,4.146,1434.387,98.8026
2.0,50.0,seg,31.0,0.0,31.0,3786.4,20.4079,27.353,1362.953,98.8026
2.0,50.0,det,0.0,31.0,-31.0,6092.16,35.42,4.083,1448.973,98.9046
2.0,50.0,seg,31.0,0.0,31.0,3797.96,20.5739,27.208,1354.47,98.9046
2.0,50.0,det,0.0,31.0,-31.0,6119.42,35.5592,4.074,1480.041,98.9031
2.0,50.0,seg,31.0,0.0,31.0,3800.06,20.6574,27.417,1351.609,98.9031
2.0,50.0,det,15.0,0.0,15.0,2728.19,14.2762,27.393,921.075,98.91
2.0,50.0,seg,0.0,15.0,-15.0,5953.31,33.1228,10.379,1664.472,98.91
2.0,50.0,det,15.0,0.0,15.0,2716.46,14.1915,27.18,911.841,98.9031
2.0,50.0,seg,0.0,15.0,-15.0,5957.21,33.1212,10.258,1686.476,98.9031
2.0,50.0,det,15.0,0.0,15.0,2728.01,14.2577,27.397,921.292,98.85
2.0,50.0,seg,0.0,15.0,-15.0,5978.35,33.1027,10.34,1711.679,98.85
2.0,50.0,det,15.0,15.0,0.0,5728.87,33.9393,18.318,1080.619,98.6555
2.0,50.0,seg,15.0,15.0,0.0,5980.98,34.3974,16.445,1411.024,98.6555
2.0,50.0,det,15.0,15.0,0.0,5735.43,33.907,17.828,1037.964,98.5921
2.0,50.0,seg,15.0,15.0,0.0,5977.26,34.4024,16.566,1389.33,98.5921
2.0,50.0,det,15.0,15.0,0.0,5813.36,34.2791,16.276,1045.872,98.6148
2.0,50.0,seg,15.0,15.0,0.0,5894.18,33.8228,17.851,1423.609,98.6148
2.0,50.0,det,15.0,31.0,-16.0,6082.36,35.3478,4.109,1444.892,98.166
2.0,50.0,seg,31.0,15.0,16.0,3787.1,20.4994,27.655,1343.763,98.166
2.0,50.0,det,15.0,31.0,-16.0,6087.45,35.3896,4.127,1443.283,99.0865
2.0,50.0,seg,31.0,15.0,16.0,3809.06,20.5556,27.228,1371.345,99.0865
2.0,50.0,det,15.0,31.0,-16.0,6081.33,35.325,4.137,1455.421,98.8629
2.0,50.0,seg,31.0,15.0,16.0,3788.49,20.4426,27.295,1363.799,98.8629
2.0,50.0,det,31.0,0.0,31.0,2724.82,14.2379,27.158,914.515,99.1222
2.0,50.0,seg,0.0,31.0,-31.0,5956.79,33.1447,10.451,1658.964,99.1222
2.0,50.0,det,31.0,0.0,31.0,2746.65,14.3111,27.311,926.024,98.7641
2.0,50.0,seg,0.0,31.0,-31.0,5961.12,33.0398,10.308,1725.979,98.7641
2.0,50.0,det,31.0,0.0,31.0,2740.45,14.2944,27.432,923.664,98.8578
2.0,50.0,seg,0.0,31.0,-31.0,5969.23,33.1084,10.272,1702.954,98.8578
2.0,50.0,det,31.0,15.0,16.0,2725.24,14.2497,27.185,914.852,98.8888
2.0,50.0,seg,15.0,31.0,-16.0,5973.45,33.1196,10.22,1702.647,98.8888
2.0,50.0,det,31.0,15.0,16.0,2731.48,14.2816,27.182,917.012,99.0019
2.0,50.0,seg,15.0,31.0,-16.0,5976.44,33.1272,10.219,1692.388,99.0019
2.0,50.0,det,31.0,15.0,16.0,2711.81,14.1567,27.191,916.469,98.9103
2.0,50.0,seg,15.0,31.0,-16.0,5966.27,33.1428,10.383,1661.431,98.9103
2.0,50.0,det,31.0,31.0,0.0,5735.98,33.9629,18.301,1085.27,98.5709
2.0,50.0,seg,31.0,31.0,0.0,5976.18,34.3769,16.511,1415.269,98.5709
2.0,50.0,det,31.0,31.0,0.0,5787.69,34.0656,17.346,1033.718,98.5918
2.0,50.0,seg,31.0,31.0,0.0,5994.7,34.5623,16.861,1387.286,98.5918
2.0,50.0,det,31.0,31.0,0.0,5715.99,33.8261,18.402,1087.583,98.607
2.0,50.0,seg,31.0,31.0,0.0,5974.02,34.3048,16.48,1420.519,98.607
2.0,50.0,det,0.0,0.0,0.0,5563.2,32.2232,19.254,1043.868,98.7609
2.0,50.0,pose,0.0,0.0,0.0,5562.62,32.6375,18.319,1249.405,98.7609
2.0,50.0,det,0.0,0.0,0.0,5603.61,32.5436,19.095,1051.078,98.7375
2.0,50.0,pose,0.0,0.0,0.0,5642.41,32.967,18.168,1276.028,98.7375
2.0,50.0,det,0.0,0.0,0.0,5595.82,32.5401,17.935,1028.476,99.0944
2.0,50.0,pose,0.0,0.0,0.0,5653.11,32.9625,18.136,1279.909,99.0944
2.0,50.0,det,0.0,15.0,-15.0,5947.37,33.9856,8.092,1365.784,98.9721
2.0,50.0,pose,15.0,0.0,15.0,3197.81,17.3706,27.095,1133.204,98.9721
2.0,50.0,det,0.0,15.0,-15.0,5919.01,33.8259,8.072,1364.972,99.1061
2.0,50.0,pose,15.0,0.0,15.0,3180.57,17.271,27.163,1126.528,99.1061
2.0,50.0,det,0.0,15.0,-15.0,5945.4,33.9634,8.056,1373.51,98.9721
2.0,50.0,pose,15.0,0.0,15.0,3192.08,17.339,27.108,1132.29,98.9721
2.0,50.0,det,0.0,31.0,-31.0,5979.65,34.144,7.578,1380.004,99.0
2.0,50.0,pose,31.0,0.0,31.0,3202.9,17.4341,27.128,1141.746,99.0
2.0,50.0,det,0.0,31.0,-31.0,5975.23,34.1334,8.045,1388.049,99.0133
2.0,50.0,pose,31.0,0.0,31.0,3208.29,17.4248,27.07,1141.724,99.0133
2.0,50.0,det,0.0,31.0,-31.0,5974.86,34.1373,7.981,1375.476,98.9579
2.0,50.0,pose,31.0,0.0,31.0,3195.49,17.4074,27.126,1127.8,98.9579
2.0,50.0,det,15.0,0.0,15.0,2730.56,14.2429,27.089,926.295,99.254
2.0,50.0,pose,0.0,15.0,-15.0,5595.16,31.3272,12.035,1515.412,99.254
2.0,50.0,det,15.0,0.0,15.0,2722.6,14.2064,27.066,921.071,99.1987
2.0,50.0,pose,0.0,15.0,-15.0,5623.12,31.5473,11.945,1500.016,99.1987
2.0,50.0,det,15.0,0.0,15.0,2720.14,14.2239,27.099,914.44,99.0887
2.0,50.0,pose,0.0,15.0,-15.0,5649.8,31.4973,11.677,1551.492,99.0887
2.0,50.0,det,15.0,15.0,0.0,5484.44,32.3289,18.557,1042.766,97.03
2.0,50.0,pose,15.0,15.0,0.0,5663.28,32.7562,17.732,1240.61,97.03
2.0,50.0,det,15.0,15.0,0.0,5649.32,33.0087,18.97,1075.704,98.6969
2.0,50.0,pose,15.0,15.0,0.0,5627.56,32.9446,18.165,1277.024,98.6969
2.0,50.0,det,15.0,15.0,0.0,5462.91,32.1221,18.364,1038.764,97.0897
2.0,50.0,pose,15.0,15.0,0.0,5631.75,32.5498,18.323,1275.555,97.0897
2.0,50.0,det,15.0,31.0,-16.0,5865.7,33.5386,6.486,1356.334,97.1852
2.0,50.0,pose,31.0,15.0,16.0,3198.24,17.4065,27.803,1130.742,97.1852
2.0,50.0,det,15.0,31.0,-16.0,5985.38,34.1881,7.932,1402.876,99.0758
2.0,50.0,pose,31.0,15.0,16.0,3204.07,17.4327,27.098,1137.745,99.0758
2.0,50.0,det,15.0,31.0,-16.0,5957.37,34.023,7.494,1367.862,98.6388
2.0,50.0,pose,31.0,15.0,16.0,3218.5,17.547,27.263,1142.64,98.6388
2.0,50.0,det,31.0,0.0,31.0,2753.93,14.3758,27.715,926.628,97.3587
2.0,50.0,pose,0.0,31.0,-31.0,5591.22,31.4139,11.16,1468.732,97.3587
2.0,50.0,det,31.0,0.0,31.0,2733.96,14.3111,27.106,919.325,99.0773
2.0,50.0,pose,0.0,31.0,-31.0,5635.48,31.4733,11.801,1536.722,99.0773
2.0,50.0,det,31.0,0.0,31.0,2711.08,14.1639,27.075,913.732,99.1973
2.0,50.0,pose,0.0,31.0,-31.0,5584.12,31.1258,12.029,1548.293,99.1973
2.0,50.0,det,31.0,15.0,16.0,2747.05,14.3286,27.087,925.915,99.1387
2.0,50.0,pose,15.0,31.0,-16.0,5638.28,31.5166,11.43,1501.624,99.1387
2.0,50.0,det,31.0,15.0,16.0,2727.29,14.2211,27.677,921.201,97.4458
2.0,50.0,pose,15.0,31.0,-16.0,5582.85,31.2035,11.35,1489.406,97.4458
2.0,50.0,det,31.0,15.0,16.0,2731.54,14.3203,27.796,917.786,97.101
2.0,50.0,pose,15.0,31.0,-16.0,5602.2,31.3169,10.903,1513.914,97.101
2.0,50.0,det,31.0,31.0,0.0,5531.67,32.3133,17.855,1021.673,98.6875
2.0,50.0,pose,31.0,31.0,0.0,5638.57,32.7201,18.259,1287.495,98.6875
2.0,50.0,det,31.0,31.0,0.0,5611.06,32.5569,19.124,1048.565,98.5147
2.0,50.0,pose,31.0,31.0,0.0,5623.15,32.9785,18.196,1251.507,98.5147
2.0,50.0,det,31.0,31.0,0.0,5603.15,32.618,18.18,1066.636,98.6497
2.0,50.0,pose,31.0,31.0,0.0,5476.61,32.1608,18.18,1225.85,98.6497
2.0,50.0,seg,0.0,0.0,0.0,6275.73,35.8124,15.358,1449.518,98.4903
2.0,50.0,pose,0.0,0.0,0.0,5952.82,35.3005,16.252,1286.518,98.4903
2.0,50.0,seg,0.0,0.0,0.0,6291.69,35.6096,15.131,1479.596,98.6134
2.0,50.0,pose,0.0,0.0,0.0,5967.82,35.1418,16.227,1353.135,98.6134
2.0,50.0,seg,0.0,0.0,0.0,6272.67,35.6714,14.69,1453.157,97.4383
2.0,50.0,pose,0.0,0.0,0.0,5979.23,35.1603,16.506,1372.613,97.4383
2.0,50.0,seg,0.0,15.0,-15.0,6423.79,35.6507,5.278,2509.843,97.8328
2.0,50.0,pose,15.0,0.0,15.0,3196.15,17.3556,27.325,1124.973,97.8328
2.0,50.0,seg,0.0,15.0,-15.0,6384.04,35.3853,5.616,2541.825,99.0132
2.0,50.0,pose,15.0,0.0,15.0,3188.98,17.2568,27.189,1132.898,99.0132
2.0,50.0,seg,0.0,15.0,-15.0,6418.42,35.777,5.284,2417.664,98.5009
2.0,50.0,pose,15.0,0.0,15.0,3181.46,17.3085,27.354,1125.45,98.5009
2.0,50.0,seg,0.0,31.0,-31.0,6346.57,35.6536,5.683,2213.137,98.682
2.0,50.0,pose,31.0,0.0,31.0,3189.62,17.2635,27.319,1137.042,98.682
2.0,50.0,seg,0.0,31.0,-31.0,6370.31,35.4445,5.438,2444.885,98.7249
2.0,50.0,pose,31.0,0.0,31.0,3185.19,17.3124,27.314,1126.641,98.7249
2.0,50.0,seg,0.0,31.0,-31.0,6391.7,35.5936,5.321,2435.803,98.7049
2.0,50.0,pose,31.0,0.0,31.0,3175.17,17.2607,27.337,1124.604,98.7049
2.0,50.0,seg,15.0,0.0,15.0,3738.13,20.1412,27.972,1336.559,97.0863
2.0,50.0,pose,0.0,15.0,-15.0,6029.47,34.9712,2.66,2129.963,97.0863
2.0,50.0,seg,15.0,0.0,15.0,3735.6,20.1061,27.868,1332.046,97.356
2.0,50.0,pose,0.0,15.0,-15.0,5990.64,34.9588,2.981,1842.935,97.356
2.0,50.0,seg,15.0,0.0,15.0,3763.79,20.2699,27.373,1341.759,98.5634
2.0,50.0,pose,0.0,15.0,-15.0,6082.18,35.3526,3.05,1990.725,98.5634
2.0,50.0,seg,15.0,15.0,0.0,6291.41,35.6234,15.18,1489.476,98.7497
2.0,50.0,pose,15.0,15.0,0.0,5972.86,35.1566,16.192,1355.433,98.7497
2.0,50.0,seg,15.0,15.0,0.0,6307.76,35.714,15.062,1489.245,98.9551
2.0,50.0,pose,15.0,15.0,0.0,5982.54,35.2231,16.153,1352.831,98.9551
2.0,50.0,seg,15.0,15.0,0.0,6211.55,35.5202,15.323,1432.366,97.0257
2.0,50.0,pose,15.0,15.0,0.0,5921.92,35.0089,16.61,1314.567,97.0257
2.0,50.0,seg,15.0,31.0,-16.0,6372.03,35.4688,5.041,2394.192,97.4429
2.0,50.0,pose,31.0,15.0,16.0,3186.26,17.2626,27.805,1130.177,97.4429
2.0,50.0,seg,15.0,31.0,-16.0,6349.48,35.3433,5.106,2392.423,97.1757
2.0,50.0,pose,31.0,15.0,16.0,3177.89,17.2131,27.935,1129.628,97.1757
2.0,50.0,seg,15.0,31.0,-16.0,6327.96,35.7514,4.997,2138.413,97.0797
2.0,50.0,pose,31.0,15.0,16.0,3201.17,17.3565,28.023,1144.85,97.0797
2.0,50.0,seg,31.0,0.0,31.0,3739.12,20.1061,27.29,1338.179,98.7949
2.0,50.0,pose,0.0,31.0,-31.0,6084.24,35.3445,3.447,2087.944,98.7949
2.0,50.0,seg,31.0,0.0,31.0,3715.18,19.985,27.257,1337.015,98.8968
2.0,50.0,pose,0.0,31.0,-31.0,6028.21,34.9092,3.524,2154.462,98.8968
2.0,50.0,seg,31.0,0.0,31.0,3807.92,20.4019,27.294,1363.256,98.7547
2.0,50.0,pose,0.0,31.0,-31.0,6079.41,35.234,3.082,2144.275,98.7547
2.0,50.0,seg,31.0,15.0,16.0,3735.6,20.1733,27.369,1331.335,98.6217
2.0,50.0,pose,15.0,31.0,-16.0,6092.44,35.5213,3.335,1999.342,98.6217
2.0,50.0,seg,31.0,15.0,16.0,3725.29,20.0638,27.363,1336.183,98.5818
2.0,50.0,pose,15.0,31.0,-16.0,6034.69,34.924,3.375,2168.691,98.5818
2.0,50.0,seg,31.0,15.0,16.0,3853.29,21.0479,27.283,1412.207,98.7983
2.0,50.0,pose,15.0,31.0,-16.0,6191.71,35.7656,2.23,2711.54,98.7983
2.0,50.0,seg,31.0,31.0,0.0,6267.46,35.6673,15.109,1456.797,98.5154
2.0,50.0,pose,31.0,31.0,0.0,5941.18,35.1558,16.246,1304.166,98.5154
2.0,50.0,seg,31.0,31.0,0.0,6300.82,35.6842,15.015,1478.785,98.5886
2.0,50.0,pose,31.0,31.0,0.0,5974.3,35.1724,16.233,1352.938,98.5886
2.0,50.0,seg,31.0,31.0,0.0,6238.02,35.4034,15.47,1484.685,98.5303
2.0,50.0,pose,31.0,31.0,0.0,5912.7,34.9317,16.242,1311.888,98.5303
2.0,63.0,det,0.0,0.0,0.0,7073.83,34.3425,17.126,1277.936,96.5797
2.0,63.0,seg,0.0,0.0,0.0,7350.37,34.1247,16.751,1730.298,96.5797
2.0,63.0,det,0.0,0.0,0.0,7063.68,34.251,17.391,1308.989,96.735
2.0,63.0,seg,0.0,0.0,0.0,7366.7,34.1665,16.434,1763.561,96.735
2.0,63.0,det,0.0,0.0,0.0,7131.38,34.5771,16.597,1282.989,98.24
2.0,63.0,seg,0.0,0.0,0.0,7426.4,34.3003,16.882,1764.827,98.24
2.0,63.0,det,0.0,15.0,-15.0,7572.16,35.3098,3.951,1798.332,98.4846
2.0,63.0,seg,15.0,0.0,15.0,4621.83,20.7836,27.41,1704.324,98.4846
2.0,63.0,det,0.0,15.0,-15.0,7407.88,34.6439,2.963,1785.279,99.4791
2.0,63.0,seg,15.0,0.0,15.0,4613.26,20.6982,28.485,1703.876,99.4791
2.0,63.0,det,0.0,15.0,-15.0,7579.93,35.3206,3.581,1883.528,98.6249
2.0,63.0,seg,15.0,0.0,15.0,4658.86,20.9491,27.385,1719.539,98.6249
2.0,63.0,det,0.0,31.0,-31.0,7561.93,35.3825,2.686,2250.127,98.5894
2.0,63.0,seg,31.0,0.0,31.0,4752.87,21.6569,27.385,1791.089,98.5894
2.0,63.0,det,0.0,31.0,-31.0,7583.47,35.3064,3.38,1993.944,98.5034
2.0,63.0,seg,31.0,0.0,31.0,4673.87,21.0461,27.408,1733.445,98.5034
2.0,63.0,det,0.0,31.0,-31.0,7576.06,35.3296,3.418,1894.574,98.6123
2.0,63.0,seg,31.0,0.0,31.0,4666.03,21.1251,27.384,1722.359,98.6123
2.0,63.0,det,15.0,0.0,15.0,3365.6,14.4413,27.422,1162.269,98.3575
2.0,63.0,seg,0.0,15.0,-15.0,7408.36,33.1656,10.024,2137.919,98.3575
2.0,63.0,det,15.0,0.0,15.0,3338.62,14.2944,28.016,1151.44,96.7548
2.0,63.0,seg,0.0,15.0,-15.0,7327.08,32.6961,9.991,2148.932,96.7548
2.0,63.0,det,15.0,0.0,15.0,3384.66,14.4941,27.401,1169.354,98.3544
2.0,63.0,seg,0.0,15.0,-15.0,7362.21,32.8925,10.464,2174.007,98.3544
2.0,63.0,det,15.0,15.0,0.0,6893.2,32.9357,18.316,1334.123,96.7982
2.0,63.0,seg,15.0,15.0,0.0,7267.87,33.807,15.907,1749.216,96.7982
2.0,63.0,det,15.0,15.0,0.0,6960.94,33.2656,18.035,1339.909,97.9012
2.0,63.0,seg,15.0,15.0,0.0,7376.19,34.1552,15.786,1760.293,97.9012
2.0,63.0,det,15.0,15.0,0.0,7169.45,34.7587,16.56,1287.405,98.3059
