model_count,batch,model,own_pri,max_other_pri,advantage,latency,total_time,fps,hrtt_lat,npu
2.0,63.0,seg,15.0,15.0,0.0,7451.41,34.4608,16.845,1755.483,98.3059
2.0,63.0,det,15.0,31.0,-16.0,7574.31,35.3318,4.028,1804.769,98.5966
2.0,63.0,seg,31.0,15.0,16.0,4622.63,20.6911,27.383,1707.843,98.5966
2.0,63.0,det,15.0,31.0,-16.0,7556.34,35.2385,3.432,1853.814,98.3149
2.0,63.0,seg,31.0,15.0,16.0,4659.95,20.9989,27.493,1716.789,98.3149
2.0,63.0,det,15.0,31.0,-16.0,7559.51,35.2858,3.588,1799.916,98.4737
2.0,63.0,seg,31.0,15.0,16.0,4650.97,20.9175,27.437,1716.381,98.4737
2.0,63.0,det,31.0,0.0,31.0,3345.64,14.369,27.367,1149.681,98.4225
2.0,63.0,seg,0.0,31.0,-31.0,7375.06,32.9049,10.288,2210.236,98.4225
2.0,63.0,det,31.0,0.0,31.0,3333.59,14.2931,27.601,1147.512,97.7831
2.0,63.0,seg,0.0,31.0,-31.0,7284.86,32.4012,10.335,2208.233,97.7831
2.0,63.0,det,31.0,0.0,31.0,3357.86,14.3721,27.447,1165.257,98.2941
2.0,63.0,seg,0.0,31.0,-31.0,7356.86,32.7988,10.033,2180.396,98.2941
2.0,63.0,det,31.0,15.0,16.0,3320.77,14.2396,27.803,1142.335,98.3909
2.0,63.0,seg,15.0,31.0,-16.0,7322.13,32.6761,10.493,2178.098,98.3909
2.0,63.0,det,31.0,15.0,16.0,3345.47,14.3155,27.517,1158.519,98.3031
2.0,63.0,seg,15.0,31.0,-16.0,7341.38,32.8644,10.385,2145.65,98.3031
2.0,63.0,det,31.0,15.0,16.0,3329.29,14.3085,27.515,1141.939,98.0081
2.0,63.0,seg,15.0,31.0,-16.0,7372.09,33.0021,10.262,2143.857,98.0081
2.0,63.0,det,31.0,31.0,0.0,6906.88,33.0191,18.24,1332.695,97.1488
2.0,63.0,seg,31.0,31.0,0.0,7296.14,33.902,15.882,1735.379,97.1488
2.0,63.0,det,31.0,31.0,0.0,7108.01,34.5429,16.96,1287.687,98.0641
2.0,63.0,seg,31.0,31.0,0.0,7446.96,34.4207,16.348,1747.322,98.0641
2.0,63.0,det,31.0,31.0,0.0,7135.96,34.6564,16.81,1280.374,98.0209
2.0,63.0,seg,31.0,31.0,0.0,7448.03,34.454,16.688,1761.17,98.0209
2.0,63.0,det,0.0,0.0,0.0,6698.15,31.7177,18.171,1300.146,98.6394
2.0,63.0,pose,0.0,0.0,0.0,6932.59,32.406,18.252,1599.167,98.6394
2.0,63.0,det,0.0,0.0,0.0,6810.28,32.1163,18.307,1345.51,96.8444
2.0,63.0,pose,0.0,0.0,0.0,6669.35,31.2715,18.183,1525.897,96.8444
2.0,63.0,det,0.0,0.0,0.0,6691.62,31.726,18.048,1298.621,98.5281
2.0,63.0,pose,0.0,0.0,0.0,6977.5,32.5219,17.926,1617.482,98.5281
2.0,63.0,det,0.0,15.0,-15.0,7355.03,33.8877,7.651,1757.604,98.6818
2.0,63.0,pose,15.0,0.0,15.0,3911.77,17.5814,27.244,1417.862,98.6818
2.0,63.0,det,0.0,15.0,-15.0,7335.26,33.7946,7.67,1748.84,98.8691
2.0,63.0,pose,15.0,0.0,15.0,3894.83,17.4301,27.313,1437.186,98.8691
2.0,63.0,det,0.0,15.0,-15.0,7322.56,33.73,7.691,1753.689,98.5891
2.0,63.0,pose,15.0,0.0,15.0,3942.15,17.6921,27.385,1437.696,98.5891
2.0,63.0,det,0.0,31.0,-31.0,7307.89,33.6179,6.682,1735.129,96.9745
2.0,63.0,pose,31.0,0.0,31.0,3907.32,17.5914,27.93,1422.434,96.9745
2.0,63.0,det,0.0,31.0,-31.0,7367.35,33.9154,7.659,1769.493,98.5973
2.0,63.0,pose,31.0,0.0,31.0,3907.67,17.5493,27.274,1439.405,98.5973
2.0,63.0,det,0.0,31.0,-31.0,7345.95,33.8009,7.675,1764.996,98.4882
2.0,63.0,pose,31.0,0.0,31.0,3950.61,17.7208,27.33,1454.653,98.4882
2.0,63.0,det,15.0,0.0,15.0,3301.85,14.18,27.848,1137.285,97.0455
2.0,63.0,pose,0.0,15.0,-15.0,6880.88,31.052,10.8,1851.672,97.0455
2.0,63.0,det,15.0,0.0,15.0,3322.6,14.2887,27.306,1141.838,98.7565
2.0,63.0,pose,0.0,15.0,-15.0,7028.22,31.5997,11.32,1878.408,98.7565
2.0,63.0,det,15.0,0.0,15.0,3354.08,14.3171,27.257,1163.234,98.7106
2.0,63.0,pose,0.0,15.0,-15.0,7033.44,31.5762,11.097,1915.936,98.7106
2.0,63.0,det,15.0,15.0,0.0,6691.09,31.6881,18.029,1292.413,98.3178
2.0,63.0,pose,15.0,15.0,0.0,6961.18,32.4693,18.029,1619.84,98.3178
2.0,63.0,det,15.0,15.0,0.0,6874.07,32.8477,18.447,1294.021,98.31
2.0,63.0,pose,15.0,15.0,0.0,6966.55,32.7841,18.0,1604.592,98.31
2.0,63.0,det,15.0,15.0,0.0,6920.52,32.9112,17.888,1337.484,98.5566
2.0,63.0,pose,15.0,15.0,0.0,6917.69,32.0665,17.888,1496.673,98.5566
2.0,63.0,det,15.0,31.0,-16.0,7264.72,33.4415,7.782,1738.224,98.2979
2.0,63.0,pose,31.0,15.0,16.0,3895.38,17.4229,27.709,1433.029,98.2979
2.0,63.0,det,15.0,31.0,-16.0,7256.0,33.3851,7.711,1744.593,98.4985
2.0,63.0,pose,31.0,15.0,16.0,3893.27,17.392,27.313,1447.003,98.4985
2.0,63.0,det,15.0,31.0,-16.0,7424.38,34.2117,7.572,1770.302,98.74
2.0,63.0,pose,31.0,15.0,16.0,3968.02,17.8056,27.252,1435.692,98.74
2.0,63.0,det,31.0,0.0,31.0,3346.81,14.3096,28.063,1162.11,96.6868
2.0,63.0,pose,0.0,31.0,-31.0,6836.89,30.8867,10.925,1856.271,96.6868
2.0,63.0,det,31.0,0.0,31.0,3316.42,14.2255,27.961,1138.809,96.9677
2.0,63.0,pose,0.0,31.0,-31.0,6887.25,31.036,10.553,1858.08,96.9677
2.0,63.0,det,31.0,0.0,31.0,3334.73,14.2307,27.316,1157.114,98.6219
2.0,63.0,pose,0.0,31.0,-31.0,6986.4,31.4999,10.959,1845.52,98.6219
2.0,63.0,det,31.0,15.0,16.0,3353.9,14.3489,27.252,1161.658,98.7597
2.0,63.0,pose,15.0,31.0,-16.0,7014.69,31.5489,11.095,1885.45,98.7597
2.0,63.0,det,31.0,15.0,16.0,3328.72,14.3102,27.878,1143.243,96.95
2.0,63.0,pose,15.0,31.0,-16.0,6876.02,31.0498,10.728,1859.808,96.95
2.0,63.0,det,31.0,15.0,16.0,3358.81,14.3574,27.976,1168.048,96.6755
2.0,63.0,pose,15.0,31.0,-16.0,6841.52,30.9242,10.808,1878.062,96.6755
2.0,63.0,det,31.0,31.0,0.0,6913.39,32.6194,17.967,1350.083,98.6434
2.0,63.0,pose,31.0,31.0,0.0,6781.8,31.7744,17.967,1529.691,98.6434
2.0,63.0,det,31.0,31.0,0.0,6898.77,32.9643,18.632,1297.562,98.5722
2.0,63.0,pose,31.0,31.0,0.0,6967.19,32.8593,17.943,1583.311,98.5722
2.0,63.0,det,31.0,31.0,0.0,6893.9,32.9014,18.436,1300.7,98.3431
2.0,63.0,pose,31.0,31.0,0.0,6977.43,32.7975,17.99,1613.405,98.3431
2.0,63.0,seg,0.0,0.0,0.0,7807.94,35.56,14.885,1969.143,98.2997
2.0,63.0,pose,0.0,0.0,0.0,7325.26,34.6548,15.456,1635.646,98.2997
2.0,63.0,seg,0.0,0.0,0.0,7675.95,34.9857,15.932,2018.38,99.4297
2.0,63.0,pose,0.0,0.0,0.0,7259.24,34.0351,15.932,1627.189,99.4297
2.0,63.0,seg,0.0,0.0,0.0,7729.33,35.4527,15.771,1965.659,98.044
2.0,63.0,pose,0.0,0.0,0.0,7331.33,34.5487,15.688,1606.133,98.044
2.0,63.0,seg,0.0,15.0,-15.0,7932.35,36.0341,3.173,2938.268,99.6357
2.0,63.0,pose,15.0,0.0,15.0,3980.92,18.1554,28.093,1468.691,99.6357
2.0,63.0,seg,0.0,15.0,-15.0,7797.61,35.2348,4.709,2865.754,98.1437
2.0,63.0,pose,15.0,0.0,15.0,3934.43,17.7267,27.558,1419.771,98.1437
2.0,63.0,seg,0.0,15.0,-15.0,7825.14,35.2719,5.203,2835.579,98.2617
2.0,63.0,pose,15.0,0.0,15.0,3907.21,17.4449,27.572,1439.243,98.2617
2.0,63.0,seg,0.0,31.0,-31.0,7758.8,35.2335,5.231,2789.824,98.1249
2.0,63.0,pose,31.0,0.0,31.0,3918.75,17.5528,27.722,1441.212,98.1249
2.0,63.0,seg,0.0,31.0,-31.0,7832.37,35.2346,5.037,2945.179,98.1523
2.0,63.0,pose,31.0,0.0,31.0,3924.81,17.6388,27.562,1441.47,98.1523
2.0,63.0,seg,0.0,31.0,-31.0,7859.88,35.2278,4.835,3125.636,98.142
2.0,63.0,pose,31.0,0.0,31.0,3917.09,17.5512,27.575,1432.94,98.142
2.0,63.0,seg,15.0,0.0,15.0,4583.45,20.4962,27.594,1690.022,98.0541
2.0,63.0,pose,0.0,15.0,-15.0,7505.05,34.9349,2.706,2736.4,98.0541
2.0,63.0,seg,15.0,0.0,15.0,4763.02,21.8826,28.121,1775.769,99.63
2.0,63.0,pose,0.0,15.0,-15.0,7535.68,35.4038,0.836,2810.695,99.63
2.0,63.0,seg,15.0,0.0,15.0,4642.95,20.922,27.768,1716.52,98.0647
2.0,63.0,pose,0.0,15.0,-15.0,7433.76,34.9531,2.641,2750.901,98.0647
2.0,63.0,seg,15.0,15.0,0.0,7686.06,35.3587,15.618,1912.451,97.7426
2.0,63.0,pose,15.0,15.0,0.0,7280.77,34.409,15.618,1573.738,97.7426
2.0,63.0,seg,15.0,15.0,0.0,7678.81,35.4446,15.585,1880.828,97.9311
2.0,63.0,pose,15.0,15.0,0.0,7305.32,34.5149,15.544,1573.513,97.9311
2.0,63.0,seg,15.0,15.0,0.0,7559.64,34.8339,16.015,1875.763,99.22
2.0,63.0,pose,15.0,15.0,0.0,7131.71,33.9248,15.931,1558.874,99.22
2.0,63.0,seg,15.0,31.0,-16.0,7740.98,34.7258,4.81,3053.64,99.5282
2.0,63.0,pose,31.0,15.0,16.0,3904.61,17.4754,28.151,1426.628,99.5282
2.0,63.0,seg,15.0,31.0,-16.0,7722.66,34.7238,4.897,2920.882,99.4756
2.0,63.0,pose,31.0,15.0,16.0,3927.85,17.5341,28.168,1447.413,99.4756
2.0,63.0,seg,15.0,31.0,-16.0,7694.14,34.7039,4.857,2820.981,99.5853
2.0,63.0,pose,31.0,15.0,16.0,3932.4,17.5592,28.177,1445.094,99.5853
2.0,63.0,seg,31.0,0.0,31.0,4592.69,20.5845,27.572,1675.928,98.1449
2.0,63.0,pose,0.0,31.0,-31.0,7498.66,34.9639,2.909,2658.694,98.1449
2.0,63.0,seg,31.0,0.0,31.0,4601.24,20.6033,28.233,1704.312,99.49
2.0,63.0,pose,0.0,31.0,-31.0,7327.62,34.4194,2.685,2723.512,99.49
2.0,63.0,seg,31.0,0.0,31.0,4687.26,21.0329,27.632,1715.411,97.9938
2.0,63.0,pose,0.0,31.0,-31.0,7455.28,34.9152,2.628,2832.869,97.9938
2.0,63.0,seg,31.0,15.0,16.0,4607.05,20.5961,28.156,1692.827,99.5812
2.0,63.0,pose,15.0,31.0,-16.0,7373.62,34.4599,2.678,2797.672,99.5812
2.0,63.0,seg,31.0,15.0,16.0,4706.67,21.3964,27.575,1772.64,98.0832
2.0,63.0,pose,15.0,31.0,-16.0,7500.36,34.9572,2.008,3208.146,98.0832
2.0,63.0,seg,31.0,15.0,16.0,4632.53,20.7164,28.166,1690.38,99.5268
2.0,63.0,pose,15.0,31.0,-16.0,7315.21,34.4583,2.511,2594.819,99.5268
2.0,63.0,seg,31.0,31.0,0.0,7737.2,35.4608,15.623,1977.772,98.0289
2.0,63.0,pose,31.0,31.0,0.0,7364.7,34.5349,15.582,1630.603,98.0289
2.0,63.0,seg,31.0,31.0,0.0,7740.51,35.5896,15.489,1935.103,98.3651
2.0,63.0,pose,31.0,31.0,0.0,7363.72,34.6607,15.775,1608.941,98.3651
2.0,63.0,seg,31.0,31.0,0.0,7584.27,34.8728,16.068,1906.279,99.335
2.0,63.0,pose,31.0,31.0,0.0,7163.31,33.9658,15.984,1560.279,99.335
3.0,1.0,det,0.0,0.0,0.0,1457.95,88.0321,7.162,32.406,96.316
3.0,1.0,seg,0.0,0.0,0.0,1207.72,87.7263,7.322,42.769,96.316
3.0,1.0,pose,0.0,0.0,0.0,1199.15,87.9911,7.202,30.686,96.316
3.0,1.0,det,0.0,0.0,0.0,1455.32,87.9938,7.253,32.344,96.6976
3.0,1.0,seg,0.0,0.0,0.0,1211.88,88.0392,7.213,41.185,96.6976
3.0,1.0,pose,0.0,0.0,0.0,1197.08,87.9526,7.253,30.652,96.6976
3.0,1.0,det,0.0,0.0,0.0,1456.63,88.0723,7.205,32.361,96.6852
3.0,1.0,seg,0.0,0.0,0.0,1211.35,87.9952,7.245,41.167,96.6852
3.0,1.0,pose,0.0,0.0,0.0,1198.12,88.0335,7.245,30.682,96.6852
3.0,1.0,det,0.0,15.0,-15.0,1409.15,84.9991,0.315,31.804,98.0676
3.0,1.0,seg,0.0,15.0,-15.0,1171.91,84.9597,0.315,43.075,98.0676
3.0,1.0,pose,15.0,0.0,15.0,356.343,24.482,26.48,275.054,98.0676
3.0,1.0,det,0.0,15.0,-15.0,1407.99,84.9315,0.315,31.733,98.0001
3.0,1.0,seg,0.0,15.0,-15.0,1172.14,84.9806,0.315,43.031,98.0001
3.0,1.0,pose,15.0,0.0,15.0,355.379,24.4311,26.497,276.673,98.0001
3.0,1.0,det,0.0,15.0,-15.0,1408.02,84.9351,0.354,31.843,98.1357
3.0,1.0,seg,0.0,15.0,-15.0,1172.18,84.9801,0.314,42.884,98.1357
3.0,1.0,pose,15.0,0.0,15.0,355.268,24.428,26.446,276.735,98.1357
3.0,1.0,det,0.0,31.0,-31.0,1407.41,84.9101,0.315,31.776,98.0435
3.0,1.0,seg,0.0,31.0,-31.0,1171.86,84.9591,0.315,43.118,98.0435
3.0,1.0,pose,31.0,0.0,31.0,355.269,24.429,26.529,276.761,98.0435
3.0,1.0,det,0.0,31.0,-31.0,1409.79,84.9856,0.314,31.848,98.0862
3.0,1.0,seg,0.0,31.0,-31.0,1171.23,84.9082,0.354,48.05,98.0862
3.0,1.0,pose,31.0,0.0,31.0,357.049,24.5276,26.443,275.046,98.0862
3.0,1.0,det,0.0,31.0,-31.0,1408.12,84.9393,0.315,31.98,98.0498
3.0,1.0,seg,0.0,31.0,-31.0,1172.27,84.9863,0.315,43.728,98.0498
3.0,1.0,pose,31.0,0.0,31.0,355.956,24.4677,26.504,275.407,98.0498
3.0,1.0,det,0.0,15.0,-15.0,1408.38,84.8948,,,97.7486
3.0,1.0,seg,15.0,0.0,15.0,481.966,33.0505,20.355,378.032,97.7486
3.0,1.0,pose,0.0,15.0,-15.0,1158.07,84.9252,,,97.7486
3.0,1.0,det,0.0,15.0,-15.0,1408.36,84.897,,,98.2549
3.0,1.0,seg,15.0,0.0,15.0,482.024,33.0562,20.356,378.083,98.2549
3.0,1.0,pose,0.0,15.0,-15.0,1158.13,84.9329,,,98.2549
3.0,1.0,det,0.0,15.0,-15.0,1408.79,84.9378,,,98.8074
3.0,1.0,seg,15.0,0.0,15.0,482.39,33.0915,20.322,376.199,98.8074
3.0,1.0,pose,0.0,15.0,-15.0,1157.64,84.895,0.04,28.614,98.8074
3.0,1.0,det,0.0,15.0,-15.0,1446.09,87.0795,,,97.0797
3.0,1.0,seg,15.0,15.0,0.0,870.964,62.3494,10.213,41.199,97.0797
3.0,1.0,pose,15.0,15.0,0.0,857.801,62.3855,10.213,30.72,97.0797
3.0,1.0,det,0.0,15.0,-15.0,1446.91,87.1035,0.039,32.484,97.129
3.0,1.0,seg,15.0,15.0,0.0,871.813,62.4074,10.203,41.224,97.129
3.0,1.0,pose,15.0,15.0,0.0,858.545,62.4456,10.164,30.731,97.129
3.0,1.0,det,0.0,15.0,-15.0,1446.98,87.1143,,,97.0614
3.0,1.0,seg,15.0,15.0,0.0,871.979,62.4191,10.207,41.187,97.0614
3.0,1.0,pose,15.0,15.0,0.0,857.628,62.3708,10.207,30.682,97.0614
3.0,1.0,det,0.0,31.0,-31.0,1366.63,82.1899,,,99.271
3.0,1.0,seg,15.0,31.0,-16.0,806.808,57.4964,0.748,228.735,99.271
3.0,1.0,pose,31.0,15.0,16.0,355.369,24.4315,26.502,276.672,99.271
3.0,1.0,det,0.0,31.0,-31.0,1366.34,82.1889,,,99.3644
3.0,1.0,seg,15.0,31.0,-16.0,806.859,57.4979,0.824,242.155,99.3644
3.0,1.0,pose,31.0,15.0,16.0,355.367,24.4309,26.406,276.752,99.3644
3.0,1.0,det,0.0,31.0,-31.0,1366.45,82.1824,,,99.8636
3.0,1.0,seg,15.0,31.0,-16.0,806.642,57.4939,0.362,120.555,99.8636
3.0,1.0,pose,31.0,15.0,16.0,355.238,24.429,27.037,276.815,99.8636
3.0,1.0,det,0.0,31.0,-31.0,1408.41,84.9004,,,98.1933
3.0,1.0,seg,31.0,0.0,31.0,482.032,33.0539,20.353,378.053,98.1933
3.0,1.0,pose,0.0,31.0,-31.0,1158.24,84.9362,,,98.1933
3.0,1.0,det,0.0,31.0,-31.0,1407.91,84.8758,,,98.9133
3.0,1.0,seg,31.0,0.0,31.0,481.86,33.0505,20.355,378.066,98.9133
3.0,1.0,pose,0.0,31.0,-31.0,1157.8,84.9084,,,98.9133
3.0,1.0,det,0.0,31.0,-31.0,1408.39,84.8981,,,98.1968
3.0,1.0,seg,31.0,0.0,31.0,481.946,33.0587,20.355,378.166,98.1968
3.0,1.0,pose,0.0,31.0,-31.0,1158.19,84.9323,,,98.1968
3.0,1.0,det,0.0,31.0,-31.0,1365.86,82.1549,,,99.2433
3.0,1.0,seg,31.0,15.0,16.0,481.978,33.0537,20.354,377.969,99.2433
3.0,1.0,pose,15.0,31.0,-16.0,792.232,57.4621,,,99.2433
3.0,1.0,det,0.0,31.0,-31.0,1365.92,82.1562,,,99.2438
3.0,1.0,seg,31.0,15.0,16.0,481.995,33.0544,20.353,378.113,99.2438
3.0,1.0,pose,15.0,31.0,-16.0,792.195,57.4631,,,99.2438
3.0,1.0,det,0.0,31.0,-31.0,1365.66,82.1562,,,99.2964
3.0,1.0,seg,31.0,15.0,16.0,482.379,33.0894,20.335,376.208,99.2964
3.0,1.0,pose,15.0,31.0,-16.0,792.173,57.4638,0.039,30.323,99.2964
3.0,1.0,det,0.0,31.0,-31.0,1445.39,87.0228,,,97.7727
3.0,1.0,seg,31.0,31.0,0.0,869.741,62.2569,10.239,41.316,97.7727
3.0,1.0,pose,31.0,31.0,0.0,857.544,62.3258,10.198,30.672,97.7727
3.0,1.0,det,0.0,31.0,-31.0,1447.3,87.1509,,,97.147
3.0,1.0,seg,31.0,31.0,0.0,871.951,62.4213,10.188,41.253,97.147
3.0,1.0,pose,31.0,31.0,0.0,858.803,62.4569,10.188,30.713,97.147
3.0,1.0,det,0.0,31.0,-31.0,1447.49,87.144,,,97.071
3.0,1.0,seg,31.0,31.0,0.0,871.92,62.4131,10.182,41.224,97.071
3.0,1.0,pose,31.0,31.0,0.0,858.685,62.447,10.182,30.676,97.071
3.0,1.0,det,15.0,0.0,15.0,429.045,24.7913,26.986,284.629,97.7354
3.0,1.0,seg,0.0,15.0,-15.0,1169.85,84.8223,0.12,56.566,97.7354
3.0,1.0,pose,0.0,15.0,-15.0,1157.63,84.8935,0.08,31.014,97.7354
3.0,1.0,det,15.0,0.0,15.0,428.267,24.7482,26.433,284.622,98.2612
3.0,1.0,seg,0.0,15.0,-15.0,1171.43,84.9384,0.314,41.614,98.2612
3.0,1.0,pose,0.0,15.0,-15.0,1158.12,84.9769,0.275,30.896,98.2612
3.0,1.0,det,15.0,0.0,15.0,428.096,24.7275,26.5,284.713,98.1993
3.0,1.0,seg,0.0,15.0,-15.0,1171.9,84.9741,0.276,41.567,98.1993
3.0,1.0,pose,0.0,15.0,-15.0,1157.41,84.923,0.276,30.907,98.1993
3.0,1.0,det,15.0,15.0,0.0,904.487,53.8727,11.822,32.358,97.0356
3.0,1.0,seg,0.0,15.0,-15.0,1200.08,86.926,,,97.0356
3.0,1.0,pose,15.0,15.0,0.0,741.847,53.6514,12.06,32.502,97.0356
3.0,1.0,det,15.0,15.0,0.0,900.435,53.7801,11.977,32.407,97.2807
3.0,1.0,seg,0.0,15.0,-15.0,1198.82,86.8312,,,97.2807
3.0,1.0,pose,15.0,15.0,0.0,742.927,53.7389,12.017,30.721,97.2807
3.0,1.0,det,15.0,15.0,0.0,898.348,53.6552,12.045,32.424,97.9167
3.0,1.0,seg,0.0,15.0,-15.0,1197.04,86.6983,0.04,40.114,97.9167
3.0,1.0,pose,15.0,15.0,0.0,742.09,53.6864,12.005,30.741,97.9167
3.0,1.0,det,15.0,31.0,-16.0,826.389,49.1342,0.948,193.38,99.1707
3.0,1.0,seg,0.0,31.0,-31.0,1136.68,82.1845,,,99.1707
3.0,1.0,pose,31.0,15.0,16.0,355.437,24.433,26.571,276.567,99.1707
3.0,1.0,det,15.0,31.0,-16.0,826.145,49.1255,0.522,124.821,99.907
3.0,1.0,seg,0.0,31.0,-31.0,1136.59,82.1764,,,99.907
3.0,1.0,pose,31.0,15.0,16.0,355.297,24.4313,27.01,276.749,99.907
3.0,1.0,det,15.0,31.0,-16.0,826.266,49.134,0.561,132.224,99.9749
3.0,1.0,seg,0.0,31.0,-31.0,1136.63,82.1838,,,99.9749
3.0,1.0,pose,31.0,15.0,16.0,355.519,24.4341,26.958,276.446,99.9749
3.0,1.0,det,15.0,15.0,0.0,1025.08,61.3518,10.594,32.307,98.1461
3.0,1.0,seg,15.0,15.0,0.0,855.261,61.201,10.754,42.124,98.1461
3.0,1.0,pose,0.0,15.0,-15.0,1170.6,85.7579,,,98.1461
3.0,1.0,det,15.0,15.0,0.0,1027.06,61.3787,10.542,32.366,97.3898
3.0,1.0,seg,15.0,15.0,0.0,854.169,61.1177,10.779,44.694,97.3898
3.0,1.0,pose,0.0,15.0,-15.0,1170.92,85.7816,,,97.3898
3.0,1.0,det,15.0,15.0,0.0,1026.94,61.5351,10.574,32.314,97.3026
3.0,1.0,seg,15.0,15.0,0.0,858.868,61.4597,10.653,41.254,97.3026
3.0,1.0,pose,0.0,15.0,-15.0,1173.11,85.9415,,,97.3026
3.0,1.0,det,15.0,15.0,0.0,1454.92,87.9245,7.248,32.394,96.3849
3.0,1.0,seg,15.0,15.0,0.0,1208.17,87.7683,7.288,41.415,96.3849
3.0,1.0,pose,15.0,15.0,0.0,1196.66,87.8804,7.248,30.649,96.3849
3.0,1.0,det,15.0,15.0,0.0,1455.02,87.9744,7.226,32.334,96.2977
3.0,1.0,seg,15.0,15.0,0.0,1211.66,88.021,7.226,41.152,96.2977
3.0,1.0,pose,15.0,15.0,0.0,1196.79,87.9334,7.266,30.646,96.2977
3.0,1.0,det,15.0,15.0,0.0,1454.74,87.9645,7.247,32.354,96.7206
3.0,1.0,seg,15.0,15.0,0.0,1209.79,87.8849,7.286,41.171,96.7206
3.0,1.0,pose,15.0,15.0,0.0,1196.56,87.9204,7.247,30.662,96.7206
3.0,1.0,det,15.0,31.0,-16.0,1408.23,84.9474,0.315,31.706,98.0354
3.0,1.0,seg,15.0,31.0,-16.0,1171.24,84.912,0.354,42.653,98.0354
3.0,1.0,pose,31.0,15.0,16.0,355.883,24.4746,26.494,275.764,98.0354
3.0,1.0,det,15.0,31.0,-16.0,1409.03,84.9912,0.315,31.686,98.0735
3.0,1.0,seg,15.0,31.0,-16.0,1171.78,84.9507,0.315,42.937,98.0735
3.0,1.0,pose,31.0,15.0,16.0,356.275,24.4831,26.491,275.181,98.0735
3.0,1.0,det,15.0,31.0,-16.0,1405.99,84.806,0.161,31.792,98.7547
3.0,1.0,seg,15.0,31.0,-16.0,1170.34,84.8539,0.161,43.211,98.7547
3.0,1.0,pose,31.0,15.0,16.0,355.473,24.4339,27.006,276.422,98.7547
3.0,1.0,det,15.0,31.0,-16.0,966.879,57.7506,,,99.2633
3.0,1.0,seg,31.0,15.0,16.0,482.006,33.0576,20.356,378.093,99.2633
3.0,1.0,pose,0.0,31.0,-31.0,1122.4,82.1555,,,99.2633
3.0,1.0,det,15.0,31.0,-16.0,966.815,57.7516,,,99.3542
3.0,1.0,seg,31.0,15.0,16.0,482.041,33.06,20.354,378.108,99.3542
3.0,1.0,pose,0.0,31.0,-31.0,1122.37,82.1528,,,99.3542
3.0,1.0,det,15.0,31.0,-16.0,966.894,57.747,,,99.996
3.0,1.0,seg,31.0,15.0,16.0,481.933,33.0544,20.369,377.915,99.996
3.0,1.0,pose,0.0,31.0,-31.0,1122.42,82.1538,,,99.996
3.0,1.0,det,15.0,31.0,-16.0,1408.33,84.8958,,,98.2832
3.0,1.0,seg,31.0,15.0,16.0,481.977,33.0548,20.364,378.011,98.2832
3.0,1.0,pose,15.0,31.0,-16.0,1158.14,84.931,,,98.2832
3.0,1.0,det,15.0,31.0,-16.0,1408.38,84.9076,,,98.1983
3.0,1.0,seg,31.0,15.0,16.0,482.087,33.0578,20.355,378.102,98.1983
3.0,1.0,pose,15.0,31.0,-16.0,1158.25,84.9438,,,98.1983
3.0,1.0,det,15.0,31.0,-16.0,1407.84,84.8657,,,98.2338
3.0,1.0,seg,31.0,15.0,16.0,482.016,33.0531,20.354,378.051,98.2338
3.0,1.0,pose,15.0,31.0,-16.0,1157.7,84.8994,,,98.2338
3.0,1.0,det,15.0,31.0,-16.0,1445.33,87.0179,,,97.7694
3.0,1.0,seg,31.0,31.0,0.0,869.161,62.2147,10.274,41.776,97.7694
3.0,1.0,pose,31.0,31.0,0.0,858.082,62.3214,10.153,30.725,97.7694
3.0,1.0,det,15.0,31.0,-16.0,1445.95,87.0485,,,97.1194
3.0,1.0,seg,31.0,31.0,0.0,871.129,62.3583,10.207,41.182,97.1194
3.0,1.0,pose,31.0,31.0,0.0,856.816,62.3098,10.246,30.639,97.1194
3.0,1.0,det,15.0,31.0,-16.0,1448.17,87.1895,,,97.1757
3.0,1.0,seg,31.0,31.0,0.0,872.535,62.4578,10.191,41.254,97.1757
3.0,1.0,pose,31.0,31.0,0.0,859.303,62.4963,10.151,30.737,97.1757
3.0,1.0,det,31.0,0.0,31.0,428.12,24.7493,26.989,284.709,98.8292
3.0,1.0,seg,0.0,31.0,-31.0,1170.59,84.8789,0.12,41.3,98.8292
3.0,1.0,pose,0.0,31.0,-31.0,1157.31,84.9168,0.08,31.093,98.8292
3.0,1.0,det,31.0,0.0,31.0,428.247,24.7494,27.053,284.733,98.7476
3.0,1.0,seg,0.0,31.0,-31.0,1170.43,84.8691,0.08,40.722,98.7476
3.0,1.0,pose,0.0,31.0,-31.0,1157.14,84.9052,0.08,31.131,98.7476
3.0,1.0,det,31.0,0.0,31.0,428.258,24.7471,26.547,284.692,98.136
3.0,1.0,seg,0.0,31.0,-31.0,1171.16,84.9169,0.276,41.374,98.136
3.0,1.0,pose,0.0,31.0,-31.0,1157.8,84.9552,0.237,31.124,98.136
3.0,1.0,det,31.0,15.0,16.0,428.27,24.749,26.489,284.701,99.2817
3.0,1.0,seg,0.0,31.0,-31.0,1136.38,82.1616,0.039,40.25,99.2817
3.0,1.0,pose,15.0,31.0,-16.0,681.274,49.1539,0.708,164.947,99.2817
3.0,1.0,det,31.0,15.0,16.0,428.441,24.7483,26.491,284.629,99.2704
3.0,1.0,seg,0.0,31.0,-31.0,1136.38,82.1598,0.039,40.345,99.2704
